locus_tag	ftype	length_bp	gene	EC_number	COG	product
FHBDMOFE_00074	CDS	1293				NCS2 family permease [Thiopseudomonas alkaliphila]
FHBDMOFE_00075	CDS	561				superoxide dismutase family protein [Thiopseudomonas alkaliphila]
FHBDMOFE_00076	CDS	879				LysR family transcriptional regulator [Thiopseudomonas alkaliphila]
FHBDMOFE_00077	CDS	1425				3-isopropylmalate dehydratase large subunit [Thiopseudomonas alkaliphila]
FHBDMOFE_00078	CDS	648				3-isopropylmalate dehydratase small subunit [Thiopseudomonas alkaliphila]
FHBDMOFE_00079	CDS	1083				3-isopropylmalate dehydrogenase [Thiopseudomonas alkaliphila]
FHBDMOFE_00080	CDS	1113				aspartate-semialdehyde dehydrogenase [Thiopseudomonas alkaliphila]
FHBDMOFE_00081	CDS	1140				cation diffusion facilitator family transporter [Thiopseudomonas alkaliphila]
FHBDMOFE_00082	CDS	408				MliC family protein [Thiopseudomonas alkaliphila]
FHBDMOFE_00083	CDS	837				mechanosensitive ion channel [Thiopseudomonas alkaliphila]
FHBDMOFE_00084	CDS	606				cytochrome c biogenesis heme-transporting ATPase CcmA [Thiopseudomonas alkaliphila]
FHBDMOFE_00085	CDS	669				heme exporter protein CcmB [Thiopseudomonas alkaliphila]
FHBDMOFE_00086	CDS	750				heme ABC transporter permease [Thiopseudomonas alkaliphila]
FHBDMOFE_00087	CDS	177				heme exporter protein CcmD [Thiopseudomonas alkaliphila]
FHBDMOFE_00088	CDS	504				cytochrome c maturation protein CcmE [Thiopseudomonas alkaliphila]
FHBDMOFE_00089	CDS	1995				heme lyase CcmF/NrfE family subunit [Thiopseudomonas alkaliphila]
FHBDMOFE_00090	CDS	540				DsbE family thiol:disulfide interchange protein [Thiopseudomonas alkaliphila]
FHBDMOFE_00091	CDS	501				cytochrome c-type biogenesis protein CcmH [Thiopseudomonas alkaliphila]
FHBDMOFE_00092	CDS	1245				c-type cytochrome biogenesis protein CcmI [Thiopseudomonas alkaliphila]
FHBDMOFE_00093	CDS	960				putative 2-dehydropantoate 2-reductase [Thiopseudomonas alkaliphila]
FHBDMOFE_00094	CDS	624				OmpA family protein [Thiopseudomonas alkaliphila]
FHBDMOFE_00095	CDS	654				pyridoxamine 5'-phosphate oxidase [Thiopseudomonas alkaliphila]
FHBDMOFE_00096	CDS	261				hypothetical protein [Thiopseudomonas alkaliphila]
FHBDMOFE_00097	CDS	462				hypothetical protein [Thiopseudomonas alkaliphila]
FHBDMOFE_00098	CDS	921				universal stress protein [Thiopseudomonas alkaliphila]
FHBDMOFE_00099	CDS	951				rhodanese-like domain-containing protein [Thiopseudomonas alkaliphila]
FHBDMOFE_00100	CDS	1092				YeeE/YedE family protein [Thiopseudomonas alkaliphila]
FHBDMOFE_00101	CDS	168				hypothetical protein
FHBDMOFE_00102	CDS	270				hypothetical protein
FHBDMOFE_00103	CDS	3696				methionine synthase [Thiopseudomonas alkaliphila]
FHBDMOFE_00104	CDS	2292				fatty acid cis/trans isomerase [Thiopseudomonas alkaliphila]
FHBDMOFE_00105	CDS	249				glutaredoxin family protein [Thiopseudomonas alkaliphila]
FHBDMOFE_00106	CDS	774				ferredoxin--NADP reductase [Thiopseudomonas alkaliphila]
FHBDMOFE_00107	CDS	2382				insulinase family protein [Thiopseudomonas alkaliphila]
FHBDMOFE_00108	CDS	2175				bifunctional 23S rRNA (guanine(2069)-N(7))-methyltransferase RlmK/23S rRNA (guanine(2445)-N(2))-methyltransferase RlmL [Thiopseudomonas alkaliphila]
FHBDMOFE_00109	CDS	1134				pseudouridine synthase [Thiopseudomonas alkaliphila]
FHBDMOFE_00110	CDS	2331				membrane-bound PQQ-dependent dehydrogenase, glucose/quinate/shikimate family [Thiopseudomonas alkaliphila]
FHBDMOFE_00111	CDS	2610				bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase [Thiopseudomonas alkaliphila]
FHBDMOFE_00112	CDS	705				hypothetical protein
FHBDMOFE_00113	CDS	942				tRNA dihydrouridine(20/20a) synthase DusA [Thiopseudomonas alkaliphila]
FHBDMOFE_00114	CDS	1065				RNA-guided endonuclease TnpB family protein [Thiopseudomonas alkaliphila]
FHBDMOFE_00115	CDS	417				IS200/IS605 family transposase [Thiopseudomonas alkaliphila]
FHBDMOFE_00116	CDS	336				hypothetical protein [Thiopseudomonas alkaliphila]
FHBDMOFE_00117	tRNA	90				tRNA-Ser(gga)
FHBDMOFE_00118	CDS	393				hypothetical protein [Thiopseudomonas alkaliphila]
FHBDMOFE_00119	CDS	372				phage holin family protein [Thiopseudomonas alkaliphila]
FHBDMOFE_00120	CDS	315				hypothetical protein
FHBDMOFE_00121	CDS	3495				exodeoxyribonuclease V subunit gamma [Thiopseudomonas alkaliphila]
FHBDMOFE_00122	CDS	3741				exodeoxyribonuclease V subunit beta [Thiopseudomonas alkaliphila]
FHBDMOFE_00123	CDS	2076				exodeoxyribonuclease V subunit alpha [Thiopseudomonas alkaliphila]
FHBDMOFE_00124	CDS	321				heavy metal-binding domain-containing protein [Thiopseudomonas alkaliphila]
FHBDMOFE_00125	CDS	276				GNAT family N-acetyltransferase [Thiopseudomonas alkaliphila]
FHBDMOFE_00126	CDS	918				transaldolase [Thiopseudomonas alkaliphila]
FHBDMOFE_00127	CDS	948				folate-binding protein YgfZ [Thiopseudomonas alkaliphila]
FHBDMOFE_00128	CDS	270				succinate dehydrogenase assembly factor 2 [Thiopseudomonas alkaliphila]
FHBDMOFE_00129	CDS	1641				L-aspartate oxidase [Thiopseudomonas alkaliphila]
FHBDMOFE_00130	CDS	789				enoyl-CoA hydratase [Thiopseudomonas alkaliphila]
FHBDMOFE_00131	CDS	900				GNAT family N-acetyltransferase [Thiopseudomonas alkaliphila]
FHBDMOFE_00132	CDS	1431				PIG-L family deacetylase [Thiopseudomonas alkaliphila]
FHBDMOFE_00133	CDS	1374				sigma-54 dependent transcriptional regulator [Thiopseudomonas alkaliphila]
FHBDMOFE_00134	CDS	2988				sensor histidine kinase [Thiopseudomonas alkaliphila]
FHBDMOFE_00135	CDS	180				hypothetical protein
FHBDMOFE_00136	CDS	1413				dihydrolipoyl dehydrogenase [Thiopseudomonas alkaliphila]
FHBDMOFE_00137	CDS	582				RNA polymerase sigma factor RpoE [Thiopseudomonas alkaliphila]
FHBDMOFE_00138	CDS	615				sigma-E factor negative regulatory protein [Thiopseudomonas alkaliphila]
FHBDMOFE_00139	CDS	978				hypothetical protein
FHBDMOFE_00140	CDS	471				SoxR reducing system RseC family protein [Thiopseudomonas alkaliphila]
FHBDMOFE_00141	CDS	1416				DegQ family serine endoprotease [Thiopseudomonas alkaliphila]
FHBDMOFE_00142	CDS	1800				translation elongation factor 4 [Thiopseudomonas alkaliphila]
FHBDMOFE_00143	CDS	855				signal peptidase I [Thiopseudomonas alkaliphila]
FHBDMOFE_00144	CDS	696				ribonuclease III [Thiopseudomonas alkaliphila]
FHBDMOFE_00145	CDS	891				GTPase Era [Thiopseudomonas alkaliphila]
FHBDMOFE_00146	CDS	666				DNA repair protein RecO [Thiopseudomonas alkaliphila]
FHBDMOFE_00147	CDS	744				pyridoxine 5'-phosphate synthase [Thiopseudomonas alkaliphila]
FHBDMOFE_00148	CDS	651				TetR/AcrR family transcriptional regulator [Thiopseudomonas alkaliphila]
FHBDMOFE_00149	CDS	894				radical SAM protein [Thiopseudomonas alkaliphila]
FHBDMOFE_00150	CDS	594				hypothetical protein
FHBDMOFE_00151	CDS	939				ABC transporter ATP-binding protein [Thiopseudomonas alkaliphila]
FHBDMOFE_00152	CDS	780				ABC transporter permease [Thiopseudomonas alkaliphila]
FHBDMOFE_00153	CDS	663				C40 family peptidase [Thiopseudomonas alkaliphila]
FHBDMOFE_00154	CDS	519				C40 family peptidase [Thiopseudomonas alkaliphila]
FHBDMOFE_00155	CDS	1206				tryptophan synthase subunit beta [Thiopseudomonas alkaliphila]
FHBDMOFE_00156	CDS	366				hypothetical protein [Thiopseudomonas alkaliphila]
FHBDMOFE_00157	CDS	1338				HAMP domain-containing sensor histidine kinase [Thiopseudomonas alkaliphila]
FHBDMOFE_00158	CDS	513				hypothetical protein [Thiopseudomonas alkaliphila]
FHBDMOFE_00159	CDS	702				response regulator transcription factor [Thiopseudomonas alkaliphila]
FHBDMOFE_00160	CDS	297				YciI family protein [Thiopseudomonas alkaliphila]
FHBDMOFE_00161	CDS	642				septation protein A [Thiopseudomonas alkaliphila]
FHBDMOFE_00162	CDS	840				PHP domain-containing protein [Thiopseudomonas alkaliphila]
FHBDMOFE_00163	CDS	624				L-threonylcarbamoyladenylate synthase [Thiopseudomonas alkaliphila]
FHBDMOFE_00164	CDS	825				ScpA family protein [Thiopseudomonas alkaliphila]
FHBDMOFE_00165	CDS	741				SMC-Scp complex subunit ScpB [Thiopseudomonas alkaliphila]
FHBDMOFE_00166	CDS	1920				prolyl oligopeptidase family serine peptidase [Thiopseudomonas alkaliphila]
FHBDMOFE_00167	CDS	1155				pyrroloquinoline quinone biosynthesis protein PqqE [Thiopseudomonas alkaliphila]
FHBDMOFE_00168	CDS	279				pyrroloquinoline quinone biosynthesis peptide chaperone PqqD [Thiopseudomonas alkaliphila]
FHBDMOFE_00169	CDS	756				pyrroloquinoline-quinone synthase PqqC [Thiopseudomonas alkaliphila]
FHBDMOFE_00170	CDS	915				pyrroloquinoline quinone biosynthesis protein PqqB [Thiopseudomonas alkaliphila]
FHBDMOFE_00171	CDS	1521				aldehyde dehydrogenase [Thiopseudomonas alkaliphila]
FHBDMOFE_00172	CDS	936				quinoprotein relay system zinc metallohydrolase 1 [Thiopseudomonas alkaliphila]
FHBDMOFE_00173	CDS	765				quinoprotein dehydrogenase-associated SoxYZ-like carrier [Thiopseudomonas alkaliphila]
FHBDMOFE_00174	CDS	435				cytochrome c-550 PedF [Thiopseudomonas alkaliphila]
FHBDMOFE_00175	CDS	1857				quinoprotein ethanol dehydrogenase [Thiopseudomonas alkaliphila]
FHBDMOFE_00176	CDS	645				pentapeptide repeat-containing protein [Thiopseudomonas alkaliphila]
FHBDMOFE_00177	CDS	639				response regulator transcription factor [Thiopseudomonas alkaliphila]
FHBDMOFE_00178	CDS	555				rhodanese-like domain-containing protein [Thiopseudomonas alkaliphila]
FHBDMOFE_00179	CDS	660				response regulator transcription factor [Thiopseudomonas alkaliphila]
FHBDMOFE_00180	CDS	2631				PAS domain-containing hybrid sensor histidine kinase/response regulator [Thiopseudomonas alkaliphila]
FHBDMOFE_00181	CDS	1161				hypothetical protein
FHBDMOFE_00182	CDS	1179				porin [Thiopseudomonas alkaliphila]
FHBDMOFE_00183	CDS	1332				deoxyguanosinetriphosphate triphosphohydrolase [Thiopseudomonas alkaliphila]
FHBDMOFE_00184	CDS	906				ADP-ribosylglycohydrolase family protein [Thiopseudomonas alkaliphila]
FHBDMOFE_00185	CDS	837				DnaJ domain-containing protein [Thiopseudomonas alkaliphila]
FHBDMOFE_00186	CDS	954				5'-nucleotidase [Thiopseudomonas alkaliphila]
FHBDMOFE_00187	CDS	3393				AAA family ATPase [Thiopseudomonas alkaliphila]
FHBDMOFE_00188	CDS	1248				exonuclease subunit SbcD [Thiopseudomonas alkaliphila]
FHBDMOFE_00189	CDS	285				hypothetical protein [Thiopseudomonas alkaliphila]
FHBDMOFE_00190	CDS	1107				AI-2E family transporter [Thiopseudomonas alkaliphila]
FHBDMOFE_00191	CDS	777				hypothetical protein
FHBDMOFE_00192	CDS	660				hypothetical protein
FHBDMOFE_00193	CDS	876				alpha/beta fold hydrolase [Thiopseudomonas alkaliphila]
FHBDMOFE_00194	CDS	486				phosphohistidine phosphatase SixA [Thiopseudomonas alkaliphila]
FHBDMOFE_00195	CDS	330				hypothetical protein
FHBDMOFE_00196	CDS	1017				NAD(P)H-dependent glycerol-3-phosphate dehydrogenase [Thiopseudomonas alkaliphila]
FHBDMOFE_00197	CDS	1494				HAMP domain-containing histidine kinase [Thiopseudomonas alkaliphila]
FHBDMOFE_00198	CDS	630				transcriptional repressor LexA [Thiopseudomonas alkaliphila]
FHBDMOFE_00199	CDS	486				SulA-like leucine-rich domain-containing protein [Thiopseudomonas alkaliphila]
FHBDMOFE_00200	CDS	1485				glutamate--tRNA ligase [Thiopseudomonas alkaliphila]
FHBDMOFE_00201	CDS	1194				MFS transporter [Thiopseudomonas alkaliphila]
FHBDMOFE_00202	CDS	882				peptidoglycan DD-metalloendopeptidase family protein [Thiopseudomonas alkaliphila]
FHBDMOFE_00203	CDS	945				hypothetical protein
FHBDMOFE_00204	CDS	648				protein-L-isoaspartate(D-aspartate) O-methyltransferase [Thiopseudomonas alkaliphila]
FHBDMOFE_00205	CDS	750				5'/3'-nucleotidase SurE [Thiopseudomonas alkaliphila]
FHBDMOFE_00206	CDS	1047				tRNA pseudouridine(13) synthase TruD [Thiopseudomonas alkaliphila]
FHBDMOFE_00207	CDS	474				2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase [Thiopseudomonas alkaliphila]
FHBDMOFE_00208	CDS	1224				serine/threonine transporter SstT [Thiopseudomonas alkaliphila]
FHBDMOFE_00209	CDS	3681				translocation/assembly module TamB domain-containing protein [Thiopseudomonas alkaliphila]
FHBDMOFE_00210	CDS	1722				autotransporter assembly complex protein TamA [Thiopseudomonas alkaliphila]
FHBDMOFE_00211	CDS	816				exodeoxyribonuclease III [Thiopseudomonas alkaliphila]
FHBDMOFE_00212	CDS	918				bestrophin family ion channel [Thiopseudomonas alkaliphila]
FHBDMOFE_00213	CDS	2601				DNA mismatch repair protein MutS [Thiopseudomonas alkaliphila]
FHBDMOFE_00214	CDS	324				ferredoxin family protein [Thiopseudomonas alkaliphila]
FHBDMOFE_00215	CDS	258				hypothetical protein
FHBDMOFE_00216	CDS	780				hypothetical protein [Thiopseudomonas alkaliphila]
FHBDMOFE_00217	CDS	561				peptidylprolyl isomerase [Thiopseudomonas alkaliphila]
FHBDMOFE_00218	CDS	450				YcgN family cysteine cluster protein [Thiopseudomonas alkaliphila]
FHBDMOFE_00219	CDS	1308				tRNA lysidine(34) synthetase TilS [Thiopseudomonas alkaliphila]
FHBDMOFE_00220	CDS	951				acetyl-CoA carboxylase carboxyl transferase subunit alpha [Thiopseudomonas alkaliphila]
FHBDMOFE_00221	CDS	3516				DNA polymerase III subunit alpha [Thiopseudomonas alkaliphila]
FHBDMOFE_00222	CDS	678				DTW domain-containing protein [Thiopseudomonas alkaliphila]
FHBDMOFE_00223	CDS	516				3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabA [Thiopseudomonas alkaliphila]
FHBDMOFE_00224	CDS	1218				beta-ketoacyl-ACP synthase I [Thiopseudomonas alkaliphila]
FHBDMOFE_00225	CDS	657				bifunctional phosphoserine phosphatase/homoserine phosphotransferase ThrH [Thiopseudomonas alkaliphila]
FHBDMOFE_00226	CDS	402				hypothetical protein
FHBDMOFE_00227	CDS	693				energy-coupling factor ABC transporter permease [Thiopseudomonas alkaliphila]
FHBDMOFE_00228	CDS	1440				deoxyribodipyrimidine photo-lyase [Thiopseudomonas alkaliphila]
FHBDMOFE_00229	CDS	1065				RNA-guided endonuclease TnpB family protein [Thiopseudomonas alkaliphila]
FHBDMOFE_00230	CDS	345				IS200/IS605 family transposase [Thiopseudomonas alkaliphila]
FHBDMOFE_00231	CDS	1173				trypsin-like peptidase domain-containing protein [Thiopseudomonas alkaliphila]
FHBDMOFE_00232	CDS	759				Nif3-like dinuclear metal center hexameric protein [Thiopseudomonas alkaliphila]
FHBDMOFE_00233	CDS	513	ogt	2.1.1.63		Methylated-DNA--protein-cysteine methyltransferase
FHBDMOFE_00234	CDS	2340				penicillin-binding protein 1C [Thiopseudomonas alkaliphila]
FHBDMOFE_00235	CDS	780				peroxide stress protein YaaA [Thiopseudomonas alkaliphila]
FHBDMOFE_00236	CDS	1059				histidinol-phosphate transaminase [Thiopseudomonas alkaliphila]
FHBDMOFE_00237	CDS	1323				histidinol dehydrogenase [Thiopseudomonas alkaliphila]
FHBDMOFE_00238	CDS	636				ATP phosphoribosyltransferase [Thiopseudomonas alkaliphila]
FHBDMOFE_00239	CDS	1266				UDP-N-acetylglucosamine 1-carboxyvinyltransferase [Thiopseudomonas alkaliphila]
FHBDMOFE_00240	CDS	240				BolA/IbaG family iron-sulfur metabolism protein [Thiopseudomonas alkaliphila]
FHBDMOFE_00241	CDS	309				STAS domain-containing protein [Thiopseudomonas alkaliphila]
FHBDMOFE_00242	CDS	633				ABC transporter substrate-binding protein [Thiopseudomonas alkaliphila]
FHBDMOFE_00243	CDS	471				outer membrane lipid asymmetry maintenance protein MlaD [Thiopseudomonas alkaliphila]
FHBDMOFE_00244	CDS	798				lipid asymmetry maintenance ABC transporter permease subunit MlaE [Thiopseudomonas alkaliphila]
FHBDMOFE_00245	CDS	810				ABC transporter ATP-binding protein [Thiopseudomonas alkaliphila]
FHBDMOFE_00246	CDS	975				KpsF/GutQ family sugar-phosphate isomerase [Thiopseudomonas alkaliphila]
FHBDMOFE_00247	CDS	537				HAD hydrolase family protein [Thiopseudomonas alkaliphila]
FHBDMOFE_00248	CDS	588				LPS export ABC transporter periplasmic protein LptC [Thiopseudomonas alkaliphila]
FHBDMOFE_00249	CDS	522				lipopolysaccharide transport periplasmic protein LptA [Thiopseudomonas alkaliphila]
FHBDMOFE_00250	CDS	726				LPS export ABC transporter ATP-binding protein [Thiopseudomonas alkaliphila]
FHBDMOFE_00251	CDS	345				YajD family HNH nuclease [Thiopseudomonas alkaliphila]
FHBDMOFE_00252	CDS	654				DsbA family protein [Thiopseudomonas alkaliphila]
FHBDMOFE_00253	CDS	1791				ABC transporter ATP-binding protein [Thiopseudomonas alkaliphila]
FHBDMOFE_00254	tRNA	76				tRNA-Ala(ggc)
FHBDMOFE_00255	tRNA	76				tRNA-Glu(ttc)
FHBDMOFE_00256	CDS	777				TSUP family transporter [Thiopseudomonas alkaliphila]
FHBDMOFE_00257	CDS	861				NAD(+) diphosphatase [Thiopseudomonas alkaliphila]
FHBDMOFE_00258	CDS	813				crotonase/enoyl-CoA hydratase family protein [Thiopseudomonas alkaliphila]
FHBDMOFE_00259	CDS	1503				sodium/proton antiporter NhaB [Thiopseudomonas alkaliphila]
FHBDMOFE_00260	CDS	492				RidA family protein [Thiopseudomonas alkaliphila]
FHBDMOFE_00261	CDS	405				cytochrome c [Thiopseudomonas alkaliphila]
FHBDMOFE_00262	CDS	1605				NAD(P)/FAD-dependent oxidoreductase [Thiopseudomonas alkaliphila]
FHBDMOFE_00263	CDS	360				translation initiation factor Sui1 [Thiopseudomonas alkaliphila]
FHBDMOFE_00264	CDS	1485				sodium/proline symporter PutP [Thiopseudomonas alkaliphila]
FHBDMOFE_00265	CDS	1620				FMN-binding glutamate synthase family protein [Thiopseudomonas alkaliphila]
FHBDMOFE_00266	CDS	579				TMEM165/GDT1 family protein [Thiopseudomonas alkaliphila]
FHBDMOFE_00267	CDS	501				polyhydroxyalkanoate synthesis repressor PhaR [Thiopseudomonas alkaliphila]
FHBDMOFE_00268	CDS	1221				RNA-guided endonuclease TnpB family protein [Thiopseudomonas alkaliphila]
FHBDMOFE_00269	CDS	531	ybaK	4.2.-.-	COG2606	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK
FHBDMOFE_00270	CDS	774				hypothetical protein [Thiopseudomonas alkaliphila]
FHBDMOFE_00271	CDS	1074				linear amide C-N hydrolase [Thiopseudomonas alkaliphila]
FHBDMOFE_00272	CDS	681				hydrolase [Thiopseudomonas alkaliphila]
FHBDMOFE_00273	CDS	855				pirin family protein [Thiopseudomonas alkaliphila]
FHBDMOFE_00274	CDS	711				AzlC family ABC transporter permease [Thiopseudomonas alkaliphila]
FHBDMOFE_00275	CDS	318				AzlD domain-containing protein [Thiopseudomonas alkaliphila]
FHBDMOFE_00276	CDS	255				hypothetical protein [Thiopseudomonas alkaliphila]
FHBDMOFE_00277	CDS	312				multidrug efflux SMR transporter [Thiopseudomonas alkaliphila]
FHBDMOFE_00278	CDS	966				LysR substrate-binding domain-containing protein [Thiopseudomonas alkaliphila]
FHBDMOFE_00279	tRNA	85				tRNA-Leu(tag)
FHBDMOFE_00280	tRNA	76				tRNA-His(gtg)
FHBDMOFE_00281	tRNA	77				tRNA-Arg(tct)
FHBDMOFE_00282	CDS	858				bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase FolD [Thiopseudomonas alkaliphila]
FHBDMOFE_00283	CDS	654				MBL fold metallo-hydrolase [Thiopseudomonas alkaliphila]
FHBDMOFE_00284	CDS	4908				alpha-2-macroglobulin [Thiopseudomonas alkaliphila]
FHBDMOFE_00285	CDS	1659				nitrite/sulfite reductase [Thiopseudomonas alkaliphila]
FHBDMOFE_00286	CDS	525				hypothetical protein
FHBDMOFE_00287	CDS	1497				hypothetical protein
FHBDMOFE_00288	CDS	852				formyltetrahydrofolate deformylase [Thiopseudomonas alkaliphila]
FHBDMOFE_00289	CDS	735				VacJ family lipoprotein [Thiopseudomonas alkaliphila]
