locus_tag	ftype	length_bp	gene	EC_number	COG	product
AOANCADE_00035	CDS	1191				acetyl-CoA C-acyltransferase [Thiopseudomonas alkaliphila]
AOANCADE_00036	CDS	768				3-hydroxyacyl-CoA dehydrogenase [Thiopseudomonas alkaliphila]
AOANCADE_00037	CDS	1683				AMP-binding protein [Thiopseudomonas alkaliphila]
AOANCADE_00038	CDS	1026				AraC family transcriptional regulator [Thiopseudomonas alkaliphila]
AOANCADE_00039	CDS	894				LysR family transcriptional regulator [Thiopseudomonas alkaliphila]
AOANCADE_00040	CDS	1509				CoA-acylating methylmalonate-semialdehyde dehydrogenase [Thiopseudomonas alkaliphila]
AOANCADE_00041	CDS	888				3-hydroxyisobutyrate dehydrogenase [Thiopseudomonas alkaliphila]
AOANCADE_00042	CDS	1074				enoyl-CoA hydratase/isomerase family protein [Thiopseudomonas alkaliphila]
AOANCADE_00043	CDS	1152				acyl-CoA dehydrogenase family protein [Thiopseudomonas alkaliphila]
AOANCADE_00044	CDS	1641				chaperonin GroEL [Thiopseudomonas alkaliphila]
AOANCADE_00045	CDS	294				co-chaperone GroES [Thiopseudomonas alkaliphila]
AOANCADE_00046	CDS	507				membrane protein FxsA [Thiopseudomonas alkaliphila]
AOANCADE_00047	CDS	1506				AmpG family muropeptide MFS transporter [Thiopseudomonas alkaliphila]
AOANCADE_00048	CDS	339				MGMT family protein [Thiopseudomonas alkaliphila]
AOANCADE_00049	CDS	1026				hypothetical protein
AOANCADE_00050	CDS	930				FAD-binding protein [Thiopseudomonas alkaliphila]
AOANCADE_00051	CDS	750				electron transfer flavoprotein subunit beta/FixA family protein [Thiopseudomonas alkaliphila]
AOANCADE_00052	CDS	1638				electron transfer flavoprotein-ubiquinone oxidoreductase [Thiopseudomonas alkaliphila]
AOANCADE_00053	CDS	567				NAD(P)H-dependent oxidoreductase [Thiopseudomonas alkaliphila]
AOANCADE_00054	CDS	1566				glutamine-hydrolyzing GMP synthase [Thiopseudomonas alkaliphila]
AOANCADE_00055	CDS	1473				IMP dehydrogenase [Thiopseudomonas alkaliphila]
AOANCADE_00056	CDS	453				ClpXP protease specificity-enhancing factor [Thiopseudomonas alkaliphila]
AOANCADE_00057	CDS	621				hypothetical protein
AOANCADE_00058	CDS	786				cytochrome c1 [Thiopseudomonas alkaliphila]
AOANCADE_00059	CDS	1212				cytochrome bc complex cytochrome b subunit [Thiopseudomonas alkaliphila]
AOANCADE_00060	CDS	594				ubiquinol-cytochrome c reductase iron-sulfur subunit [Thiopseudomonas alkaliphila]
AOANCADE_00061	CDS	393				30S ribosomal protein S9 [Thiopseudomonas alkaliphila]
AOANCADE_00062	CDS	429				50S ribosomal protein L13 [Thiopseudomonas alkaliphila]
AOANCADE_00063	CDS	1710				C4-dicarboxylic acid transporter DauA [Thiopseudomonas alkaliphila]
AOANCADE_00064	CDS	558				hypoxanthine-guanine phosphoribosyltransferase [Thiopseudomonas alkaliphila]
AOANCADE_00065	CDS	639				uracil phosphoribosyltransferase [Thiopseudomonas alkaliphila]
AOANCADE_00066	CDS	1266				uracil-xanthine permease family protein [Thiopseudomonas alkaliphila]
AOANCADE_00067	CDS	1884				phosphomethylpyrimidine synthase ThiC [Thiopseudomonas alkaliphila]
AOANCADE_00068	CDS	1455				TolC family outer membrane protein [Thiopseudomonas alkaliphila]
AOANCADE_00069	CDS	984				PhoH family protein [Thiopseudomonas alkaliphila]
AOANCADE_00070	CDS	480				rRNA maturation RNase YbeY [Thiopseudomonas alkaliphila]
AOANCADE_00071	CDS	846				HlyC/CorC family transporter [Thiopseudomonas alkaliphila]
AOANCADE_00072	CDS	1527				apolipoprotein N-acyltransferase [Thiopseudomonas alkaliphila]
AOANCADE_00073	CDS	222				hypothetical protein [Thiopseudomonas alkaliphila]
AOANCADE_00074	CDS	375				hypothetical protein
AOANCADE_00075	CDS	936				AEC family transporter [Thiopseudomonas alkaliphila]
AOANCADE_00076	CDS	690				HAD-IA family hydrolase [Thiopseudomonas alkaliphila]
AOANCADE_00077	CDS	903				tyrosine recombinase XerC [Thiopseudomonas alkaliphila]
AOANCADE_00078	CDS	666				hypothetical protein
AOANCADE_00079	CDS	765				hypothetical protein [Thiopseudomonas alkaliphila]
AOANCADE_00080	CDS	1251				diaminopimelate decarboxylase [Thiopseudomonas alkaliphila]
AOANCADE_00081	CDS	141				lipoprotein [Thiopseudomonas alkaliphila]
AOANCADE_00082	CDS	333				iron donor protein CyaY [Thiopseudomonas alkaliphila]
AOANCADE_00083	CDS	408				nucleoside diphosphate kinase regulator [Thiopseudomonas alkaliphila]
AOANCADE_00084	CDS	432				thioredoxin TrxC [Thiopseudomonas alkaliphila]
AOANCADE_00085	CDS	513				GspH/FimT family pseudopilin [Thiopseudomonas alkaliphila]
AOANCADE_00086	CDS	1293				polynucleotide adenylyltransferase PcnB [Thiopseudomonas alkaliphila]
AOANCADE_00087	CDS	525				2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase [Thiopseudomonas alkaliphila]
AOANCADE_00088	CDS	801				3-methyl-2-oxobutanoate hydroxymethyltransferase [Thiopseudomonas alkaliphila]
AOANCADE_00089	CDS	849				pantoate--beta-alanine ligase [Thiopseudomonas alkaliphila]
AOANCADE_00090	CDS	381				aspartate 1-decarboxylase [Thiopseudomonas alkaliphila]
AOANCADE_00091	CDS	1662				glucose-6-phosphate isomerase [Thiopseudomonas alkaliphila]
AOANCADE_00092	CDS	1179				acetyl-CoA C-acetyltransferase [Thiopseudomonas alkaliphila]
AOANCADE_00093	CDS	441				YtoQ family protein [Thiopseudomonas alkaliphila]
AOANCADE_00094	CDS	411				META domain-containing protein [Thiopseudomonas alkaliphila]
AOANCADE_00095	CDS	1290				M18 family aminopeptidase [Thiopseudomonas alkaliphila]
AOANCADE_00096	CDS	450				YaiI/YqxD family protein [Thiopseudomonas alkaliphila]
AOANCADE_00097	CDS	714				DNA/RNA nuclease SfsA [Thiopseudomonas alkaliphila]
AOANCADE_00098	CDS	1176				pyridoxal phosphate-dependent aminotransferase [Thiopseudomonas alkaliphila]
AOANCADE_00099	CDS	438				hypothetical protein [Thiopseudomonas alkaliphila]
AOANCADE_00100	CDS	564				GTP cyclohydrolase II [Thiopseudomonas alkaliphila]
AOANCADE_00101	CDS	1371				DNA repair protein RadA [Thiopseudomonas alkaliphila]
AOANCADE_00102	CDS	228				hypothetical protein [Thiopseudomonas alkaliphila]
AOANCADE_00103	CDS	621				FKBP-type peptidyl-prolyl cis-trans isomerase [Thiopseudomonas alkaliphila]
AOANCADE_00104	CDS	450				DMT family transporter [Thiopseudomonas alkaliphila]
AOANCADE_00105	CDS	447				type II 3-dehydroquinate dehydratase [Thiopseudomonas alkaliphila]
AOANCADE_00106	CDS	465				acetyl-CoA carboxylase biotin carboxyl carrier protein [Thiopseudomonas alkaliphila]
AOANCADE_00107	CDS	1350				acetyl-CoA carboxylase biotin carboxylase subunit [Thiopseudomonas alkaliphila]
AOANCADE_00108	CDS	1854				DNA mismatch repair endonuclease MutL [Thiopseudomonas alkaliphila]
AOANCADE_00109	CDS	1449				N-acetylmuramoyl-L-alanine amidase [Thiopseudomonas alkaliphila]
AOANCADE_00110	CDS	486				tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex ATPase subunit type 1 TsaE [Thiopseudomonas alkaliphila]
AOANCADE_00111	CDS	1065				tRNA epoxyqueuosine(34) reductase QueG [Thiopseudomonas alkaliphila]
AOANCADE_00112	CDS	540				oligoribonuclease [Thiopseudomonas alkaliphila]
AOANCADE_00113	CDS	1029				small ribosomal subunit biogenesis GTPase RsgA [Thiopseudomonas alkaliphila]
AOANCADE_00114	CDS	873				archaetidylserine decarboxylase [Thiopseudomonas alkaliphila]
AOANCADE_00115	CDS	93				hypothetical protein
AOANCADE_00116	CDS	666				IS3 family transposase [Thiopseudomonas alkaliphila]
AOANCADE_00117	CDS	309				IS3 family transposase [Thiopseudomonas alkaliphila]
AOANCADE_00118	CDS	531				ATP-dependent protease subunit HslV [Thiopseudomonas alkaliphila]
AOANCADE_00119	CDS	1350				ATP-dependent protease ATPase subunit HslU [Thiopseudomonas alkaliphila]
AOANCADE_00120	CDS	372				hypothetical protein
AOANCADE_00121	CDS	771				bifunctional demethylmenaquinone methyltransferase/2-methoxy-6-polyprenyl-1,4-benzoquinol methylase UbiE [Thiopseudomonas alkaliphila]
AOANCADE_00122	CDS	618				SCP2 sterol-binding domain-containing protein [Thiopseudomonas alkaliphila]
AOANCADE_00123	CDS	1587				ubiquinone biosynthesis regulatory protein kinase UbiB [Thiopseudomonas alkaliphila]
AOANCADE_00124	CDS	420				phosphoribosyl-AMP cyclohydrolase [Thiopseudomonas alkaliphila]
AOANCADE_00125	CDS	336				phosphoribosyl-ATP diphosphatase [Thiopseudomonas alkaliphila]
AOANCADE_00126	CDS	234				twin-arginine translocase TatA/TatE family subunit [Thiopseudomonas alkaliphila]
AOANCADE_00127	CDS	435				Sec-independent protein translocase protein TatB [Thiopseudomonas alkaliphila]
AOANCADE_00128	CDS	840				twin-arginine translocase subunit TatC [Thiopseudomonas alkaliphila]
AOANCADE_00129	CDS	708				16S rRNA (uracil(1498)-N(3))-methyltransferase [Thiopseudomonas alkaliphila]
AOANCADE_00130	CDS	450				Cd(II)/Pb(II)-responsive transcriptional regulator [Thiopseudomonas alkaliphila]
AOANCADE_00131	CDS	2184				heavy metal translocating P-type ATPase [Thiopseudomonas alkaliphila]
AOANCADE_00132	CDS	2481				ATP-binding protein [Thiopseudomonas alkaliphila]
AOANCADE_00133	CDS	468				hypothetical protein
AOANCADE_00134	CDS	1269				ABC transporter permease [Thiopseudomonas alkaliphila]
AOANCADE_00135	CDS	708				ABC transporter ATP-binding protein [Thiopseudomonas alkaliphila]
AOANCADE_00136	CDS	564				hypothetical protein
AOANCADE_00137	CDS	1338				NADP-specific glutamate dehydrogenase [Thiopseudomonas alkaliphila]
AOANCADE_00138	CDS	660				oxygen-insensitive NAD(P)H-dependent nitroreductase NfsB [Thiopseudomonas alkaliphila]
AOANCADE_00139	CDS	1035				ferrochelatase [Thiopseudomonas alkaliphila]
AOANCADE_00140	CDS	1347				MATE family efflux transporter [Thiopseudomonas alkaliphila]
AOANCADE_00141	CDS	870				thioredoxin [Thiopseudomonas alkaliphila]
AOANCADE_00142	CDS	1017				class I SAM-dependent methyltransferase [Thiopseudomonas alkaliphila]
AOANCADE_00143	CDS	849				carboxylating nicotinate-nucleotide diphosphorylase [Thiopseudomonas alkaliphila]
AOANCADE_00144	CDS	270				hypothetical protein
AOANCADE_00145	CDS	2268				ribonucleoside-diphosphate reductase subunit alpha [Thiopseudomonas alkaliphila]
AOANCADE_00146	CDS	1050				ribonucleotide-diphosphate reductase subunit beta [Thiopseudomonas alkaliphila]
AOANCADE_00147	CDS	270				class I ribonucleotide reductase maintenance protein YfaE [Thiopseudomonas alkaliphila]
AOANCADE_00148	CDS	546				hypothetical protein
AOANCADE_00149	CDS	459				tRNA (cytidine(34)-2'-O)-methyltransferase [Thiopseudomonas alkaliphila]
AOANCADE_00150	CDS	951				NAD(P)H-quinone oxidoreductase [Thiopseudomonas alkaliphila]
AOANCADE_00151	CDS	2142				carboxy terminal-processing peptidase [Thiopseudomonas alkaliphila]
AOANCADE_00152	CDS	471				hypothetical protein [Thiopseudomonas alkaliphila]
AOANCADE_00153	CDS	366				hypothetical protein [Thiopseudomonas alkaliphila]
AOANCADE_00154	CDS	336				helix-turn-helix transcriptional regulator [Thiopseudomonas alkaliphila]
AOANCADE_00155	CDS	753				FKBP-type peptidyl-prolyl cis-trans isomerase [Thiopseudomonas alkaliphila]
AOANCADE_00156	tRNA	76				tRNA-Val(tac)
AOANCADE_00157	tRNA	77				tRNA-Asp(gtc)
AOANCADE_00158	tRNA	76				tRNA-Val(tac)
AOANCADE_00159	CDS	921				recombination-associated protein RdgC [Thiopseudomonas alkaliphila]
AOANCADE_00160	CDS	1296				adenylosuccinate synthase [Thiopseudomonas alkaliphila]
AOANCADE_00161	CDS	1185				ATP phosphoribosyltransferase regulatory subunit [Thiopseudomonas alkaliphila]
AOANCADE_00162	CDS	870				protease modulator HflC [Thiopseudomonas alkaliphila]
AOANCADE_00163	CDS	1197				FtsH protease activity modulator HflK [Thiopseudomonas alkaliphila]
AOANCADE_00164	CDS	1305				GTPase HflX [Thiopseudomonas alkaliphila]
AOANCADE_00165	CDS	243				RNA chaperone Hfq [Thiopseudomonas alkaliphila]
AOANCADE_00166	CDS	945				tRNA (adenosine(37)-N6)-dimethylallyltransferase MiaA [Thiopseudomonas alkaliphila]
AOANCADE_00167	CDS	579				YajG family lipoprotein [Thiopseudomonas alkaliphila]
AOANCADE_00168	CDS	1491				malate dehydrogenase (quinone) [Thiopseudomonas alkaliphila]
AOANCADE_00169	CDS	759				SDR family oxidoreductase [Thiopseudomonas alkaliphila]
AOANCADE_00170	CDS	1620				NAD+ synthase [Thiopseudomonas alkaliphila]
AOANCADE_00171	CDS	738				NAD-dependent deacylase [Thiopseudomonas alkaliphila]
AOANCADE_00172	CDS	897				c-type cytochrome [Thiopseudomonas alkaliphila]
AOANCADE_00173	CDS	1404				cytochrome c [Thiopseudomonas alkaliphila]
AOANCADE_00174	CDS	1215				tyrosine transporter TyrP [Thiopseudomonas alkaliphila]
AOANCADE_00175	CDS	1506				lysine--tRNA ligase [Thiopseudomonas alkaliphila]
AOANCADE_00176	CDS	867				peptide chain release factor 2 [Thiopseudomonas alkaliphila]
AOANCADE_00177	CDS	405				type IV pilin protein [Thiopseudomonas alkaliphila]
AOANCADE_00178	CDS	1476				hypothetical protein [Thiopseudomonas alkaliphila]
AOANCADE_00179	CDS	561				hypothetical protein [Thiopseudomonas alkaliphila]
AOANCADE_00180	CDS	711				hypothetical protein [Thiopseudomonas alkaliphila]
AOANCADE_00181	CDS	531				type IV pilus modification protein PilV [Thiopseudomonas alkaliphila]
AOANCADE_00182	CDS	1119				glutamate 5-kinase [Thiopseudomonas alkaliphila]
AOANCADE_00183	CDS	1224				GTPase ObgE [Thiopseudomonas alkaliphila]
AOANCADE_00184	CDS	258				50S ribosomal protein L27 [Thiopseudomonas alkaliphila]
AOANCADE_00185	CDS	312				50S ribosomal protein L21 [Thiopseudomonas alkaliphila]
AOANCADE_00186	CDS	969				polyprenyl synthetase family protein [Thiopseudomonas alkaliphila]
AOANCADE_00187	CDS	420				large-conductance mechanosensitive channel protein MscL [Thiopseudomonas alkaliphila]
AOANCADE_00188	CDS	1059				quinolinate synthase NadA [Thiopseudomonas alkaliphila]
AOANCADE_00189	tRNA	75				tRNA-Lys(ttt)
AOANCADE_00190	CDS	762				tol-pal system protein YbgF [Thiopseudomonas alkaliphila]
AOANCADE_00191	CDS	513				peptidoglycan-associated lipoprotein Pal [Thiopseudomonas alkaliphila]
AOANCADE_00192	CDS	1296				Tol-Pal system beta propeller repeat protein TolB [Thiopseudomonas alkaliphila]
AOANCADE_00193	CDS	1149				cell envelope integrity protein TolA [Thiopseudomonas alkaliphila]
AOANCADE_00194	CDS	453				protein TolR [Thiopseudomonas alkaliphila]
AOANCADE_00195	CDS	705				protein TolQ [Thiopseudomonas alkaliphila]
AOANCADE_00196	CDS	453				tol-pal system-associated acyl-CoA thioesterase [Thiopseudomonas alkaliphila]
AOANCADE_00197	CDS	1038				Holliday junction branch migration DNA helicase RuvB [Thiopseudomonas alkaliphila]
AOANCADE_00198	CDS	603				Holliday junction branch migration protein RuvA [Thiopseudomonas alkaliphila]
AOANCADE_00199	CDS	525				crossover junction endodeoxyribonuclease RuvC [Thiopseudomonas alkaliphila]
AOANCADE_00200	CDS	744				YebC/PmpR family DNA-binding transcriptional regulator [Thiopseudomonas alkaliphila]
AOANCADE_00201	CDS	1776				aspartate--tRNA ligase [Thiopseudomonas alkaliphila]
AOANCADE_00202	CDS	597				cold-shock protein [Thiopseudomonas alkaliphila]
AOANCADE_00203	CDS	1290				Glu/Leu/Phe/Val dehydrogenase [Thiopseudomonas alkaliphila]
AOANCADE_00204	CDS	342				hypothetical protein [Thiopseudomonas alkaliphila]
AOANCADE_00205	CDS	2850				valine--tRNA ligase [Thiopseudomonas alkaliphila]
AOANCADE_00206	CDS	978				ABC transporter substrate-binding protein [Thiopseudomonas alkaliphila]
AOANCADE_00207	CDS	888				ABC transporter permease [Thiopseudomonas alkaliphila]
AOANCADE_00208	CDS	795				ABC transporter ATP-binding protein [Thiopseudomonas alkaliphila]
AOANCADE_00209	CDS	1830				SLC13 family permease [Thiopseudomonas alkaliphila]
AOANCADE_00210	CDS	942				23S rRNA (adenine(1618)-N(6))-methyltransferase RlmF [Thiopseudomonas alkaliphila]
AOANCADE_00211	CDS	189				DNA gyrase inhibitor YacG [Thiopseudomonas alkaliphila]
AOANCADE_00212	CDS	615				dephospho-CoA kinase [Thiopseudomonas alkaliphila]
AOANCADE_00213	CDS	804				indole-3-glycerol phosphate synthase TrpC [Thiopseudomonas alkaliphila]
AOANCADE_00214	CDS	1017				anthranilate phosphoribosyltransferase [Thiopseudomonas alkaliphila]
AOANCADE_00215	CDS	597				aminodeoxychorismate/anthranilate synthase component II [Thiopseudomonas alkaliphila]
AOANCADE_00216	CDS	987				diaminopimelate dehydrogenase [Thiopseudomonas alkaliphila]
AOANCADE_00217	CDS	1479				anthranilate synthase component I [Thiopseudomonas alkaliphila]
AOANCADE_00218	CDS	636				phosphoglycolate phosphatase [Thiopseudomonas alkaliphila]
AOANCADE_00219	CDS	672				ribulose-phosphate 3-epimerase [Thiopseudomonas alkaliphila]
AOANCADE_00220	CDS	516				hypothetical protein
AOANCADE_00221	CDS	246				GlsB/YeaQ/YmgE family stress response membrane protein [Thiopseudomonas alkaliphila]
AOANCADE_00222	CDS	1083				5-(carboxyamino)imidazole ribonucleotide synthase [Thiopseudomonas alkaliphila]
AOANCADE_00223	CDS	492				5-(carboxyamino)imidazole ribonucleotide mutase [Thiopseudomonas alkaliphila]
AOANCADE_00224	CDS	633				flavin prenyltransferase UbiX [Thiopseudomonas alkaliphila]
AOANCADE_00225	CDS	1356				UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase [Thiopseudomonas alkaliphila]
AOANCADE_00226	CDS	450				GNAT family N-acetyltransferase [Thiopseudomonas alkaliphila]
AOANCADE_00227	CDS	528				inorganic diphosphatase [Thiopseudomonas alkaliphila]
AOANCADE_00228	CDS	246				exodeoxyribonuclease VII small subunit [Thiopseudomonas alkaliphila]
AOANCADE_00229	CDS	894				(2E,6E)-farnesyl diphosphate synthase [Thiopseudomonas alkaliphila]
AOANCADE_00230	tRNA	75				tRNA-Lys(ttt)
AOANCADE_00231	tRNA	77				tRNA-Pro(tgg)
AOANCADE_00232	tRNA	76				tRNA-Asn(gtt)
AOANCADE_00233	CDS	372				hypothetical protein
AOANCADE_00234	CDS	222				hypothetical protein
AOANCADE_00235	CDS	1383				ATP-dependent RNA helicase DbpA [Thiopseudomonas alkaliphila]
AOANCADE_00236	CDS	1017				EF-P beta-lysylation protein EpmB [Thiopseudomonas alkaliphila]
AOANCADE_00237	CDS	567				elongation factor P [Thiopseudomonas alkaliphila]
AOANCADE_00238	CDS	927				EF-P lysine aminoacylase EpmA [Thiopseudomonas alkaliphila]
AOANCADE_00239	CDS	2808				FAD-binding and (Fe-S)-binding domain-containing protein [Thiopseudomonas alkaliphila]
AOANCADE_00240	CDS	462				MaoC family dehydratase [Thiopseudomonas alkaliphila]
AOANCADE_00241	CDS	1197				PLP-dependent aminotransferase family protein [Thiopseudomonas alkaliphila]
AOANCADE_00242	CDS	453				OsmC family protein [Thiopseudomonas alkaliphila]
AOANCADE_00243	CDS	1641				dihydrolipoyllysine-residue acetyltransferase [Thiopseudomonas alkaliphila]
AOANCADE_00244	CDS	2655				pyruvate dehydrogenase (acetyl-transferring), homodimeric type [Thiopseudomonas alkaliphila]
AOANCADE_00245	CDS	2925				bifunctional [glutamate--ammonia ligase]-adenylyl-L-tyrosine phosphorylase/[glutamate--ammonia-ligase] adenylyltransferase[Thiopseudomonas alkaliphila]
AOANCADE_00246	CDS	585				tetratricopeptide repeat protein [Thiopseudomonas alkaliphila]
AOANCADE_00247	CDS	654				DnaJ domain-containing protein [Thiopseudomonas alkaliphila]
AOANCADE_00248	CDS	669				nucleotidyltransferase family protein [Thiopseudomonas alkaliphila]
AOANCADE_00249	CDS	1023				phosphotransferase [Thiopseudomonas alkaliphila]
AOANCADE_00250	CDS	2787				LPS-assembly protein LptD [Thiopseudomonas alkaliphila]
AOANCADE_00251	CDS	1317				peptidylprolyl isomerase [Thiopseudomonas alkaliphila]
AOANCADE_00252	CDS	990				4-hydroxythreonine-4-phosphate dehydrogenase PdxA [Thiopseudomonas alkaliphila]
AOANCADE_00253	CDS	888				lysophospholipid acyltransferase [Thiopseudomonas alkaliphila]
AOANCADE_00254	CDS	1107				ABC transporter permease [Thiopseudomonas alkaliphila]
AOANCADE_00255	CDS	2751				ribosome-associated ATPase/putative transporter RbbA [Thiopseudomonas alkaliphila]
AOANCADE_00256	CDS	966				HlyD family efflux transporter periplasmic adaptor subunit [Thiopseudomonas alkaliphila]
AOANCADE_00257	CDS	147				hypothetical protein [Thiopseudomonas alkaliphila]
AOANCADE_00258	CDS	612				5-formyltetrahydrofolate cyclo-ligase [Thiopseudomonas alkaliphila]
AOANCADE_00259	CDS	321				cell division protein ZapA [Thiopseudomonas alkaliphila]
AOANCADE_00260	CDS	195				hypothetical protein [Thiopseudomonas alkaliphila]
AOANCADE_00261	CDS	567				hypothetical protein
AOANCADE_00262	CDS	1317				Xaa-Pro aminopeptidase [Thiopseudomonas alkaliphila]
AOANCADE_00263	CDS	1212				2-octaprenyl-6-methoxyphenyl hydroxylase [Thiopseudomonas alkaliphila]
AOANCADE_00264	CDS	507				hypothetical protein
AOANCADE_00265	CDS	1230				FAD-dependent monooxygenase [Thiopseudomonas alkaliphila]
AOANCADE_00266	CDS	1005				Fe(3+) ABC transporter substrate-binding protein [Thiopseudomonas alkaliphila]
AOANCADE_00267	CDS	345				hypothetical protein [Thiopseudomonas alkaliphila]
AOANCADE_00268	CDS	369				ribonuclease [Thiopseudomonas alkaliphila]
AOANCADE_00269	CDS	339				barstar family protein [Thiopseudomonas alkaliphila]
AOANCADE_00270	CDS	1218				phosphoserine phosphatase SerB [Thiopseudomonas alkaliphila]
AOANCADE_00271	CDS	759				ABC-type transport auxiliary lipoprotein family protein [Thiopseudomonas alkaliphila]
AOANCADE_00272	CDS	960				MlaD family protein [Thiopseudomonas alkaliphila]
AOANCADE_00273	CDS	768				ATP-binding cassette domain-containing protein [Thiopseudomonas alkaliphila]
AOANCADE_00274	CDS	1125				MlaE family lipid ABC transporter permease subunit [Thiopseudomonas alkaliphila]
AOANCADE_00275	CDS	2262				DNA topoisomerase IV subunit A [Thiopseudomonas alkaliphila]
AOANCADE_00276	CDS	987				esterase-like activity of phytase family protein [Thiopseudomonas alkaliphila]
AOANCADE_00277	CDS	1794				DNA topoisomerase (ATP-hydrolyzing) subunit B [Thiopseudomonas alkaliphila]
AOANCADE_00278	CDS	582				hypothetical protein [Thiopseudomonas alkaliphila]
AOANCADE_00279	CDS	813				3',5'-cyclic-AMP phosphodiesterase [Thiopseudomonas alkaliphila]
AOANCADE_00280	CDS	729				peptidoglycan editing factor PgeF [Thiopseudomonas alkaliphila]
AOANCADE_00281	CDS	972				23S rRNA pseudouridine(1911/1915/1917) synthase RluD [Thiopseudomonas alkaliphila]
AOANCADE_00282	CDS	987				outer membrane protein assembly factor BamD [Thiopseudomonas alkaliphila]
AOANCADE_00283	CDS	483				peptidylprolyl isomerase [Thiopseudomonas alkaliphila]
AOANCADE_00284	CDS	1188				acetate kinase [Thiopseudomonas alkaliphila]
AOANCADE_00285	CDS	2085				phosphate acetyltransferase [Thiopseudomonas alkaliphila]
AOANCADE_00286	CDS	915				acyltransferase [Thiopseudomonas alkaliphila]
AOANCADE_00287	CDS	1524				fumarate hydratase [Thiopseudomonas alkaliphila]
AOANCADE_00288	CDS	498				RDD family protein [Thiopseudomonas alkaliphila]
AOANCADE_00289	CDS	333				YqcC family protein [Thiopseudomonas alkaliphila]
AOANCADE_00290	CDS	705				tetratricopeptide repeat protein [Thiopseudomonas alkaliphila]
AOANCADE_00291	CDS	2331				penicillin-binding protein 1B [Thiopseudomonas alkaliphila]
AOANCADE_00292	CDS	1563				bifunctional aminoglycoside phosphotransferase/ATP-binding protein [Thiopseudomonas alkaliphila]
AOANCADE_00293	CDS	621				NUDIX domain-containing protein [Thiopseudomonas alkaliphila]
AOANCADE_00294	CDS	732				hypothetical protein
AOANCADE_00295	CDS	1818				translational GTPase TypA [Thiopseudomonas alkaliphila]
AOANCADE_00296	CDS	1467				tRNA 4-thiouridine(8) synthase ThiI [Thiopseudomonas alkaliphila]
AOANCADE_00297	CDS	1404				type I glutamate--ammonia ligase [Thiopseudomonas alkaliphila]
