locus_tag	ftype	length_bp	gene	EC_number	COG	product
KNEOLPGH_00072	CDS	1008				sulfate ABC transporter substrate-binding protein [Thiopseudomonas alkaliphila]
KNEOLPGH_00073	CDS	1293				NCS2 family permease [Thiopseudomonas alkaliphila]
KNEOLPGH_00074	CDS	561				superoxide dismutase family protein [Thiopseudomonas alkaliphila]
KNEOLPGH_00075	CDS	879				LysR family transcriptional regulator [Thiopseudomonas alkaliphila]
KNEOLPGH_00076	CDS	1425				3-isopropylmalate dehydratase large subunit [Thiopseudomonas alkaliphila]
KNEOLPGH_00077	CDS	648				3-isopropylmalate dehydratase small subunit [Thiopseudomonas alkaliphila]
KNEOLPGH_00078	CDS	1083				3-isopropylmalate dehydrogenase [Thiopseudomonas alkaliphila]
KNEOLPGH_00079	CDS	1113				aspartate-semialdehyde dehydrogenase [Thiopseudomonas alkaliphila]
KNEOLPGH_00080	CDS	1140				cation diffusion facilitator family transporter [Thiopseudomonas alkaliphila]
KNEOLPGH_00081	CDS	387				MliC family protein [Thiopseudomonas alkaliphila]
KNEOLPGH_00082	CDS	837				mechanosensitive ion channel [Thiopseudomonas alkaliphila]
KNEOLPGH_00083	CDS	606				cytochrome c biogenesis heme-transporting ATPase CcmA [Thiopseudomonas alkaliphila]
KNEOLPGH_00084	CDS	669				heme exporter protein CcmB [Thiopseudomonas alkaliphila]
KNEOLPGH_00085	CDS	750				heme ABC transporter permease [Thiopseudomonas alkaliphila]
KNEOLPGH_00086	CDS	177				heme exporter protein CcmD [Thiopseudomonas alkaliphila]
KNEOLPGH_00087	CDS	504				cytochrome c maturation protein CcmE [Thiopseudomonas alkaliphila]
KNEOLPGH_00088	CDS	1995				heme lyase CcmF/NrfE family subunit [Thiopseudomonas alkaliphila]
KNEOLPGH_00089	CDS	540				DsbE family thiol:disulfide interchange protein [Thiopseudomonas alkaliphila]
KNEOLPGH_00090	CDS	501				cytochrome c-type biogenesis protein CcmH [Thiopseudomonas alkaliphila]
KNEOLPGH_00091	CDS	1245				c-type cytochrome biogenesis protein CcmI [Thiopseudomonas alkaliphila]
KNEOLPGH_00092	CDS	960				putative 2-dehydropantoate 2-reductase [Thiopseudomonas alkaliphila]
KNEOLPGH_00093	CDS	624				OmpA family protein [Thiopseudomonas alkaliphila]
KNEOLPGH_00094	CDS	654				pyridoxamine 5'-phosphate oxidase [Thiopseudomonas alkaliphila]
KNEOLPGH_00095	CDS	261				hypothetical protein [Thiopseudomonas alkaliphila]
KNEOLPGH_00096	CDS	462				hypothetical protein [Thiopseudomonas alkaliphila]
KNEOLPGH_00097	CDS	921				universal stress protein [Thiopseudomonas alkaliphila]
KNEOLPGH_00098	CDS	951				rhodanese-like domain-containing protein [Thiopseudomonas alkaliphila]
KNEOLPGH_00099	CDS	1092				YeeE/YedE family protein [Thiopseudomonas alkaliphila]
KNEOLPGH_00100	CDS	168				hypothetical protein
KNEOLPGH_00101	CDS	270				hypothetical protein
KNEOLPGH_00102	CDS	3696				methionine synthase [Thiopseudomonas alkaliphila]
KNEOLPGH_00103	CDS	2292				fatty acid cis/trans isomerase [Thiopseudomonas alkaliphila]
KNEOLPGH_00104	CDS	249				glutaredoxin family protein [Thiopseudomonas alkaliphila]
KNEOLPGH_00105	CDS	774				ferredoxin--NADP reductase [Thiopseudomonas alkaliphila]
KNEOLPGH_00106	CDS	2376				insulinase family protein [Thiopseudomonas alkaliphila]
KNEOLPGH_00107	CDS	2175				bifunctional 23S rRNA (guanine(2069)-N(7))-methyltransferase RlmK/23S rRNA (guanine(2445)-N(2))-methyltransferase RlmL [Thiopseudomonas alkaliphila]
KNEOLPGH_00108	CDS	1134				pseudouridine synthase [Thiopseudomonas alkaliphila]
KNEOLPGH_00109	CDS	2331				membrane-bound PQQ-dependent dehydrogenase, glucose/quinate/shikimate family [Thiopseudomonas alkaliphila]
KNEOLPGH_00110	CDS	2610				bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase [Thiopseudomonas alkaliphila]
KNEOLPGH_00111	CDS	705				4'-phosphopantetheinyl transferase superfamily protein [Thiopseudomonas alkaliphila]
KNEOLPGH_00112	CDS	942				tRNA dihydrouridine(20/20a) synthase DusA [Thiopseudomonas alkaliphila]
KNEOLPGH_00113	CDS	1065				transposase [Thiopseudomonas alkaliphila]
KNEOLPGH_00114	CDS	279				IS200/IS605 family transposase [Thiopseudomonas alkaliphila]
KNEOLPGH_00115	CDS	471				hypothetical protein [Thiopseudomonas alkaliphila]
KNEOLPGH_00116	CDS	309				IS3 family transposase [Thiopseudomonas alkaliphila]
KNEOLPGH_00117	CDS	618				IS3 family transposase [Thiopseudomonas alkaliphila]
KNEOLPGH_00118	tRNA	90				tRNA-Ser(gga)
KNEOLPGH_00119	CDS	393				hypothetical protein [Thiopseudomonas alkaliphila]
KNEOLPGH_00120	CDS	372				phage holin family protein [Thiopseudomonas alkaliphila]
KNEOLPGH_00121	CDS	315				hypothetical protein
KNEOLPGH_00122	CDS	3495				exodeoxyribonuclease V subunit gamma [Thiopseudomonas alkaliphila]
KNEOLPGH_00123	CDS	3741				exodeoxyribonuclease V subunit beta [Thiopseudomonas alkaliphila]
KNEOLPGH_00124	CDS	2076				exodeoxyribonuclease V subunit alpha [Thiopseudomonas alkaliphila]
KNEOLPGH_00125	CDS	321				heavy metal-binding domain-containing protein [Thiopseudomonas alkaliphila]
KNEOLPGH_00126	CDS	276				GNAT family N-acetyltransferase [Thiopseudomonas alkaliphila]
KNEOLPGH_00127	CDS	918				transaldolase [Thiopseudomonas alkaliphila]
KNEOLPGH_00128	CDS	948				folate-binding protein YgfZ [Thiopseudomonas alkaliphila]
KNEOLPGH_00129	CDS	270				succinate dehydrogenase assembly factor 2 [Thiopseudomonas alkaliphila]
KNEOLPGH_00130	CDS	1641				L-aspartate oxidase [Thiopseudomonas alkaliphila]
KNEOLPGH_00131	CDS	789				enoyl-CoA hydratase [Thiopseudomonas alkaliphila]
KNEOLPGH_00132	CDS	900				GNAT family N-acetyltransferase [Thiopseudomonas alkaliphila]
KNEOLPGH_00133	CDS	1431				PIG-L family deacetylase [Thiopseudomonas alkaliphila]
KNEOLPGH_00134	CDS	1374				sigma-54 dependent transcriptional regulator [Thiopseudomonas alkaliphila]
KNEOLPGH_00135	CDS	2988				sensor histidine kinase [Thiopseudomonas alkaliphila]
KNEOLPGH_00136	CDS	180				hypothetical protein
KNEOLPGH_00137	CDS	1413				dihydrolipoyl dehydrogenase [Thiopseudomonas alkaliphila]
KNEOLPGH_00138	CDS	582				RNA polymerase sigma factor RpoE [Thiopseudomonas alkaliphila]
KNEOLPGH_00139	CDS	366				sigma-E factor negative regulatory protein [Thiopseudomonas alkaliphila]
KNEOLPGH_00140	CDS	204				hypothetical protein [Thiopseudomonas alkaliphila]
KNEOLPGH_00141	CDS	978				hypothetical protein
KNEOLPGH_00142	CDS	471				SoxR reducing system RseC family protein [Thiopseudomonas alkaliphila]
KNEOLPGH_00143	CDS	1416				DegQ family serine endoprotease [Thiopseudomonas alkaliphila]
KNEOLPGH_00144	CDS	1800				translation elongation factor 4 [Thiopseudomonas alkaliphila]
KNEOLPGH_00145	CDS	855				signal peptidase I [Thiopseudomonas alkaliphila]
KNEOLPGH_00146	CDS	696				ribonuclease III [Thiopseudomonas alkaliphila]
KNEOLPGH_00147	CDS	891				GTPase Era [Thiopseudomonas alkaliphila]
KNEOLPGH_00148	CDS	666				DNA repair protein RecO [Thiopseudomonas alkaliphila]
KNEOLPGH_00149	CDS	744				pyridoxine 5'-phosphate synthase [Thiopseudomonas alkaliphila]
KNEOLPGH_00150	CDS	651				TetR/AcrR family transcriptional regulator [Thiopseudomonas alkaliphila]
KNEOLPGH_00151	CDS	894				radical SAM protein [Thiopseudomonas alkaliphila]
KNEOLPGH_00152	CDS	594				hypothetical protein
KNEOLPGH_00153	CDS	939				ABC transporter ATP-binding protein [Thiopseudomonas alkaliphila]
KNEOLPGH_00154	CDS	780				ABC transporter permease [Thiopseudomonas alkaliphila]
KNEOLPGH_00155	CDS	663				C40 family peptidase [Thiopseudomonas alkaliphila]
KNEOLPGH_00156	CDS	519				C40 family peptidase [Thiopseudomonas alkaliphila]
KNEOLPGH_00157	CDS	1206				tryptophan synthase subunit beta [Thiopseudomonas alkaliphila]
KNEOLPGH_00158	CDS	366				hypothetical protein [Thiopseudomonas alkaliphila]
KNEOLPGH_00159	CDS	1338				HAMP domain-containing sensor histidine kinase [Thiopseudomonas alkaliphila]
KNEOLPGH_00160	CDS	513				hypothetical protein [Thiopseudomonas alkaliphila]
KNEOLPGH_00161	CDS	702				response regulator transcription factor [Thiopseudomonas alkaliphila]
KNEOLPGH_00162	CDS	297				YciI family protein [Thiopseudomonas alkaliphila]
KNEOLPGH_00163	CDS	642				septation protein A [Thiopseudomonas alkaliphila]
KNEOLPGH_00164	CDS	840				PHP domain-containing protein [Thiopseudomonas alkaliphila]
KNEOLPGH_00165	CDS	624				L-threonylcarbamoyladenylate synthase [Thiopseudomonas alkaliphila]
KNEOLPGH_00166	CDS	825				ScpA family protein [Thiopseudomonas alkaliphila]
KNEOLPGH_00167	CDS	741				SMC-Scp complex subunit ScpB [Thiopseudomonas alkaliphila]
KNEOLPGH_00168	CDS	1920				prolyl oligopeptidase family serine peptidase [Thiopseudomonas alkaliphila]
KNEOLPGH_00169	CDS	1155				pyrroloquinoline quinone biosynthesis protein PqqE [Thiopseudomonas alkaliphila]
KNEOLPGH_00170	CDS	279				pyrroloquinoline quinone biosynthesis peptide chaperone PqqD [Thiopseudomonas alkaliphila]
KNEOLPGH_00171	CDS	756				pyrroloquinoline-quinone synthase PqqC [Thiopseudomonas alkaliphila]
KNEOLPGH_00172	CDS	915				pyrroloquinoline quinone biosynthesis protein PqqB [Thiopseudomonas alkaliphila]
KNEOLPGH_00173	CDS	1521				aldehyde dehydrogenase [Thiopseudomonas alkaliphila]
KNEOLPGH_00174	CDS	936				quinoprotein relay system zinc metallohydrolase 1 [Thiopseudomonas alkaliphila]
KNEOLPGH_00175	CDS	765				quinoprotein dehydrogenase-associated SoxYZ-like carrier [Thiopseudomonas alkaliphila]
KNEOLPGH_00176	CDS	435				cytochrome c-550 PedF [Thiopseudomonas alkaliphila]
KNEOLPGH_00177	CDS	1857				quinoprotein ethanol dehydrogenase [Thiopseudomonas alkaliphila]
KNEOLPGH_00178	CDS	645				pentapeptide repeat-containing protein [Thiopseudomonas alkaliphila]
KNEOLPGH_00179	CDS	639				response regulator transcription factor [Thiopseudomonas alkaliphila]
KNEOLPGH_00180	CDS	555				hypothetical protein [Thiopseudomonas alkaliphila]
KNEOLPGH_00181	CDS	660				response regulator transcription factor [Thiopseudomonas alkaliphila]
KNEOLPGH_00182	CDS	2631				PAS domain-containing hybrid sensor histidine kinase/response regulator [Thiopseudomonas alkaliphila]
KNEOLPGH_00183	CDS	1161				hypothetical protein
KNEOLPGH_00184	CDS	1179				porin [Thiopseudomonas alkaliphila]
KNEOLPGH_00185	CDS	1332				deoxyguanosinetriphosphate triphosphohydrolase [Thiopseudomonas alkaliphila]
KNEOLPGH_00186	CDS	906				ADP-ribosylglycohydrolase family protein [Thiopseudomonas alkaliphila]
KNEOLPGH_00187	CDS	837				DnaJ domain-containing protein [Thiopseudomonas alkaliphila]
KNEOLPGH_00188	CDS	954				5'-nucleotidase [Thiopseudomonas alkaliphila]
KNEOLPGH_00189	CDS	3393				AAA family ATPase [Thiopseudomonas alkaliphila]
KNEOLPGH_00190	CDS	1248				exonuclease subunit SbcD [Thiopseudomonas alkaliphila]
KNEOLPGH_00191	CDS	285				hypothetical protein [Thiopseudomonas alkaliphila]
KNEOLPGH_00192	CDS	1107				AI-2E family transporter [Thiopseudomonas alkaliphila]
KNEOLPGH_00193	CDS	777				hypothetical protein
KNEOLPGH_00194	CDS	660				hypothetical protein
KNEOLPGH_00195	CDS	876				alpha/beta fold hydrolase [Thiopseudomonas alkaliphila]
KNEOLPGH_00196	CDS	486				phosphohistidine phosphatase SixA [Thiopseudomonas alkaliphila]
KNEOLPGH_00197	CDS	330				hypothetical protein
KNEOLPGH_00198	CDS	1017				NAD(P)H-dependent glycerol-3-phosphate dehydrogenase [Thiopseudomonas alkaliphila]
KNEOLPGH_00199	CDS	1494				HAMP domain-containing histidine kinase [Thiopseudomonas alkaliphila]
KNEOLPGH_00200	CDS	630				transcriptional repressor LexA [Thiopseudomonas alkaliphila]
KNEOLPGH_00201	CDS	486				SulA-like leucine-rich domain-containing protein [Thiopseudomonas alkaliphila]
KNEOLPGH_00202	CDS	1485				glutamate--tRNA ligase [Thiopseudomonas alkaliphila]
KNEOLPGH_00203	CDS	1194				MFS transporter [Thiopseudomonas alkaliphila]
KNEOLPGH_00204	CDS	882				peptidoglycan DD-metalloendopeptidase family protein [Thiopseudomonas alkaliphila]
KNEOLPGH_00205	CDS	945				hypothetical protein
KNEOLPGH_00206	CDS	648				protein-L-isoaspartate(D-aspartate) O-methyltransferase [Thiopseudomonas alkaliphila]
KNEOLPGH_00207	CDS	750				5'/3'-nucleotidase SurE [Thiopseudomonas alkaliphila]
KNEOLPGH_00208	CDS	1047				tRNA pseudouridine(13) synthase TruD [Thiopseudomonas alkaliphila]
KNEOLPGH_00209	CDS	474				2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase [Thiopseudomonas alkaliphila]
KNEOLPGH_00210	CDS	1224				serine/threonine transporter SstT [Thiopseudomonas alkaliphila]
KNEOLPGH_00211	CDS	3681				translocation/assembly module TamB domain-containing protein [Thiopseudomonas alkaliphila]
KNEOLPGH_00212	CDS	1722				autotransporter assembly complex protein TamA [Thiopseudomonas alkaliphila]
KNEOLPGH_00213	CDS	816				exodeoxyribonuclease III [Thiopseudomonas alkaliphila]
KNEOLPGH_00214	CDS	918				bestrophin family ion channel [Thiopseudomonas alkaliphila]
KNEOLPGH_00215	CDS	2589				DNA mismatch repair protein MutS [Thiopseudomonas alkaliphila]
KNEOLPGH_00216	CDS	324				ferredoxin family protein [Thiopseudomonas alkaliphila]
KNEOLPGH_00217	CDS	540				IS3 family transposase [Thiopseudomonas alkaliphila]
KNEOLPGH_00218	CDS	267				IS3 family transposase [Thiopseudomonas alkaliphila]
KNEOLPGH_00219	CDS	105				hypothetical protein
KNEOLPGH_00220	CDS	606				IS1182 family transposase ISRle11
KNEOLPGH_00221	CDS	510				IS1182 family transposase ISCbo5
KNEOLPGH_00222	CDS	366				hypothetical protein [Thiopseudomonas alkaliphila]
KNEOLPGH_00223	CDS	561				peptidylprolyl isomerase [Thiopseudomonas alkaliphila]
KNEOLPGH_00224	CDS	450				YcgN family cysteine cluster protein [Thiopseudomonas alkaliphila]
KNEOLPGH_00225	CDS	1308				tRNA lysidine(34) synthetase TilS [Thiopseudomonas alkaliphila]
KNEOLPGH_00226	CDS	951				acetyl-CoA carboxylase carboxyl transferase subunit alpha [Thiopseudomonas alkaliphila]
KNEOLPGH_00227	CDS	3516				DNA polymerase III subunit alpha [Thiopseudomonas alkaliphila]
KNEOLPGH_00228	CDS	678				DTW domain-containing protein [Thiopseudomonas alkaliphila]
KNEOLPGH_00229	CDS	516				3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabA [Thiopseudomonas alkaliphila]
KNEOLPGH_00230	CDS	1218				beta-ketoacyl-ACP synthase I [Thiopseudomonas alkaliphila]
KNEOLPGH_00231	CDS	657				bifunctional phosphoserine phosphatase/homoserine phosphotransferase ThrH [Thiopseudomonas alkaliphila]
KNEOLPGH_00232	CDS	402				hypothetical protein
KNEOLPGH_00233	CDS	693				energy-coupling factor ABC transporter permease [Thiopseudomonas alkaliphila]
KNEOLPGH_00234	CDS	1440				deoxyribodipyrimidine photo-lyase [Thiopseudomonas alkaliphila]
KNEOLPGH_00235	CDS	1164				trypsin-like peptidase domain-containing protein [Thiopseudomonas alkaliphila]
KNEOLPGH_00236	CDS	759				Nif3-like dinuclear metal center hexameric protein [Thiopseudomonas alkaliphila]
KNEOLPGH_00237	CDS	513				MGMT family protein [Thiopseudomonas alkaliphila]
KNEOLPGH_00238	CDS	2340				penicillin-binding protein 1C [Thiopseudomonas alkaliphila]
KNEOLPGH_00239	CDS	780				peroxide stress protein YaaA [Thiopseudomonas alkaliphila]
KNEOLPGH_00240	CDS	1059				histidinol-phosphate transaminase [Thiopseudomonas alkaliphila]
KNEOLPGH_00241	CDS	1323				histidinol dehydrogenase [Thiopseudomonas alkaliphila]
KNEOLPGH_00242	CDS	636				ATP phosphoribosyltransferase [Thiopseudomonas alkaliphila]
KNEOLPGH_00243	CDS	1266				UDP-N-acetylglucosamine 1-carboxyvinyltransferase [Thiopseudomonas alkaliphila]
KNEOLPGH_00244	CDS	240				BolA/IbaG family iron-sulfur metabolism protein [Thiopseudomonas alkaliphila]
KNEOLPGH_00245	CDS	309				STAS domain-containing protein [Thiopseudomonas alkaliphila]
KNEOLPGH_00246	CDS	633				ABC transporter substrate-binding protein [Thiopseudomonas alkaliphila]
KNEOLPGH_00247	CDS	471				outer membrane lipid asymmetry maintenance protein MlaD [Thiopseudomonas alkaliphila]
KNEOLPGH_00248	CDS	798				lipid asymmetry maintenance ABC transporter permease subunit MlaE [Thiopseudomonas alkaliphila]
KNEOLPGH_00249	CDS	810				ABC transporter ATP-binding protein [Thiopseudomonas alkaliphila]
KNEOLPGH_00250	CDS	975				KpsF/GutQ family sugar-phosphate isomerase [Thiopseudomonas alkaliphila]
KNEOLPGH_00251	CDS	537				HAD hydrolase family protein [Thiopseudomonas alkaliphila]
KNEOLPGH_00252	CDS	588				LPS export ABC transporter periplasmic protein LptC [Thiopseudomonas alkaliphila]
KNEOLPGH_00253	CDS	522				lipopolysaccharide transport periplasmic protein LptA [Thiopseudomonas alkaliphila]
KNEOLPGH_00254	CDS	726				LPS export ABC transporter ATP-binding protein [Thiopseudomonas alkaliphila]
KNEOLPGH_00255	CDS	345				YajD family HNH nuclease [Thiopseudomonas alkaliphila]
KNEOLPGH_00256	CDS	654				DsbA family protein [Thiopseudomonas alkaliphila]
KNEOLPGH_00257	CDS	1791				ABC transporter ATP-binding protein [Thiopseudomonas alkaliphila]
KNEOLPGH_00258	tRNA	76				tRNA-Ala(ggc)
KNEOLPGH_00259	tRNA	76				tRNA-Glu(ttc)
KNEOLPGH_00260	tRNA	76				tRNA-Ala(ggc)
KNEOLPGH_00261	tRNA	76				tRNA-Glu(ttc)
KNEOLPGH_00262	CDS	777				TSUP family transporter [Thiopseudomonas alkaliphila]
KNEOLPGH_00263	CDS	861				NAD(+) diphosphatase [Thiopseudomonas alkaliphila]
KNEOLPGH_00264	CDS	813				crotonase/enoyl-CoA hydratase family protein [Thiopseudomonas alkaliphila]
KNEOLPGH_00265	CDS	1503				sodium/proton antiporter NhaB [Thiopseudomonas alkaliphila]
KNEOLPGH_00266	CDS	492				RidA family protein [Thiopseudomonas alkaliphila]
KNEOLPGH_00267	CDS	405				cytochrome c [Thiopseudomonas alkaliphila]
KNEOLPGH_00268	CDS	1605				flavin monoamine oxidase family protein [Thiopseudomonas alkaliphila]
KNEOLPGH_00269	CDS	360				translation initiation factor Sui1 [Thiopseudomonas alkaliphila]
KNEOLPGH_00270	CDS	1485				sodium/proline symporter PutP [Thiopseudomonas alkaliphila]
KNEOLPGH_00271	CDS	1620				FMN-binding glutamate synthase family protein [Thiopseudomonas alkaliphila]
KNEOLPGH_00272	CDS	579				TMEM165/GDT1 family protein [Thiopseudomonas alkaliphila]
KNEOLPGH_00273	CDS	501				polyhydroxyalkanoate synthesis repressor PhaR [Thiopseudomonas alkaliphila]
KNEOLPGH_00274	CDS	399				IS200/IS605 family transposase ISAba30
KNEOLPGH_00275	CDS	264				hypothetical protein
KNEOLPGH_00276	CDS	618				IS3 family transposase [Thiopseudomonas alkaliphila]
KNEOLPGH_00277	CDS	309				IS3 family transposase [Thiopseudomonas alkaliphila]
KNEOLPGH_00278	CDS	429				hypothetical protein
KNEOLPGH_00279	CDS	540	ybaK	4.2.-.-	COG2606	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK
KNEOLPGH_00280	CDS	774				hypothetical protein [Thiopseudomonas alkaliphila]
KNEOLPGH_00281	CDS	1074				linear amide C-N hydrolase [Thiopseudomonas alkaliphila]
KNEOLPGH_00282	CDS	681				hydrolase [Thiopseudomonas alkaliphila]
KNEOLPGH_00283	CDS	855				pirin family protein [Thiopseudomonas alkaliphila]
KNEOLPGH_00284	CDS	711				AzlC family ABC transporter permease [Thiopseudomonas alkaliphila]
KNEOLPGH_00285	CDS	318				AzlD domain-containing protein [Thiopseudomonas alkaliphila]
KNEOLPGH_00286	CDS	255				hypothetical protein [Thiopseudomonas alkaliphila]
KNEOLPGH_00287	CDS	312				multidrug efflux SMR transporter [Thiopseudomonas alkaliphila]
KNEOLPGH_00288	CDS	966				LysR substrate-binding domain-containing protein [Thiopseudomonas alkaliphila]
KNEOLPGH_00289	CDS	438				GNAT family N-acetyltransferase [Thiopseudomonas alkaliphila]
KNEOLPGH_00290	tRNA	85				tRNA-Leu(tag)
KNEOLPGH_00291	tRNA	76				tRNA-His(gtg)
KNEOLPGH_00292	tRNA	77				tRNA-Arg(tct)
