locus_tag	ftype	length_bp	gene	EC_number	COG	product
ELEJIIIG_00050	CDS	1953				bifunctional tRNA (5-methylaminomethyl-2-thiouridine)(34)-methyltransferase MnmD/FAD-dependent 5-carboxymethylaminomethyl-2-thiouridine(34)oxidoreductase MnmC [Thiopseudomonas alkaliphila]
ELEJIIIG_00051	CDS	660				GntR family transcriptional regulator [Thiopseudomonas alkaliphila]
ELEJIIIG_00052	CDS	3495				chromosome segregation protein SMC [Thiopseudomonas alkaliphila]
ELEJIIIG_00053	CDS	1719				bifunctional isocitrate dehydrogenase kinase/phosphatase [Thiopseudomonas alkaliphila]
ELEJIIIG_00054	CDS	510				CinA family protein [Thiopseudomonas alkaliphila]
ELEJIIIG_00055	CDS	1041				recombinase RecA [Thiopseudomonas alkaliphila]
ELEJIIIG_00056	CDS	462				regulatory protein RecX [Thiopseudomonas alkaliphila]
ELEJIIIG_00057	CDS	462				hypothetical protein
ELEJIIIG_00058	CDS	486				LEA type 2 family protein [Thiopseudomonas alkaliphila]
ELEJIIIG_00059	CDS	1308				DEAD/DEAH box helicase [Thiopseudomonas alkaliphila]
ELEJIIIG_00060	CDS	888				acyl-CoA thioesterase II [Thiopseudomonas alkaliphila]
ELEJIIIG_00061	CDS	597				HAD hydrolase-like protein [Thiopseudomonas alkaliphila]
ELEJIIIG_00062	CDS	456				division/cell wall cluster transcriptional repressor MraZ [Thiopseudomonas alkaliphila]
ELEJIIIG_00063	CDS	939				16S rRNA (cytosine(1402)-N(4))-methyltransferase RsmH [Thiopseudomonas alkaliphila]
ELEJIIIG_00064	CDS	333				cell division protein FtsL [Thiopseudomonas alkaliphila]
ELEJIIIG_00065	CDS	1716				penicillin-binding protein 2 [Thiopseudomonas alkaliphila]
ELEJIIIG_00066	CDS	1470				UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase [Thiopseudomonas alkaliphila]
ELEJIIIG_00067	CDS	1383				UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase [Thiopseudomonas alkaliphila]
ELEJIIIG_00068	CDS	1083				phospho-N-acetylmuramoyl-pentapeptide-transferase [Thiopseudomonas alkaliphila]
ELEJIIIG_00069	CDS	1347				UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase [Thiopseudomonas alkaliphila]
ELEJIIIG_00070	CDS	1209				putative lipid II flippase FtsW [Thiopseudomonas alkaliphila]
ELEJIIIG_00071	CDS	1071				undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase [Thiopseudomonas alkaliphila]
ELEJIIIG_00072	CDS	1449				UDP-N-acetylmuramate--L-alanine ligase [Thiopseudomonas alkaliphila]
ELEJIIIG_00073	CDS	927				D-alanine--D-alanine ligase [Thiopseudomonas alkaliphila]
ELEJIIIG_00074	CDS	819				cell division protein FtsQ/DivIB [Thiopseudomonas alkaliphila]
ELEJIIIG_00075	CDS	1224				cell division protein FtsA [Thiopseudomonas alkaliphila]
ELEJIIIG_00076	CDS	1206				cell division protein FtsZ [Thiopseudomonas alkaliphila]
ELEJIIIG_00077	CDS	915				UDP-3-O-acyl-N-acetylglucosamine deacetylase [Thiopseudomonas alkaliphila]
ELEJIIIG_00078	CDS	468				DciA family protein [Thiopseudomonas alkaliphila]
ELEJIIIG_00079	CDS	2736				preprotein translocase subunit SecA [Thiopseudomonas alkaliphila]
ELEJIIIG_00080	CDS	1218				bifunctional glutamate N-acetyltransferase/amino-acid acetyltransferase ArgJ [Thiopseudomonas alkaliphila]
ELEJIIIG_00081	CDS	951				Nudix family hydrolase [Thiopseudomonas alkaliphila]
ELEJIIIG_00082	CDS	585				cob(I)yrinic acid a,c-diamide adenosyltransferase [Thiopseudomonas alkaliphila]
ELEJIIIG_00083	CDS	918				2-dehydropantoate 2-reductase [Thiopseudomonas alkaliphila]
ELEJIIIG_00084	CDS	480				YajQ family cyclic di-GMP-binding protein [Thiopseudomonas alkaliphila]
ELEJIIIG_00085	CDS	1272				GIY-YIG nuclease family protein [Thiopseudomonas alkaliphila]
ELEJIIIG_00086	tRNA	87				tRNA-Leu(cag)
ELEJIIIG_00087	CDS	2523	rnr	3.1.13.1	COG0557	Ribonuclease R
ELEJIIIG_00088	CDS	744				23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB [Thiopseudomonas alkaliphila]
ELEJIIIG_00089	CDS	426				30S ribosomal protein S6 [Thiopseudomonas alkaliphila]
ELEJIIIG_00090	CDS	231				30S ribosomal protein S18 [Thiopseudomonas alkaliphila]
ELEJIIIG_00091	CDS	861				hypothetical protein [Thiopseudomonas alkaliphila]
ELEJIIIG_00092	CDS	447				50S ribosomal protein L9 [Thiopseudomonas alkaliphila]
ELEJIIIG_00093	CDS	1389				replicative DNA helicase [Thiopseudomonas alkaliphila]
ELEJIIIG_00094	CDS	861				DMT family transporter [Thiopseudomonas alkaliphila]
ELEJIIIG_00095	CDS	2367				response regulator [Thiopseudomonas alkaliphila]
ELEJIIIG_00096	CDS	1287				phosphoribosylamine--glycine ligase [Thiopseudomonas alkaliphila]
ELEJIIIG_00097	CDS	1608				bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase [Thiopseudomonas alkaliphila]
ELEJIIIG_00098	CDS	312				DNA-binding transcriptional regulator Fis [Thiopseudomonas alkaliphila]
ELEJIIIG_00099	CDS	999				tRNA dihydrouridine synthase DusB [Thiopseudomonas alkaliphila]
ELEJIIIG_00100	CDS	879				50S ribosomal protein L11 methyltransferase [Thiopseudomonas alkaliphila]
ELEJIIIG_00101	CDS	1218				1-acyl-sn-glycerol-3-phosphate acyltransferase [Thiopseudomonas alkaliphila]
ELEJIIIG_00102	CDS	276				hypothetical protein
ELEJIIIG_00103	CDS	627				SOS response-associated peptidase [Thiopseudomonas alkaliphila]
ELEJIIIG_00104	CDS	273				HPr family phosphocarrier protein [Thiopseudomonas alkaliphila]
ELEJIIIG_00105	CDS	867				RNase adapter RapZ [Thiopseudomonas alkaliphila]
ELEJIIIG_00106	CDS	471				PTS IIA-like nitrogen regulatory protein PtsN [Thiopseudomonas alkaliphila]
ELEJIIIG_00107	CDS	309				ribosome-associated translation inhibitor RaiA [Thiopseudomonas alkaliphila]
ELEJIIIG_00108	CDS	1476				RNA polymerase factor sigma-54 [Thiopseudomonas alkaliphila]
ELEJIIIG_00109	tRNA	77				tRNA-Met(cat)
ELEJIIIG_00110	CDS	741				class I SAM-dependent methyltransferase [Thiopseudomonas alkaliphila]
ELEJIIIG_00111	CDS	504				hypothetical protein
ELEJIIIG_00112	CDS	567				nicotinamide riboside transporter PnuC [Thiopseudomonas alkaliphila]
ELEJIIIG_00113	CDS	525				AAA family ATPase [Thiopseudomonas alkaliphila]
ELEJIIIG_00114	CDS	444				MarR family transcriptional regulator [Thiopseudomonas alkaliphila]
ELEJIIIG_00115	CDS	1707				DHA2 family efflux MFS transporter permease subunit [Thiopseudomonas alkaliphila]
ELEJIIIG_00116	CDS	3441				transcription-repair coupling factor [Thiopseudomonas alkaliphila]
ELEJIIIG_00117	CDS	1449				glyceraldehyde-3-phosphate dehydrogenase [Thiopseudomonas alkaliphila]
ELEJIIIG_00118	CDS	1338				Na(+)-translocating NADH-quinone reductase subunit A [Thiopseudomonas alkaliphila]
ELEJIIIG_00119	CDS	1218				NADH:ubiquinone reductase (Na(+)-transporting) subunit B [Thiopseudomonas alkaliphila]
ELEJIIIG_00120	CDS	789				Na(+)-translocating NADH-quinone reductase subunit C [Thiopseudomonas alkaliphila]
ELEJIIIG_00121	CDS	669				NADH:ubiquinone reductase (Na(+)-transporting) subunit D [Thiopseudomonas alkaliphila]
ELEJIIIG_00122	CDS	609				NADH:ubiquinone reductase (Na(+)-transporting) subunit E [Thiopseudomonas alkaliphila]
ELEJIIIG_00123	CDS	1224				NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Thiopseudomonas alkaliphila]
ELEJIIIG_00124	CDS	1026				FAD:protein FMN transferase [Thiopseudomonas alkaliphila]
ELEJIIIG_00125	CDS	255				(Na+)-NQR maturation NqrM [Thiopseudomonas alkaliphila]
ELEJIIIG_00126	CDS	1392				Si-specific NAD(P)(+) transhydrogenase [Thiopseudomonas alkaliphila]
ELEJIIIG_00127	CDS	741				glycerophosphodiester phosphodiesterase [Thiopseudomonas alkaliphila]
ELEJIIIG_00128	CDS	1248				lipoprotein-releasing ABC transporter permease subunit [Thiopseudomonas alkaliphila]
ELEJIIIG_00129	CDS	699				lipoprotein-releasing ABC transporter ATP-binding protein LolD [Thiopseudomonas alkaliphila]
ELEJIIIG_00130	CDS	882				protease HtpX [Thiopseudomonas alkaliphila]
ELEJIIIG_00131	CDS	1212				pyridoxal phosphate-dependent aminotransferase [Thiopseudomonas alkaliphila]
ELEJIIIG_00132	CDS	390				peptide-methionine (R)-S-oxide reductase MsrB [Thiopseudomonas alkaliphila]
ELEJIIIG_00133	CDS	912				ATP-binding protein [Thiopseudomonas alkaliphila]
ELEJIIIG_00134	CDS	1257				HlyC/CorC family transporter [Thiopseudomonas alkaliphila]
ELEJIIIG_00135	CDS	801				cytochrome c biogenesis protein CcsA [Thiopseudomonas alkaliphila]
ELEJIIIG_00136	CDS	525				YceD family protein [Thiopseudomonas alkaliphila]
ELEJIIIG_00137	CDS	183				50S ribosomal protein L32 [Thiopseudomonas alkaliphila]
ELEJIIIG_00138	CDS	1014				phosphate acyltransferase PlsX [Thiopseudomonas alkaliphila]
ELEJIIIG_00139	CDS	939				ACP S-malonyltransferase [Thiopseudomonas alkaliphila]
ELEJIIIG_00140	CDS	744				3-oxoacyl-ACP reductase FabG [Thiopseudomonas alkaliphila]
ELEJIIIG_00141	CDS	234				acyl carrier protein [Thiopseudomonas alkaliphila]
ELEJIIIG_00142	CDS	1242				beta-ketoacyl-ACP synthase II [Thiopseudomonas alkaliphila]
ELEJIIIG_00143	CDS	819				aminodeoxychorismate lyase [Thiopseudomonas alkaliphila]
ELEJIIIG_00144	CDS	1074				endolytic transglycosylase MltG [Thiopseudomonas alkaliphila]
ELEJIIIG_00145	CDS	633				dTMP kinase [Thiopseudomonas alkaliphila]
ELEJIIIG_00146	CDS	981				DNA polymerase III subunit delta' [Thiopseudomonas alkaliphila]
ELEJIIIG_00147	CDS	345				PilZ domain-containing protein [Thiopseudomonas alkaliphila]
ELEJIIIG_00148	CDS	783				TatD family hydrolase [Thiopseudomonas alkaliphila]
ELEJIIIG_00149	CDS	3906				ATP-dependent RNA helicase HrpA [Thiopseudomonas alkaliphila]
ELEJIIIG_00150	CDS	1995				U32 family peptidase [Thiopseudomonas alkaliphila]
ELEJIIIG_00151	CDS	648				adenylate kinase [Thiopseudomonas alkaliphila]
ELEJIIIG_00152	CDS	672				tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex dimerization subunit type 1 TsaB [Thiopseudomonas alkaliphila]
ELEJIIIG_00153	CDS	804				class I SAM-dependent methyltransferase [Thiopseudomonas alkaliphila]
ELEJIIIG_00154	CDS	228				hypothetical protein
ELEJIIIG_00155	CDS	2595				type I DNA topoisomerase [Thiopseudomonas alkaliphila]
ELEJIIIG_00156	CDS	246				hypothetical protein [Thiopseudomonas alkaliphila]
ELEJIIIG_00157	CDS	903				pseudouridine synthase [Thiopseudomonas alkaliphila]
ELEJIIIG_00158	CDS	2202				TonB-dependent hemoglobin/transferrin/lactoferrin family receptor [Thiopseudomonas alkaliphila]
ELEJIIIG_00159	CDS	726				energy transducer TonB [Thiopseudomonas alkaliphila]
ELEJIIIG_00160	CDS	1104				hemin-degrading factor [Thiopseudomonas alkaliphila]
ELEJIIIG_00161	CDS	717				MotA/TolQ/ExbB proton channel family protein [Thiopseudomonas alkaliphila]
ELEJIIIG_00162	CDS	411				biopolymer transporter ExbD [Thiopseudomonas alkaliphila]
ELEJIIIG_00163	CDS	867				ABC transporter substrate-binding protein [Thiopseudomonas alkaliphila]
ELEJIIIG_00164	CDS	1035				iron chelate uptake ABC transporter family permease subunit [Thiopseudomonas alkaliphila]
ELEJIIIG_00165	CDS	768				heme ABC transporter ATP-binding protein [Thiopseudomonas alkaliphila]
ELEJIIIG_00166	CDS	927				ChaN family lipoprotein [Thiopseudomonas alkaliphila]
ELEJIIIG_00167	CDS	495				anti-virulence regulator CigR family protein [Thiopseudomonas alkaliphila]
ELEJIIIG_00168	CDS	462				hypothetical protein [Thiopseudomonas alkaliphila]
ELEJIIIG_00169	CDS	1398				argininosuccinate lyase [Thiopseudomonas alkaliphila]
ELEJIIIG_00170	CDS	1026				Abi family protein [Thiopseudomonas alkaliphila]
ELEJIIIG_00171	CDS	1152				iron-containing alcohol dehydrogenase [Thiopseudomonas alkaliphila]
ELEJIIIG_00172	CDS	1083				calcium/sodium antiporter [Thiopseudomonas alkaliphila]
ELEJIIIG_00173	CDS	1392				DASS family sodium-coupled anion symporter [Thiopseudomonas alkaliphila]
ELEJIIIG_00174	CDS	1698				DEAD/DEAH box helicase [Thiopseudomonas alkaliphila]
ELEJIIIG_00175	CDS	342				HopJ type III effector protein [Thiopseudomonas alkaliphila]
ELEJIIIG_00176	CDS	195				hypothetical protein
ELEJIIIG_00177	CDS	714				hypothetical protein
ELEJIIIG_00178	CDS	657				phosphoribosylglycinamide formyltransferase [Thiopseudomonas alkaliphila]
ELEJIIIG_00179	CDS	1062				phosphoribosylformylglycinamidine cyclo-ligase [Thiopseudomonas alkaliphila]
ELEJIIIG_00180	CDS	864				alpha/beta fold hydrolase [Thiopseudomonas alkaliphila]
ELEJIIIG_00181	CDS	480				ribonuclease E activity regulator RraA [Thiopseudomonas alkaliphila]
ELEJIIIG_00182	CDS	1008				hypothetical protein [Thiopseudomonas alkaliphila]
ELEJIIIG_00183	CDS	312				hypothetical protein [Thiopseudomonas alkaliphila]
ELEJIIIG_00184	CDS	825				mechanosensitive ion channel [Thiopseudomonas alkaliphila]
ELEJIIIG_00185	CDS	600				RNA polymerase sigma factor SigX [Thiopseudomonas alkaliphila]
ELEJIIIG_00186	CDS	1071				OmpA family protein [Thiopseudomonas alkaliphila]
ELEJIIIG_00187	CDS	2124				YdbH domain-containing protein [Thiopseudomonas alkaliphila]
ELEJIIIG_00188	CDS	195				YnbE family lipoprotein [Thiopseudomonas alkaliphila]
ELEJIIIG_00189	CDS	345				YdbL family protein [Thiopseudomonas alkaliphila]
ELEJIIIG_00190	tRNA	77				tRNA-Pro(ggg)
ELEJIIIG_00191	CDS	738				fumarate/nitrate reduction transcriptional regulator Fnr [Thiopseudomonas alkaliphila]
ELEJIIIG_00192	CDS	558				nitroreductase [Thiopseudomonas alkaliphila]
ELEJIIIG_00193	CDS	1209				nicotinate phosphoribosyltransferase [Thiopseudomonas alkaliphila]
ELEJIIIG_00194	CDS	834				undecaprenyl-diphosphate phosphatase [Thiopseudomonas alkaliphila]
ELEJIIIG_00195	CDS	699				TetR/AcrR family transcriptional regulator [Thiopseudomonas alkaliphila]
ELEJIIIG_00196	CDS	495				L,D-transpeptidase [Thiopseudomonas alkaliphila]
ELEJIIIG_00197	CDS	1047				beta-N-acetylhexosaminidase [Thiopseudomonas alkaliphila]
ELEJIIIG_00198	CDS	738				S-methyl-5'-thioinosine phosphorylase [Thiopseudomonas alkaliphila]
ELEJIIIG_00199	CDS	1179				VWA domain-containing protein [Thiopseudomonas alkaliphila]
ELEJIIIG_00200	CDS	846				MoxR family ATPase [Thiopseudomonas alkaliphila]
ELEJIIIG_00201	CDS	1314				bifunctional DedA family/phosphatase PAP2 family protein [Thiopseudomonas alkaliphila]
ELEJIIIG_00202	CDS	750				DNA-3-methyladenine glycosylase [Thiopseudomonas alkaliphila]
ELEJIIIG_00203	CDS	1278				glutamate-5-semialdehyde dehydrogenase [Thiopseudomonas alkaliphila]
ELEJIIIG_00204	CDS	645				nicotinate-nucleotide adenylyltransferase [Thiopseudomonas alkaliphila]
ELEJIIIG_00205	CDS	363				ribosome silencing factor [Thiopseudomonas alkaliphila]
ELEJIIIG_00206	CDS	468				23S rRNA (pseudouridine(1915)-N(3))-methyltransferase RlmH [Thiopseudomonas alkaliphila]
ELEJIIIG_00207	CDS	1890				penicillin-binding protein 2 [Thiopseudomonas alkaliphila]
ELEJIIIG_00208	CDS	1140				rod shape-determining protein RodA [Thiopseudomonas alkaliphila]
ELEJIIIG_00209	CDS	1017				lytic murein transglycosylase B [Thiopseudomonas alkaliphila]
ELEJIIIG_00210	CDS	993				septal ring lytic transglycosylase RlpA family protein [Thiopseudomonas alkaliphila]
ELEJIIIG_00211	CDS	1161				D-alanyl-D-alanine carboxypeptidase family protein [Thiopseudomonas alkaliphila]
ELEJIIIG_00212	CDS	282				hypothetical protein
ELEJIIIG_00213	CDS	660				lipoyl(octanoyl) transferase LipB [Thiopseudomonas alkaliphila]
ELEJIIIG_00214	CDS	966				lipoyl synthase [Thiopseudomonas alkaliphila]
ELEJIIIG_00215	CDS	609				tRNA-(ms[2]io[6]A)-hydroxylase [Thiopseudomonas alkaliphila]
ELEJIIIG_00216	CDS	693				methyltransferase domain-containing protein [Thiopseudomonas alkaliphila]
ELEJIIIG_00217	CDS	495				STAS domain-containing protein [Thiopseudomonas alkaliphila]
ELEJIIIG_00218	CDS	795				SpoIIE family protein phosphatase [Thiopseudomonas alkaliphila]
ELEJIIIG_00219	CDS	315				PepSY domain-containing protein [Thiopseudomonas alkaliphila]
ELEJIIIG_00220	CDS	270				metal-sensing transcriptional repressor [Thiopseudomonas alkaliphila]
ELEJIIIG_00221	CDS	762				sulfite exporter TauE/SafE family protein [Thiopseudomonas alkaliphila]
ELEJIIIG_00222	CDS	2157				DNA helicase RecQ [Thiopseudomonas alkaliphila]
ELEJIIIG_00223	CDS	387				multidrug efflux SMR transporter [Thiopseudomonas alkaliphila]
ELEJIIIG_00224	CDS	315				SMR family transporter [Thiopseudomonas alkaliphila]
ELEJIIIG_00225	CDS	444				hemerythrin domain-containing protein [Thiopseudomonas alkaliphila]
ELEJIIIG_00226	CDS	657				7-carboxy-7-deazaguanine synthase QueE [Thiopseudomonas alkaliphila]
ELEJIIIG_00227	CDS	444				6-carboxytetrahydropterin synthase QueD [Thiopseudomonas alkaliphila]
ELEJIIIG_00228	CDS	714				7-cyano-7-deazaguanine synthase QueC [Thiopseudomonas alkaliphila]
ELEJIIIG_00229	CDS	840				inositol monophosphatase family protein [Thiopseudomonas alkaliphila]
ELEJIIIG_00230	CDS	198				CsbD family protein [Thiopseudomonas alkaliphila]
ELEJIIIG_00231	CDS	357				BON domain-containing protein [Thiopseudomonas alkaliphila]
ELEJIIIG_00232	CDS	750				glucosamine-6-phosphate deaminase [Thiopseudomonas alkaliphila]
ELEJIIIG_00233	CDS	1407				MATE family efflux transporter [Thiopseudomonas alkaliphila]
ELEJIIIG_00234	CDS	807				16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase RsmA [Thiopseudomonas alkaliphila]
ELEJIIIG_00235	CDS	372				Co2+/Mg2+ efflux protein ApaG [Thiopseudomonas alkaliphila]
ELEJIIIG_00236	CDS	834				symmetrical bis(5'-nucleosyl)-tetraphosphatase [Thiopseudomonas alkaliphila]
ELEJIIIG_00237	CDS	321				thiosulfate sulfurtransferase GlpE [Thiopseudomonas alkaliphila]
ELEJIIIG_00238	CDS	993				HTH-type transcriptional regulator CysB [Thiopseudomonas alkaliphila]
ELEJIIIG_00239	CDS	864				polyamine aminopropyltransferase [Thiopseudomonas alkaliphila]
ELEJIIIG_00240	CDS	222				YgdI/YgdR family lipoprotein [Thiopseudomonas alkaliphila]
ELEJIIIG_00241	CDS	2085				BCCT family transporter [Thiopseudomonas alkaliphila]
ELEJIIIG_00242	CDS	417				DNA polymerase III subunit chi [Thiopseudomonas alkaliphila]
ELEJIIIG_00243	CDS	1482				leucyl aminopeptidase [Thiopseudomonas alkaliphila]
ELEJIIIG_00244	CDS	1077				LPS export ABC transporter permease LptF [Thiopseudomonas alkaliphila]
ELEJIIIG_00245	CDS	1065				LPS export ABC transporter permease LptG [Thiopseudomonas alkaliphila]
ELEJIIIG_00246	CDS	1092				cell division protein ZapE [Thiopseudomonas alkaliphila]
ELEJIIIG_00247	CDS	1434				D-alanyl-D-alanine carboxypeptidase/D-alanyl-D-alanine-endopeptidase [Thiopseudomonas alkaliphila]
ELEJIIIG_00248	CDS	1341				outer membrane protein transport protein [Thiopseudomonas alkaliphila]
ELEJIIIG_00249	CDS	519				copper chaperone PCu(A)C [Thiopseudomonas alkaliphila]
ELEJIIIG_00250	CDS	417				IS200/IS605 family transposase [Thiopseudomonas alkaliphila]
ELEJIIIG_00251	CDS	216				hypothetical protein [Thiopseudomonas alkaliphila]
ELEJIIIG_00252	CDS	309				IS3 family transposase [Thiopseudomonas alkaliphila]
ELEJIIIG_00253	CDS	666				IS3 family transposase [Thiopseudomonas alkaliphila]
ELEJIIIG_00254	CDS	735				RNA-guided endonuclease TnpB family protein [Thiopseudomonas alkaliphila]
ELEJIIIG_00255	CDS	162				cold-shock protein [Thiopseudomonas alkaliphila]
ELEJIIIG_00256	CDS	348				ATP-dependent Clp protease adapter ClpS [Thiopseudomonas alkaliphila]
ELEJIIIG_00257	CDS	2262				ATP-dependent Clp protease ATP-binding subunit ClpA [Thiopseudomonas alkaliphila]
ELEJIIIG_00258	CDS	456				flavodoxin domain-containing protein [Thiopseudomonas alkaliphila]
ELEJIIIG_00259	CDS	669				pseudouridine synthase [Thiopseudomonas alkaliphila]
ELEJIIIG_00260	CDS	471				MaoC family dehydratase [Thiopseudomonas alkaliphila]
ELEJIIIG_00261	CDS	1692				long-chain-fatty-acid--CoA ligase FadD1 [Thiopseudomonas alkaliphila]
ELEJIIIG_00262	CDS	867				universal stress protein [Thiopseudomonas alkaliphila]
ELEJIIIG_00263	CDS	1293				NAD(P)/FAD-dependent oxidoreductase [Thiopseudomonas alkaliphila]
ELEJIIIG_00264	CDS	591				hypothetical protein [Thiopseudomonas alkaliphila]
ELEJIIIG_00265	CDS	726				2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase [Thiopseudomonas alkaliphila]
ELEJIIIG_00266	CDS	285				septum formation initiator family protein [Thiopseudomonas alkaliphila]
ELEJIIIG_00267	CDS	1359				phosphopyruvate hydratase [Thiopseudomonas alkaliphila]
ELEJIIIG_00268	CDS	846				3-deoxy-8-phosphooctulonate synthase [Thiopseudomonas alkaliphila]
ELEJIIIG_00269	CDS	1632				CTP synthase [Thiopseudomonas alkaliphila]
ELEJIIIG_00270	CDS	1887				molecular chaperone HtpG [Thiopseudomonas alkaliphila]
ELEJIIIG_00271	CDS	765				methyltransferase domain-containing protein [Thiopseudomonas alkaliphila]
ELEJIIIG_00272	CDS	279				hypothetical protein [Thiopseudomonas alkaliphila]
ELEJIIIG_00273	CDS	1158				serine hydrolase domain-containing protein [Thiopseudomonas alkaliphila]
ELEJIIIG_00274	CDS	2145				ATP-dependent DNA helicase DinG [Thiopseudomonas alkaliphila]
ELEJIIIG_00275	CDS	489				YchJ family protein [Thiopseudomonas alkaliphila]
