locus_tag	ftype	length_bp	gene	EC_number	COG	product
HLBBFNMA_00123	CDS	1326				hypothetical protein [Thiopseudomonas alkaliphila]
HLBBFNMA_00124	CDS	1302				tryptophan 7-halogenase [Thiopseudomonas alkaliphila]
HLBBFNMA_00125	CDS	621				trimeric intracellular cation channel family protein [Thiopseudomonas alkaliphila]
HLBBFNMA_00126	CDS	150				lmo0937 family membrane protein [Thiopseudomonas alkaliphila]
HLBBFNMA_00127	CDS	819				pyruvate, water dikinase regulatory protein [Thiopseudomonas alkaliphila]
HLBBFNMA_00128	CDS	2370				phosphoenolpyruvate synthase [Thiopseudomonas alkaliphila]
HLBBFNMA_00129	CDS	816				hypothetical protein [Thiopseudomonas alkaliphila]
HLBBFNMA_00130	CDS	1440				membrane-bound lytic murein transglycosylase MltF [Thiopseudomonas alkaliphila]
HLBBFNMA_00131	CDS	3897				phosphoribosylformylglycinamidine synthase [Thiopseudomonas alkaliphila]
HLBBFNMA_00132	CDS	369				hypothetical protein [Thiopseudomonas alkaliphila]
HLBBFNMA_00133	CDS	822				methyltransferase domain-containing protein [Thiopseudomonas alkaliphila]
HLBBFNMA_00134	CDS	288				hypothetical protein
HLBBFNMA_00135	CDS	801				tRNA cyclic N6-threonylcarbamoyladenosine(37) synthase TcdA [Thiopseudomonas alkaliphila]
HLBBFNMA_00136	CDS	1605				isocitrate lyase [Thiopseudomonas alkaliphila]
HLBBFNMA_00137	CDS	489				hypothetical protein
HLBBFNMA_00138	CDS	429				GNAT family N-acetyltransferase [Thiopseudomonas alkaliphila]
HLBBFNMA_00139	CDS	1182				cupin domain-containing protein [Thiopseudomonas alkaliphila]
HLBBFNMA_00140	CDS	1371				adenylosuccinate lyase [Thiopseudomonas alkaliphila]
HLBBFNMA_00141	CDS	855				DMT family transporter [Thiopseudomonas alkaliphila]
HLBBFNMA_00142	CDS	621				high frequency lysogenization protein HflD [Thiopseudomonas alkaliphila]
HLBBFNMA_00143	CDS	1119				tRNA 2-thiouridine(34) synthase MnmA [Thiopseudomonas alkaliphila]
HLBBFNMA_00144	CDS	993				sulfate ABC transporter substrate-binding protein [Thiopseudomonas alkaliphila]
HLBBFNMA_00145	CDS	1080				3-deoxy-7-phosphoheptulonate synthase [Thiopseudomonas alkaliphila]
HLBBFNMA_00146	CDS	588				hypothetical protein [Thiopseudomonas alkaliphila]
HLBBFNMA_00147	CDS	795				enoyl-ACP reductase FabI [Thiopseudomonas alkaliphila]
HLBBFNMA_00148	CDS	1617				ABC transporter ATP-binding protein [Thiopseudomonas alkaliphila]
HLBBFNMA_00149	CDS	1020				ABC transporter permease [Thiopseudomonas alkaliphila]
HLBBFNMA_00150	CDS	1089				microcin C ABC transporter permease YejB [Thiopseudomonas alkaliphila]
HLBBFNMA_00151	CDS	1833				extracellular solute-binding protein [Thiopseudomonas alkaliphila]
HLBBFNMA_00152	CDS	1839				extracellular solute-binding protein [Thiopseudomonas alkaliphila]
HLBBFNMA_00153	CDS	1566				LysM peptidoglycan-binding domain-containing protein [Thiopseudomonas alkaliphila]
HLBBFNMA_00154	CDS	789				hydroxyacylglutathione hydrolase [Thiopseudomonas alkaliphila]
HLBBFNMA_00155	CDS	1116				cell division protein ZapE [Thiopseudomonas alkaliphila]
HLBBFNMA_00156	CDS	1356				aminodeoxychorismate synthase component I [Thiopseudomonas alkaliphila]
HLBBFNMA_00157	CDS	429				thioesterase family protein [Thiopseudomonas alkaliphila]
HLBBFNMA_00158	CDS	918				DMT family transporter [Thiopseudomonas alkaliphila]
HLBBFNMA_00159	CDS	1929				ATP-binding cassette domain-containing protein [Thiopseudomonas alkaliphila]
HLBBFNMA_00160	CDS	456				choline transporter [Thiopseudomonas alkaliphila]
HLBBFNMA_00161	CDS	837				choline BCCT transporter BetT [Thiopseudomonas alkaliphila]
HLBBFNMA_00162	CDS	684				choline BCCT transporter BetT [Thiopseudomonas alkaliphila]
HLBBFNMA_00163	CDS	1764				gamma-glutamyltransferase [Thiopseudomonas alkaliphila]
HLBBFNMA_00164	CDS	456				universal stress protein [Thiopseudomonas alkaliphila]
HLBBFNMA_00165	CDS	2148				fatty acid oxidation complex subunit alpha FadB [Thiopseudomonas alkaliphila]
HLBBFNMA_00166	CDS	1176				acetyl-CoA C-acyltransferase FadA [Thiopseudomonas alkaliphila]
HLBBFNMA_00167	CDS	414				PA2817 family protein [Thiopseudomonas alkaliphila]
HLBBFNMA_00168	tRNA	76				tRNA-Glu(ttc)
HLBBFNMA_00169	tRNA	76				tRNA-Gly(gcc)
HLBBFNMA_00170	CDS	648				glutathione S-transferase [Thiopseudomonas alkaliphila]
HLBBFNMA_00171	CDS	4002				hypothetical protein [Thiopseudomonas alkaliphila]
HLBBFNMA_00172	CDS	2136				hypothetical protein [Thiopseudomonas alkaliphila]
HLBBFNMA_00173	CDS	153				hypothetical protein [Thiopseudomonas alkaliphila]
HLBBFNMA_00174	CDS	432				GFA family protein [Thiopseudomonas alkaliphila]
HLBBFNMA_00175	CDS	1335				tRNA (N6-isopentenyl adenosine(37)-C2)-methylthiotransferase MiaB [Thiopseudomonas alkaliphila]
HLBBFNMA_00176	CDS	657				50S ribosomal protein L11 methyltransferase [Thiopseudomonas alkaliphila]
HLBBFNMA_00177	CDS	465				transcriptional regulator NrdR [Thiopseudomonas alkaliphila]
HLBBFNMA_00178	CDS	1104				bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase RibD [Thiopseudomonas alkaliphila]
HLBBFNMA_00179	CDS	528				bifunctional adenosylcobinamide kinase/adenosylcobinamide-phosphate guanylyltransferase [Thiopseudomonas alkaliphila]
HLBBFNMA_00180	CDS	1122				nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase [Thiopseudomonas alkaliphila]
HLBBFNMA_00181	CDS	570				alpha-ribazole phosphatase family protein [Thiopseudomonas alkaliphila]
HLBBFNMA_00182	CDS	741				adenosylcobinamide-GDP ribazoletransferase [Thiopseudomonas alkaliphila]
HLBBFNMA_00183	CDS	207				hypothetical protein [Thiopseudomonas alkaliphila]
HLBBFNMA_00184	CDS	1911				TonB-dependent receptor [Thiopseudomonas alkaliphila]
HLBBFNMA_00185	CDS	480				NYN domain-containing protein [Thiopseudomonas alkaliphila]
HLBBFNMA_00186	CDS	705				SPOR domain-containing protein [Thiopseudomonas alkaliphila]
HLBBFNMA_00187	CDS	1743				arginine--tRNA ligase [Thiopseudomonas alkaliphila]
HLBBFNMA_00188	CDS	2220				primosomal protein N' [Thiopseudomonas alkaliphila]
HLBBFNMA_00189	CDS	1302				glutathionylspermidine synthase family protein [Thiopseudomonas alkaliphila]
HLBBFNMA_00190	CDS	549				hypothetical protein [Thiopseudomonas alkaliphila]
HLBBFNMA_00191	CDS	681				lytic transglycosylase domain-containing protein [Thiopseudomonas alkaliphila]
HLBBFNMA_00192	CDS	459				NUDIX hydrolase [Thiopseudomonas alkaliphila]
HLBBFNMA_00193	CDS	1254				NADP-dependent isocitrate dehydrogenase [Thiopseudomonas alkaliphila]
HLBBFNMA_00194	CDS	567				Smr/MutS family protein [Thiopseudomonas alkaliphila]
HLBBFNMA_00195	CDS	1092				chorismate synthase [Thiopseudomonas alkaliphila]
HLBBFNMA_00196	CDS	1191				MFS transporter [Thiopseudomonas alkaliphila]
HLBBFNMA_00197	CDS	621				methylthioribulose 1-phosphate dehydratase [Thiopseudomonas alkaliphila]
HLBBFNMA_00198	CDS	552				acireductone dioxygenase [Thiopseudomonas alkaliphila]
HLBBFNMA_00199	CDS	678				acireductone synthase [Thiopseudomonas alkaliphila]
HLBBFNMA_00200	CDS	582				Fe-S biogenesis protein NfuA [Thiopseudomonas alkaliphila]
HLBBFNMA_00201	CDS	279				integration host factor subunit beta [Thiopseudomonas alkaliphila]
HLBBFNMA_00202	CDS	333				LapA family protein [Thiopseudomonas alkaliphila]
HLBBFNMA_00203	CDS	825				hypothetical protein [Thiopseudomonas alkaliphila]
HLBBFNMA_00204	CDS	579				YecA family protein [Thiopseudomonas alkaliphila]
HLBBFNMA_00205	CDS	471				TlpA disulfide reductase family protein [Thiopseudomonas alkaliphila]
HLBBFNMA_00206	CDS	354				arsenate reductase (glutaredoxin) [Thiopseudomonas alkaliphila]
HLBBFNMA_00207	CDS	597				NAD(P)H:quinone oxidoreductase [Thiopseudomonas alkaliphila]
HLBBFNMA_00208	CDS	408				hypothetical protein
HLBBFNMA_00209	CDS	948				thioredoxin-disulfide reductase [Thiopseudomonas alkaliphila]
HLBBFNMA_00210	CDS	759				sulfate transporter CysZ [Thiopseudomonas alkaliphila]
HLBBFNMA_00211	CDS	1932				transglycosylase SLT domain-containing protein [Thiopseudomonas alkaliphila]
HLBBFNMA_00212	CDS	1269				hypothetical protein [Thiopseudomonas alkaliphila]
HLBBFNMA_00213	CDS	681				sulfite exporter TauE/SafE family protein [Thiopseudomonas alkaliphila]
HLBBFNMA_00214	CDS	222				cbb3-type cytochrome oxidase assembly protein CcoS [Thiopseudomonas alkaliphila]
HLBBFNMA_00215	CDS	2409				heavy metal translocating P-type ATPase [Thiopseudomonas alkaliphila]
HLBBFNMA_00216	CDS	516				FixH family protein [Thiopseudomonas alkaliphila]
HLBBFNMA_00217	CDS	1410				cytochrome c oxidase accessory protein CcoG [Thiopseudomonas alkaliphila]
HLBBFNMA_00218	CDS	915				cytochrome-c oxidase, cbb3-type subunit III [Thiopseudomonas alkaliphila]
HLBBFNMA_00219	CDS	612				cytochrome-c oxidase, cbb3-type subunit II [Thiopseudomonas alkaliphila]
HLBBFNMA_00220	CDS	1506				cytochrome-c oxidase, cbb3-type subunit I [Thiopseudomonas alkaliphila]
HLBBFNMA_00221	CDS	666				alpha/beta hydrolase [Thiopseudomonas alkaliphila]
HLBBFNMA_00222	CDS	879				NAD(P)-dependent oxidoreductase [Thiopseudomonas alkaliphila]
HLBBFNMA_00223	CDS	252				YkgJ family cysteine cluster protein [Thiopseudomonas alkaliphila]
HLBBFNMA_00224	CDS	594				START domain-containing protein [Thiopseudomonas alkaliphila]
HLBBFNMA_00225	CDS	1284				citrate synthase [Thiopseudomonas alkaliphila]
HLBBFNMA_00226	CDS	414				succinate dehydrogenase, cytochrome b556 subunit [Thiopseudomonas alkaliphila]
HLBBFNMA_00227	CDS	369				succinate dehydrogenase, hydrophobic membrane anchor protein [Thiopseudomonas alkaliphila]
HLBBFNMA_00228	CDS	1773				succinate dehydrogenase flavoprotein subunit [Thiopseudomonas alkaliphila]
HLBBFNMA_00229	CDS	720				succinate dehydrogenase iron-sulfur subunit [Thiopseudomonas alkaliphila]
HLBBFNMA_00230	CDS	93				hypothetical protein
HLBBFNMA_00231	CDS	2838				2-oxoglutarate dehydrogenase E1 component [Thiopseudomonas alkaliphila]
HLBBFNMA_00232	CDS	1197				2-oxoglutarate dehydrogenase complex dihydrolipoyllysine-residue succinyltransferase [Thiopseudomonas alkaliphila]
HLBBFNMA_00233	CDS	1437				dihydrolipoyl dehydrogenase [Thiopseudomonas alkaliphila]
HLBBFNMA_00234	CDS	1170				ADP-forming succinate--CoA ligase subunit beta [Thiopseudomonas alkaliphila]
HLBBFNMA_00235	CDS	888				succinate--CoA ligase subunit alpha [Thiopseudomonas alkaliphila]
HLBBFNMA_00236	CDS	1317				branched-chain amino acid transport system II carrier protein [Thiopseudomonas alkaliphila]
HLBBFNMA_00237	CDS	2535				hypothetical protein
HLBBFNMA_00238	CDS	588				TIGR01841 family phasin [Thiopseudomonas alkaliphila]
HLBBFNMA_00239	CDS	369				carboxymuconolactone decarboxylase family protein [Thiopseudomonas alkaliphila]
HLBBFNMA_00240	CDS	402				MerR family DNA-binding transcriptional regulator [Thiopseudomonas alkaliphila]
HLBBFNMA_00241	CDS	630				CoA transferase subunit B [Thiopseudomonas alkaliphila]
HLBBFNMA_00242	CDS	696				CoA transferase subunit A [Thiopseudomonas alkaliphila]
HLBBFNMA_00243	CDS	906				hydroxymethylglutaryl-CoA lyase [Thiopseudomonas alkaliphila]
HLBBFNMA_00244	CDS	1956				acetyl/propionyl/methylcrotonyl-CoA carboxylase subunit alpha [Thiopseudomonas alkaliphila]
HLBBFNMA_00245	CDS	795				gamma-carboxygeranoyl-CoA hydratase [Thiopseudomonas alkaliphila]
HLBBFNMA_00246	CDS	1608				carboxyl transferase domain-containing protein [Thiopseudomonas alkaliphila]
HLBBFNMA_00247	CDS	1164				isovaleryl-CoA dehydrogenase [Thiopseudomonas alkaliphila]
HLBBFNMA_00248	CDS	1680				AMP-binding protein [Thiopseudomonas alkaliphila]
HLBBFNMA_00249	CDS	585				peroxidase-related enzyme [Thiopseudomonas alkaliphila]
HLBBFNMA_00250	CDS	1248				OprD family porin [Thiopseudomonas alkaliphila]
HLBBFNMA_00251	CDS	786				ABC transporter ATP-binding protein [Thiopseudomonas alkaliphila]
HLBBFNMA_00252	CDS	717				ABC transporter ATP-binding protein [Thiopseudomonas alkaliphila]
HLBBFNMA_00253	CDS	1212				ABC transporter substrate-binding protein [Thiopseudomonas alkaliphila]
HLBBFNMA_00254	CDS	888				branched-chain amino acid ABC transporter permease [Thiopseudomonas alkaliphila]
HLBBFNMA_00255	CDS	1005				branched-chain amino acid ABC transporter permease [Thiopseudomonas alkaliphila]
HLBBFNMA_00256	CDS	921				transcriptional regulator MetR [Thiopseudomonas alkaliphila]
HLBBFNMA_00257	CDS	819				endonuclease/exonuclease/phosphatase family protein [Thiopseudomonas alkaliphila]
HLBBFNMA_00258	CDS	798				PhzF family phenazine biosynthesis protein [Thiopseudomonas alkaliphila]
HLBBFNMA_00259	CDS	192				YqaE/Pmp3 family membrane protein [Thiopseudomonas alkaliphila]
HLBBFNMA_00260	CDS	714				5,6-dimethylbenzimidazole synthase [Thiopseudomonas alkaliphila]
HLBBFNMA_00261	CDS	1392	cobQ			Cobyric acid synthase
HLBBFNMA_00262	CDS	609				cob(I)yrinic acid a,c-diamide adenosyltransferase [Thiopseudomonas alkaliphila]
HLBBFNMA_00263	CDS	765				ABC transporter ATP-binding protein [Thiopseudomonas alkaliphila]
HLBBFNMA_00264	CDS	960				iron ABC transporter permease [Thiopseudomonas alkaliphila]
HLBBFNMA_00265	CDS	927				cobalamin-binding protein [Thiopseudomonas alkaliphila]
HLBBFNMA_00266	CDS	1020				threonine-phosphate decarboxylase CobD [Thiopseudomonas alkaliphila]
HLBBFNMA_00267	CDS	939				adenosylcobinamide-phosphate synthase CbiB [Thiopseudomonas alkaliphila]
HLBBFNMA_00268	CDS	360				hypothetical protein [Thiopseudomonas alkaliphila]
HLBBFNMA_00269	CDS	462				GNAT family N-acetyltransferase [Thiopseudomonas alkaliphila]
HLBBFNMA_00270	CDS	1383				NAD(P)/FAD-dependent oxidoreductase [Thiopseudomonas alkaliphila]
HLBBFNMA_00271	CDS	423				carboxymuconolactone decarboxylase family protein [Thiopseudomonas alkaliphila]
HLBBFNMA_00272	CDS	1431				cardiolipin synthase [Thiopseudomonas alkaliphila]
HLBBFNMA_00273	CDS	660				heme-binding beta-barrel domain-containing protein [Thiopseudomonas alkaliphila]
HLBBFNMA_00274	CDS	618				hemolysin III family protein [Thiopseudomonas alkaliphila]
HLBBFNMA_00275	CDS	963				hypothetical protein
HLBBFNMA_00276	CDS	951				hypothetical protein
HLBBFNMA_00277	CDS	1209				multidrug effflux MFS transporter [Thiopseudomonas alkaliphila]
HLBBFNMA_00278	CDS	1044				putative sulfate exporter family transporter [Thiopseudomonas alkaliphila]
HLBBFNMA_00279	CDS	1437				M48 family metalloprotease [Thiopseudomonas alkaliphila]
HLBBFNMA_00280	CDS	240				sulfurtransferase TusA family protein [Thiopseudomonas alkaliphila]
HLBBFNMA_00281	CDS	477				peroxiredoxin [Thiopseudomonas alkaliphila]
HLBBFNMA_00282	CDS	561				glycine cleavage system protein R [Thiopseudomonas alkaliphila]
HLBBFNMA_00283	CDS	879				4-hydroxy-tetrahydrodipicolinate synthase [Thiopseudomonas alkaliphila]
HLBBFNMA_00284	CDS	1071				outer membrane protein assembly factor BamC [Thiopseudomonas alkaliphila]
HLBBFNMA_00285	CDS	876				phosphoribosylaminoimidazolesuccinocarboxamide synthase [Thiopseudomonas alkaliphila]
HLBBFNMA_00286	CDS	1404				ATP-dependent RNA helicase RhlB [Thiopseudomonas alkaliphila]
