locus_tag	ftype	length_bp	gene	EC_number	COG	product
LPFGMFKG_00048	CDS	1062				hypothetical protein [Thiopseudomonas alkaliphila]
LPFGMFKG_00049	CDS	801				TonB family protein [Thiopseudomonas alkaliphila]
LPFGMFKG_00050	CDS	414				biopolymer transporter ExbD [Thiopseudomonas alkaliphila]
LPFGMFKG_00051	CDS	552				MotA/TolQ/ExbB proton channel family protein [Thiopseudomonas alkaliphila]
LPFGMFKG_00052	CDS	1344				MotA/TolQ/ExbB proton channel family protein [Thiopseudomonas alkaliphila]
LPFGMFKG_00053	CDS	774				hypothetical protein
LPFGMFKG_00054	CDS	783				class II glutamine amidotransferase [Thiopseudomonas alkaliphila]
LPFGMFKG_00055	CDS	552				MFS transporter [Thiopseudomonas alkaliphila]
LPFGMFKG_00056	CDS	1098				DNA polymerase IV [Thiopseudomonas alkaliphila]
LPFGMFKG_00057	tRNA	77				tRNA-Met(cat)
LPFGMFKG_00058	CDS	150				hypothetical protein [Thiopseudomonas alkaliphila]
LPFGMFKG_00059	CDS	249				hypothetical protein [Thiopseudomonas alkaliphila]
LPFGMFKG_00060	CDS	1275				aromatic amino acid transporter [Thiopseudomonas alkaliphila]
LPFGMFKG_00061	CDS	543				rhodanese-like domain-containing protein [Thiopseudomonas alkaliphila]
LPFGMFKG_00062	CDS	858				NAD-dependent epimerase/dehydratase family protein [Thiopseudomonas alkaliphila]
LPFGMFKG_00063	CDS	924				hydrogen peroxide-inducible genes activator [Thiopseudomonas alkaliphila]
LPFGMFKG_00064	CDS	2079				ATP-dependent DNA helicase RecG [Thiopseudomonas alkaliphila]
LPFGMFKG_00065	CDS	1161				iron-containing alcohol dehydrogenase [Thiopseudomonas alkaliphila]
LPFGMFKG_00066	CDS	663				YdcF family protein [Thiopseudomonas alkaliphila]
LPFGMFKG_00067	CDS	1983				ligand-gated channel protein [Thiopseudomonas alkaliphila]
LPFGMFKG_00068	CDS	528				class I SAM-dependent methyltransferase [Thiopseudomonas alkaliphila]
LPFGMFKG_00069	CDS	264				hypothetical protein [Thiopseudomonas alkaliphila]
LPFGMFKG_00070	CDS	291				hypothetical protein [Thiopseudomonas alkaliphila]
LPFGMFKG_00071	CDS	666				heme ABC transporter ATP-binding protein [Thiopseudomonas alkaliphila]
LPFGMFKG_00072	CDS	501				hypothetical protein [Thiopseudomonas alkaliphila]
LPFGMFKG_00073	CDS	540				hypothetical protein [Thiopseudomonas alkaliphila]
LPFGMFKG_00074	CDS	102				hypothetical protein
LPFGMFKG_00075	CDS	405				hypothetical protein [Thiopseudomonas alkaliphila]
LPFGMFKG_00076	CDS	636				restriction endonuclease subunit S [Thiopseudomonas alkaliphila]
LPFGMFKG_00077	CDS	1533				type I restriction-modification system subunit M [Thiopseudomonas alkaliphila]
LPFGMFKG_00078	CDS	102				hypothetical protein
LPFGMFKG_00079	CDS	879				DNA damage-inducible protein D [Thiopseudomonas alkaliphila]
LPFGMFKG_00080	CDS	792				Fic family protein [Thiopseudomonas alkaliphila]
LPFGMFKG_00081	CDS	1179				restriction endonuclease subunit S [Thiopseudomonas alkaliphila]
LPFGMFKG_00082	CDS	1791				anti-phage dCTP deaminase [Thiopseudomonas alkaliphila]
LPFGMFKG_00083	CDS	1971				ATP-binding protein [Thiopseudomonas alkaliphila]
LPFGMFKG_00084	CDS	3282				type I restriction endonuclease subunit R [Thiopseudomonas alkaliphila]
LPFGMFKG_00085	CDS	753				SprT family zinc-dependent metalloprotease [Thiopseudomonas alkaliphila]
LPFGMFKG_00086	tRNA	77				tRNA-Arg(ccg)
LPFGMFKG_00087	CDS	1182				acyl-CoA dehydrogenase [Thiopseudomonas alkaliphila]
LPFGMFKG_00088	CDS	492				hypothetical protein [Thiopseudomonas alkaliphila]
LPFGMFKG_00089	CDS	720				16S rRNA (uracil(1498)-N(3))-methyltransferase [Thiopseudomonas alkaliphila]
LPFGMFKG_00090	CDS	2298				phosphoenolpyruvate--protein phosphotransferase [Thiopseudomonas alkaliphila]
LPFGMFKG_00091	CDS	480				RNA pyrophosphohydrolase [Thiopseudomonas alkaliphila]
LPFGMFKG_00092	CDS	657				HAD family hydrolase [Thiopseudomonas alkaliphila]
LPFGMFKG_00093	CDS	684				hypothetical protein [Thiopseudomonas alkaliphila]
LPFGMFKG_00094	CDS	207				(2Fe-2S)-binding protein [Thiopseudomonas alkaliphila]
LPFGMFKG_00095	CDS	480				bacterioferritin [Thiopseudomonas alkaliphila]
LPFGMFKG_00096	CDS	1371				hypothetical protein
LPFGMFKG_00097	CDS	1419				hypothetical protein
LPFGMFKG_00098	CDS	525				dihydrofolate reductase [Thiopseudomonas alkaliphila]
LPFGMFKG_00099	CDS	351				DMT family protein [Thiopseudomonas alkaliphila]
LPFGMFKG_00100	CDS	591				hypothetical protein
LPFGMFKG_00101	CDS	897				acetylglutamate kinase [Thiopseudomonas alkaliphila]
LPFGMFKG_00102	CDS	2469				phosphomannomutase/phosphoglucomutase [Thiopseudomonas alkaliphila]
LPFGMFKG_00103	CDS	456				dUTP diphosphatase [Thiopseudomonas alkaliphila]
LPFGMFKG_00104	CDS	1209				bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC [Thiopseudomonas alkaliphila]
LPFGMFKG_00105	CDS	675				DNA repair protein RadC [Thiopseudomonas alkaliphila]
LPFGMFKG_00106	CDS	237				50S ribosomal protein L28 [Thiopseudomonas alkaliphila]
LPFGMFKG_00107	CDS	156				50S ribosomal protein L33 [Thiopseudomonas alkaliphila]
LPFGMFKG_00108	CDS	489				Lrp/AsnC ligand binding domain-containing protein [Thiopseudomonas alkaliphila]
LPFGMFKG_00109	CDS	1254				D-amino acid dehydrogenase [Thiopseudomonas alkaliphila]
LPFGMFKG_00110	CDS	1071				alanine racemase [Thiopseudomonas alkaliphila]
LPFGMFKG_00111	CDS	432				c-type cytochrome [Thiopseudomonas alkaliphila]
LPFGMFKG_00112	CDS	624				LysE/ArgO family amino acid transporter [Thiopseudomonas alkaliphila]
LPFGMFKG_00113	CDS	582				superoxide dismutase [Fe] [Thiopseudomonas alkaliphila]
LPFGMFKG_00114	CDS	621				hypothetical protein
LPFGMFKG_00115	CDS	429				hypothetical protein
LPFGMFKG_00116	CDS	1518				PilW family protein [Thiopseudomonas alkaliphila]
LPFGMFKG_00117	CDS	519				hypothetical protein [Thiopseudomonas alkaliphila]
LPFGMFKG_00118	CDS	3729				PilC/PilY family type IV pilus protein [Thiopseudomonas alkaliphila]
LPFGMFKG_00119	CDS	420				type IV pilin protein [Thiopseudomonas alkaliphila]
LPFGMFKG_00120	CDS	390				hypothetical protein
LPFGMFKG_00121	CDS	327				IS1380 family transposase ISPsp9
LPFGMFKG_00122	CDS	147				hypothetical protein
LPFGMFKG_00123	CDS	1782				hypothetical protein [Thiopseudomonas alkaliphila]
LPFGMFKG_00124	CDS	714				OmpA family protein [Thiopseudomonas alkaliphila]
LPFGMFKG_00125	CDS	1095				HNH endonuclease signature motif containing protein [Thiopseudomonas alkaliphila]
LPFGMFKG_00126	CDS	1125				hypothetical protein
LPFGMFKG_00127	CDS	813				hypothetical protein
LPFGMFKG_00128	CDS	708				hypothetical protein [Thiopseudomonas alkaliphila]
LPFGMFKG_00129	CDS	582				hypothetical protein [Thiopseudomonas alkaliphila]
LPFGMFKG_00130	CDS	477				hypothetical protein
LPFGMFKG_00131	CDS	540				hypothetical protein
LPFGMFKG_00132	CDS	1008				hypothetical protein [Thiopseudomonas alkaliphila]
LPFGMFKG_00133	CDS	960				IS1380 family transposase ISPsp9
LPFGMFKG_00134	CDS	291				hypothetical protein
LPFGMFKG_00135	CDS	162				anaerobic ribonucleoside-triphosphate reductase [Thiopseudomonas alkaliphila]
LPFGMFKG_00136	CDS	483				hypothetical protein
LPFGMFKG_00137	CDS	510				SCP2 sterol-binding domain-containing protein [Thiopseudomonas alkaliphila]
LPFGMFKG_00138	CDS	132				hypothetical protein
LPFGMFKG_00139	CDS	702				hypothetical protein
LPFGMFKG_00140	CDS	663				tRNA 5-hydroxyuridine modification protein YegQ [Thiopseudomonas alkaliphila]
LPFGMFKG_00141	CDS	174	yhbU	3.4.-.-	COG0826	putative protease YhbU
LPFGMFKG_00142	CDS	951				adenosine deaminase [Thiopseudomonas alkaliphila]
LPFGMFKG_00143	CDS	1008				alpha/beta hydrolase [Thiopseudomonas alkaliphila]
LPFGMFKG_00144	CDS	633				hypothetical protein
LPFGMFKG_00145	CDS	1680				NAD-dependent DNA ligase LigB [Thiopseudomonas alkaliphila]
LPFGMFKG_00146	CDS	1476				hypothetical protein
LPFGMFKG_00147	CDS	477				hypothetical protein [Thiopseudomonas alkaliphila]
LPFGMFKG_00148	CDS	1521				threonine ammonia-lyase, biosynthetic [Thiopseudomonas alkaliphila]
LPFGMFKG_00149	CDS	675				ribose-5-phosphate isomerase RpiA [Thiopseudomonas alkaliphila]
LPFGMFKG_00150	CDS	366				VanZ family protein [Thiopseudomonas alkaliphila]
LPFGMFKG_00151	CDS	1053				asparaginase [Thiopseudomonas alkaliphila]
LPFGMFKG_00152	CDS	885				EamA family transporter [Thiopseudomonas alkaliphila]
LPFGMFKG_00153	CDS	417				hypothetical protein [Thiopseudomonas alkaliphila]
LPFGMFKG_00154	CDS	396				hypothetical protein
LPFGMFKG_00155	CDS	639				YiiX/YebB-like N1pC/P60 family cysteine hydrolase [Thiopseudomonas alkaliphila]
LPFGMFKG_00156	CDS	630				LysE family translocator [Thiopseudomonas alkaliphila]
LPFGMFKG_00157	CDS	1839				ABC transporter ATP-binding protein [Thiopseudomonas alkaliphila]
LPFGMFKG_00158	CDS	1131				HPP family protein [Thiopseudomonas alkaliphila]
LPFGMFKG_00159	CDS	1191				NnrS family protein [Thiopseudomonas alkaliphila]
LPFGMFKG_00160	CDS	366				MerR family transcriptional regulator [Thiopseudomonas alkaliphila]
LPFGMFKG_00161	CDS	861				alpha/beta fold hydrolase [Thiopseudomonas alkaliphila]
LPFGMFKG_00162	CDS	3243				type I restriction endonuclease subunit R [Thiopseudomonas alkaliphila]
LPFGMFKG_00163	CDS	1389				DNA-processing protein DprA [Thiopseudomonas alkaliphila]
LPFGMFKG_00164	CDS	2100				RecQ family ATP-dependent DNA helicase [Thiopseudomonas alkaliphila]
LPFGMFKG_00165	CDS	1218				restriction endonuclease subunit S [Thiopseudomonas alkaliphila]
LPFGMFKG_00166	CDS	2142				N-6 DNA methylase [Thiopseudomonas alkaliphila]
LPFGMFKG_00167	CDS	225				helix-turn-helix domain-containing protein [Thiopseudomonas alkaliphila]
LPFGMFKG_00168	CDS	447				PACE efflux transporter [Thiopseudomonas alkaliphila]
LPFGMFKG_00169	CDS	336				IS3 family transposase ISVch4
LPFGMFKG_00170	CDS	345				hypothetical protein
LPFGMFKG_00171	CDS	324				hypothetical protein
LPFGMFKG_00172	CDS	609				dynamin family protein [Thiopseudomonas alkaliphila]
LPFGMFKG_00173	CDS	2289				dynamin family protein [Thiopseudomonas alkaliphila]
LPFGMFKG_00174	CDS	954				hypothetical protein [Thiopseudomonas alkaliphila]
LPFGMFKG_00175	CDS	3234				ATP-binding protein [Thiopseudomonas alkaliphila]
LPFGMFKG_00176	CDS	672				HNH endonuclease [Thiopseudomonas alkaliphila]
LPFGMFKG_00177	CDS	399				SMI1/KNR4 family protein [Thiopseudomonas alkaliphila]
LPFGMFKG_00178	CDS	606				cytochrome c biogenesis heme-transporting ATPase CcmA [Thiopseudomonas alkaliphila]
LPFGMFKG_00179	CDS	669				heme exporter protein CcmB [Thiopseudomonas alkaliphila]
LPFGMFKG_00180	CDS	750				heme ABC transporter permease [Thiopseudomonas alkaliphila]
LPFGMFKG_00181	CDS	177				heme exporter protein CcmD [Thiopseudomonas alkaliphila]
LPFGMFKG_00182	CDS	504				cytochrome c maturation protein CcmE [Thiopseudomonas alkaliphila]
LPFGMFKG_00183	CDS	1995				heme lyase CcmF/NrfE family subunit [Thiopseudomonas alkaliphila]
LPFGMFKG_00184	CDS	540				DsbE family thiol:disulfide interchange protein [Thiopseudomonas alkaliphila]
LPFGMFKG_00185	CDS	501				cytochrome c-type biogenesis protein CcmH [Thiopseudomonas alkaliphila]
LPFGMFKG_00186	CDS	1245				c-type cytochrome biogenesis protein CcmI [Thiopseudomonas alkaliphila]
LPFGMFKG_00187	CDS	960				putative 2-dehydropantoate 2-reductase [Thiopseudomonas alkaliphila]
LPFGMFKG_00188	CDS	624				OmpA family protein [Thiopseudomonas alkaliphila]
LPFGMFKG_00189	CDS	654				pyridoxamine 5'-phosphate oxidase [Thiopseudomonas alkaliphila]
LPFGMFKG_00190	CDS	261				hypothetical protein [Thiopseudomonas alkaliphila]
LPFGMFKG_00191	CDS	462				hypothetical protein [Thiopseudomonas alkaliphila]
LPFGMFKG_00192	CDS	921				universal stress protein [Thiopseudomonas alkaliphila]
LPFGMFKG_00193	CDS	951				rhodanese-like domain-containing protein [Thiopseudomonas alkaliphila]
LPFGMFKG_00194	CDS	1092				YeeE/YedE family protein [Thiopseudomonas alkaliphila]
LPFGMFKG_00195	CDS	168				hypothetical protein [Thiopseudomonas alkaliphila]
LPFGMFKG_00196	CDS	402				ArsC/Spx/MgsR family protein [Thiopseudomonas alkaliphila]
LPFGMFKG_00197	CDS	270				hypothetical protein
LPFGMFKG_00198	CDS	3696				methionine synthase [Thiopseudomonas alkaliphila]
LPFGMFKG_00199	CDS	2292				fatty acid cis/trans isomerase [Thiopseudomonas alkaliphila]
LPFGMFKG_00200	CDS	249				glutaredoxin family protein [Thiopseudomonas alkaliphila]
LPFGMFKG_00201	CDS	774				ferredoxin--NADP reductase [Thiopseudomonas alkaliphila]
LPFGMFKG_00202	CDS	2376				insulinase family protein [Thiopseudomonas alkaliphila]
LPFGMFKG_00203	CDS	2175				bifunctional 23S rRNA (guanine(2069)-N(7))-methyltransferase RlmK/23S rRNA (guanine(2445)-N(2))-methyltransferase RlmL [Thiopseudomonas alkaliphila]
LPFGMFKG_00204	CDS	1134				pseudouridine synthase [Thiopseudomonas alkaliphila]
LPFGMFKG_00205	CDS	123				hypothetical protein
LPFGMFKG_00206	CDS	2235				membrane-bound PQQ-dependent dehydrogenase, glucose/quinate/shikimate family [Thiopseudomonas alkaliphila]
LPFGMFKG_00207	CDS	2610				bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase [Thiopseudomonas alkaliphila]
LPFGMFKG_00208	CDS	705				4'-phosphopantetheinyl transferase superfamily protein [Thiopseudomonas alkaliphila]
LPFGMFKG_00209	CDS	702				hypothetical protein [Thiopseudomonas alkaliphila]
LPFGMFKG_00210	CDS	1275				hypothetical protein [Thiopseudomonas alkaliphila]
LPFGMFKG_00211	CDS	543				ATP/GTP-binding protein [Thiopseudomonas alkaliphila]
LPFGMFKG_00212	CDS	642				hypothetical protein [Thiopseudomonas alkaliphila]
LPFGMFKG_00213	CDS	363				roadblock/LC7 domain-containing protein [Thiopseudomonas alkaliphila]
LPFGMFKG_00214	CDS	480				hemerythrin domain-containing protein [Thiopseudomonas alkaliphila]
LPFGMFKG_00215	CDS	942				tRNA dihydrouridine(20/20a) synthase DusA [Thiopseudomonas alkaliphila]
LPFGMFKG_00216	CDS	1437				protease Lon-related BREX system protein BrxL [Thiopseudomonas alkaliphila]
LPFGMFKG_00217	CDS	429				hypothetical protein
LPFGMFKG_00218	CDS	387				IS3 family transposase [Thiopseudomonas alkaliphila]
LPFGMFKG_00219	CDS	816				IS3 family transposase [Thiopseudomonas alkaliphila]
LPFGMFKG_00220	CDS	942				WYL domain-containing protein [Thiopseudomonas alkaliphila]
LPFGMFKG_00221	CDS	1560				type I restriction-modification system subunit M [Thiopseudomonas alkaliphila]
LPFGMFKG_00222	CDS	1224				restriction endonuclease subunit S [Thiopseudomonas alkaliphila]
LPFGMFKG_00223	CDS	1206				AAA family ATPase [Thiopseudomonas alkaliphila]
LPFGMFKG_00224	CDS	3114				type I restriction endonuclease subunit R [Thiopseudomonas alkaliphila]
LPFGMFKG_00225	CDS	1260				SIR2 family protein [Thiopseudomonas alkaliphila]
LPFGMFKG_00226	CDS	1740				ATP-binding protein [Thiopseudomonas alkaliphila]
LPFGMFKG_00227	CDS	477				IS3 family transposase [Thiopseudomonas alkaliphila]
LPFGMFKG_00228	CDS	1455	mdoB	2.7.8.20		Phosphoglycerol transferase I
LPFGMFKG_00229	CDS	192				hypothetical protein
LPFGMFKG_00230	CDS	303				hypothetical protein [Thiopseudomonas alkaliphila]
LPFGMFKG_00231	CDS	834				ABC transporter permease subunit [Thiopseudomonas alkaliphila]
LPFGMFKG_00232	CDS	912				ABC transporter permease subunit [Thiopseudomonas alkaliphila]
LPFGMFKG_00233	CDS	1155				polyamine ABC transporter ATP-binding protein [Thiopseudomonas alkaliphila]
LPFGMFKG_00234	CDS	1089				polyamine ABC transporter substrate-binding protein [Thiopseudomonas alkaliphila]
LPFGMFKG_00235	CDS	1110				polyamine ABC transporter substrate-binding protein [Thiopseudomonas alkaliphila]
LPFGMFKG_00236	CDS	465				cytochrome c [Thiopseudomonas alkaliphila]
LPFGMFKG_00237	CDS	450				peptidoglycan-binding protein LysM [Thiopseudomonas alkaliphila]
LPFGMFKG_00238	CDS	1590				GMC family oxidoreductase [Thiopseudomonas alkaliphila]
LPFGMFKG_00239	CDS	543				twin-arginine translocation signal domain-containing protein [Thiopseudomonas alkaliphila]
LPFGMFKG_00240	CDS	1434				coniferyl aldehyde dehydrogenase [Thiopseudomonas alkaliphila]
LPFGMFKG_00241	CDS	981				metalloregulator ArsR/SmtB family transcription factor [Thiopseudomonas alkaliphila]
LPFGMFKG_00242	CDS	1191				methionine adenosyltransferase [Thiopseudomonas alkaliphila]
LPFGMFKG_00243	CDS	195				hypothetical protein [Thiopseudomonas alkaliphila]
LPFGMFKG_00244	CDS	387				ribosome-associated heat shock protein Hsp15 [Thiopseudomonas alkaliphila]
LPFGMFKG_00245	CDS	486				protein-export chaperone SecB [Thiopseudomonas alkaliphila]
LPFGMFKG_00246	CDS	255				glutaredoxin 3 [Thiopseudomonas alkaliphila]
LPFGMFKG_00247	CDS	420				rhodanese-like domain-containing protein [Thiopseudomonas alkaliphila]
LPFGMFKG_00248	CDS	1536				2,3-bisphosphoglycerate-independent phosphoglycerate mutase [Thiopseudomonas alkaliphila]
LPFGMFKG_00249	CDS	1422				peptidoglycan DD-metalloendopeptidase family protein [Thiopseudomonas alkaliphila]
LPFGMFKG_00250	CDS	1347				S41 family peptidase [Thiopseudomonas alkaliphila]
LPFGMFKG_00251	CDS	456				hypothetical protein [Thiopseudomonas alkaliphila]
LPFGMFKG_00252	CDS	780				imidazole glycerol phosphate synthase subunit HisF [Thiopseudomonas alkaliphila]
LPFGMFKG_00253	CDS	735				1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase [Thiopseudomonas alkaliphila]
LPFGMFKG_00254	CDS	636				imidazole glycerol phosphate synthase subunit HisH [Thiopseudomonas alkaliphila]
LPFGMFKG_00255	CDS	594				imidazoleglycerol-phosphate dehydratase HisB [Thiopseudomonas alkaliphila]
LPFGMFKG_00256	CDS	399				acetyl-CoA sensor PanZ family protein [Thiopseudomonas alkaliphila]
LPFGMFKG_00257	CDS	2265				AsmA family protein [Thiopseudomonas alkaliphila]
LPFGMFKG_00258	CDS	1065				A/G-specific adenine glycosylase [Thiopseudomonas alkaliphila]
LPFGMFKG_00259	CDS	273				oxidative damage protection protein [Thiopseudomonas alkaliphila]
LPFGMFKG_00260	tRNA	76				tRNA-Phe(gaa)
LPFGMFKG_00261	tRNA	75				tRNA-Gln(ttg)
LPFGMFKG_00262	CDS	996				cytochrome-c peroxidase [Thiopseudomonas alkaliphila]
LPFGMFKG_00263	CDS	1179				YbfB/YjiJ family MFS transporter [Thiopseudomonas alkaliphila]
LPFGMFKG_00264	CDS	1059				nitronate monooxygenase [Thiopseudomonas alkaliphila]
LPFGMFKG_00265	CDS	579				YceI family protein [Thiopseudomonas alkaliphila]
LPFGMFKG_00266	CDS	552				cytochrome b [Thiopseudomonas alkaliphila]
LPFGMFKG_00267	CDS	450				azurin [Thiopseudomonas alkaliphila]
LPFGMFKG_00268	CDS	465				bacterioferritin [Thiopseudomonas alkaliphila]
LPFGMFKG_00269	CDS	1065				fructose-bisphosphate aldolase class II [Thiopseudomonas alkaliphila]
LPFGMFKG_00270	CDS	1164				phosphoglycerate kinase [Thiopseudomonas alkaliphila]
LPFGMFKG_00271	CDS	1062				erythrose-4-phosphate dehydrogenase [Thiopseudomonas alkaliphila]
LPFGMFKG_00272	CDS	1998				transketolase [Thiopseudomonas alkaliphila]
LPFGMFKG_00273	CDS	741				ComF family protein [Thiopseudomonas alkaliphila]
LPFGMFKG_00274	CDS	1062				biotin synthase BioB [Thiopseudomonas alkaliphila]
LPFGMFKG_00275	CDS	1167				8-amino-7-oxononanoate synthase [Thiopseudomonas alkaliphila]
LPFGMFKG_00276	CDS	717				alpha/beta fold hydrolase [Thiopseudomonas alkaliphila]
LPFGMFKG_00277	CDS	819				malonyl-ACP O-methyltransferase BioC [Thiopseudomonas alkaliphila]
LPFGMFKG_00278	CDS	678				dethiobiotin synthase [Thiopseudomonas alkaliphila]
LPFGMFKG_00279	CDS	432				ATP-binding protein [Thiopseudomonas alkaliphila]
LPFGMFKG_00280	CDS	678				outer membrane beta-barrel protein [Thiopseudomonas alkaliphila]
LPFGMFKG_00281	CDS	780				exodeoxyribonuclease III [Thiopseudomonas alkaliphila]
LPFGMFKG_00282	CDS	642				orotate phosphoribosyltransferase [Thiopseudomonas alkaliphila]
LPFGMFKG_00283	CDS	198				heavy-metal-associated domain-containing protein [Thiopseudomonas alkaliphila]
LPFGMFKG_00284	CDS	1797				hypothetical protein
LPFGMFKG_00285	CDS	483				HEPN domain-containing protein [Thiopseudomonas alkaliphila]
LPFGMFKG_00286	CDS	360				MULTISPECIES: hypothetical protein [Pseudomonadaceae]
LPFGMFKG_00287	CDS	600				hypothetical protein [Thiopseudomonas alkaliphila]
LPFGMFKG_00288	CDS	216				hypothetical protein
LPFGMFKG_00289	CDS	606				hypothetical protein
LPFGMFKG_00290	CDS	516				RloB domain-containing protein [Thiopseudomonas alkaliphila]
LPFGMFKG_00291	CDS	1191				AAA family ATPase [Thiopseudomonas alkaliphila]
LPFGMFKG_00292	CDS	666				HEPN domain-containing protein [Thiopseudomonas alkaliphila]
LPFGMFKG_00293	CDS	816				lysophospholipid acyltransferase family protein [Thiopseudomonas alkaliphila]
LPFGMFKG_00294	CDS	540				D-glycero-beta-D-manno-heptose 1,7-bisphosphate 7-phosphatase [Thiopseudomonas alkaliphila]
LPFGMFKG_00295	CDS	2055				glycine--tRNA ligase subunit beta [Thiopseudomonas alkaliphila]
LPFGMFKG_00296	CDS	960				glycine--tRNA ligase subunit alpha [Thiopseudomonas alkaliphila]
LPFGMFKG_00297	CDS	1299				MFS transporter [Thiopseudomonas alkaliphila]
LPFGMFKG_00298	CDS	1845				Na/Pi symporter [Thiopseudomonas alkaliphila]
LPFGMFKG_00299	CDS	252				YfhL family 4Fe-4S dicluster ferredoxin [Thiopseudomonas alkaliphila]
