locus_tag	ftype	length_bp	gene	EC_number	COG	product
NHDCJNKO_00043	CDS	534				macro domain-containing protein [Thiopseudomonas alkaliphila]
NHDCJNKO_00044	CDS	1287				glutamate-1-semialdehyde 2,1-aminomutase [Thiopseudomonas alkaliphila]
NHDCJNKO_00045	CDS	618				thiamine phosphate synthase [Thiopseudomonas alkaliphila]
NHDCJNKO_00046	CDS	816				bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase [Thiopseudomonas alkaliphila]
NHDCJNKO_00047	CDS	1020				DNA polymerase III subunit delta [Thiopseudomonas alkaliphila]
NHDCJNKO_00048	CDS	606				hypothetical protein [Thiopseudomonas alkaliphila]
NHDCJNKO_00049	CDS	2619				leucine--tRNA ligase [Thiopseudomonas alkaliphila]
NHDCJNKO_00050	CDS	828				YdcF family protein [Thiopseudomonas alkaliphila]
NHDCJNKO_00051	CDS	1953				bifunctional tRNA (5-methylaminomethyl-2-thiouridine)(34)-methyltransferase MnmD/FAD-dependent 5-carboxymethylaminomethyl-2-thiouridine(34)oxidoreductase MnmC [Thiopseudomonas alkaliphila]
NHDCJNKO_00052	CDS	660				GntR family transcriptional regulator [Thiopseudomonas alkaliphila]
NHDCJNKO_00053	CDS	3495				chromosome segregation protein SMC [Thiopseudomonas alkaliphila]
NHDCJNKO_00054	CDS	1719				bifunctional isocitrate dehydrogenase kinase/phosphatase [Thiopseudomonas alkaliphila]
NHDCJNKO_00055	CDS	510				CinA family protein [Thiopseudomonas alkaliphila]
NHDCJNKO_00056	CDS	1041				recombinase RecA [Thiopseudomonas alkaliphila]
NHDCJNKO_00057	CDS	462				regulatory protein RecX [Thiopseudomonas alkaliphila]
NHDCJNKO_00058	CDS	462				hypothetical protein
NHDCJNKO_00059	CDS	486				LEA type 2 family protein [Thiopseudomonas alkaliphila]
NHDCJNKO_00060	CDS	1308				DEAD/DEAH box helicase [Thiopseudomonas alkaliphila]
NHDCJNKO_00061	CDS	888				acyl-CoA thioesterase II [Thiopseudomonas alkaliphila]
NHDCJNKO_00062	CDS	597				HAD-IA family hydrolase [Thiopseudomonas alkaliphila]
NHDCJNKO_00063	CDS	456				division/cell wall cluster transcriptional repressor MraZ [Thiopseudomonas alkaliphila]
NHDCJNKO_00064	CDS	939				16S rRNA (cytosine(1402)-N(4))-methyltransferase RsmH [Thiopseudomonas alkaliphila]
NHDCJNKO_00065	CDS	333				cell division protein FtsL [Thiopseudomonas alkaliphila]
NHDCJNKO_00066	CDS	1716				penicillin-binding protein 2 [Thiopseudomonas alkaliphila]
NHDCJNKO_00067	CDS	1470				UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase [Thiopseudomonas alkaliphila]
NHDCJNKO_00068	CDS	816				Mur ligase domain-containing protein [Thiopseudomonas alkaliphila]
NHDCJNKO_00069	CDS	1083				phospho-N-acetylmuramoyl-pentapeptide-transferase [Thiopseudomonas alkaliphila]
NHDCJNKO_00070	CDS	1347				UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase [Thiopseudomonas alkaliphila]
NHDCJNKO_00071	CDS	1209				putative lipid II flippase FtsW [Thiopseudomonas alkaliphila]
NHDCJNKO_00072	CDS	1071				undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase [Thiopseudomonas alkaliphila]
NHDCJNKO_00073	CDS	1002	murC	6.3.2.8	COG0773	UDP-N-acetylmuramate--L-alanine ligase
NHDCJNKO_00074	CDS	927				D-alanine--D-alanine ligase [Thiopseudomonas alkaliphila]
NHDCJNKO_00075	CDS	819				cell division protein FtsQ/DivIB [Thiopseudomonas alkaliphila]
NHDCJNKO_00076	CDS	1224				cell division protein FtsA [Thiopseudomonas alkaliphila]
NHDCJNKO_00077	CDS	1206				cell division protein FtsZ [Thiopseudomonas alkaliphila]
NHDCJNKO_00078	CDS	915				UDP-3-O-acyl-N-acetylglucosamine deacetylase [Thiopseudomonas alkaliphila]
NHDCJNKO_00079	CDS	468				DciA family protein [Thiopseudomonas alkaliphila]
NHDCJNKO_00080	CDS	2736				preprotein translocase subunit SecA [Thiopseudomonas alkaliphila]
NHDCJNKO_00081	CDS	1218				bifunctional glutamate N-acetyltransferase/amino-acid acetyltransferase ArgJ [Thiopseudomonas alkaliphila]
NHDCJNKO_00082	CDS	951				Nudix family hydrolase [Thiopseudomonas alkaliphila]
NHDCJNKO_00083	CDS	585				cob(I)yrinic acid a,c-diamide adenosyltransferase [Thiopseudomonas alkaliphila]
NHDCJNKO_00084	CDS	918				2-dehydropantoate 2-reductase [Thiopseudomonas alkaliphila]
NHDCJNKO_00085	CDS	480				YajQ family cyclic di-GMP-binding protein [Thiopseudomonas alkaliphila]
NHDCJNKO_00086	CDS	1272				GIY-YIG nuclease family protein [Thiopseudomonas alkaliphila]
NHDCJNKO_00087	tRNA	87				tRNA-Leu(cag)
NHDCJNKO_00088	CDS	2523	rnr	3.1.13.1	COG0557	Ribonuclease R
NHDCJNKO_00089	CDS	744				23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB [Thiopseudomonas alkaliphila]
NHDCJNKO_00090	CDS	426				30S ribosomal protein S6 [Thiopseudomonas alkaliphila]
NHDCJNKO_00091	CDS	231				30S ribosomal protein S18 [Thiopseudomonas alkaliphila]
NHDCJNKO_00092	CDS	861				hypothetical protein [Thiopseudomonas alkaliphila]
NHDCJNKO_00093	CDS	447				50S ribosomal protein L9 [Thiopseudomonas alkaliphila]
NHDCJNKO_00094	CDS	1389				replicative DNA helicase [Thiopseudomonas alkaliphila]
NHDCJNKO_00095	CDS	861				DMT family transporter [Thiopseudomonas alkaliphila]
NHDCJNKO_00096	CDS	2367				response regulator [Thiopseudomonas alkaliphila]
NHDCJNKO_00097	CDS	1287				phosphoribosylamine--glycine ligase [Thiopseudomonas alkaliphila]
NHDCJNKO_00098	CDS	1608				bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase [Thiopseudomonas alkaliphila]
NHDCJNKO_00099	CDS	312				DNA-binding transcriptional regulator Fis [Thiopseudomonas alkaliphila]
NHDCJNKO_00100	CDS	999				tRNA dihydrouridine synthase DusB [Thiopseudomonas alkaliphila]
NHDCJNKO_00101	CDS	879				50S ribosomal protein L11 methyltransferase [Thiopseudomonas alkaliphila]
NHDCJNKO_00102	CDS	1218				1-acyl-sn-glycerol-3-phosphate acyltransferase [Thiopseudomonas alkaliphila]
NHDCJNKO_00103	CDS	276				hypothetical protein
NHDCJNKO_00104	CDS	627				SOS response-associated peptidase [Thiopseudomonas alkaliphila]
NHDCJNKO_00105	CDS	273				HPr family phosphocarrier protein [Thiopseudomonas alkaliphila]
NHDCJNKO_00106	CDS	867				RNase adapter RapZ [Thiopseudomonas alkaliphila]
NHDCJNKO_00107	CDS	471				PTS IIA-like nitrogen regulatory protein PtsN [Thiopseudomonas alkaliphila]
NHDCJNKO_00108	CDS	309				ribosome-associated translation inhibitor RaiA [Thiopseudomonas alkaliphila]
NHDCJNKO_00109	CDS	1476				RNA polymerase factor sigma-54 [Thiopseudomonas alkaliphila]
NHDCJNKO_00110	tRNA	77				tRNA-Met(cat)
NHDCJNKO_00111	CDS	741				class I SAM-dependent methyltransferase [Thiopseudomonas alkaliphila]
NHDCJNKO_00112	CDS	504				hypothetical protein
NHDCJNKO_00113	CDS	567				nicotinamide riboside transporter PnuC [Thiopseudomonas alkaliphila]
NHDCJNKO_00114	CDS	525				AAA family ATPase [Thiopseudomonas alkaliphila]
NHDCJNKO_00115	CDS	444				MarR family transcriptional regulator [Thiopseudomonas alkaliphila]
NHDCJNKO_00116	CDS	1707				DHA2 family efflux MFS transporter permease subunit [Thiopseudomonas alkaliphila]
NHDCJNKO_00117	CDS	3441				transcription-repair coupling factor [Thiopseudomonas alkaliphila]
NHDCJNKO_00118	CDS	1449				glyceraldehyde-3-phosphate dehydrogenase [Thiopseudomonas alkaliphila]
NHDCJNKO_00119	CDS	1338				Na(+)-translocating NADH-quinone reductase subunit A [Thiopseudomonas alkaliphila]
NHDCJNKO_00120	CDS	1218				NADH:ubiquinone reductase (Na(+)-transporting) subunit B [Thiopseudomonas alkaliphila]
NHDCJNKO_00121	CDS	789				Na(+)-translocating NADH-quinone reductase subunit C [Thiopseudomonas alkaliphila]
NHDCJNKO_00122	CDS	669				NADH:ubiquinone reductase (Na(+)-transporting) subunit D [Thiopseudomonas alkaliphila]
NHDCJNKO_00123	CDS	609				NADH:ubiquinone reductase (Na(+)-transporting) subunit E [Thiopseudomonas alkaliphila]
NHDCJNKO_00124	CDS	1224				NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Thiopseudomonas alkaliphila]
NHDCJNKO_00125	CDS	1026				FAD:protein FMN transferase [Thiopseudomonas alkaliphila]
NHDCJNKO_00126	CDS	255				(Na+)-NQR maturation NqrM [Thiopseudomonas alkaliphila]
NHDCJNKO_00127	CDS	1392				Si-specific NAD(P)(+) transhydrogenase [Thiopseudomonas alkaliphila]
NHDCJNKO_00128	CDS	741				glycerophosphodiester phosphodiesterase [Thiopseudomonas alkaliphila]
NHDCJNKO_00129	CDS	1248				lipoprotein-releasing ABC transporter permease subunit [Thiopseudomonas alkaliphila]
NHDCJNKO_00130	CDS	699				lipoprotein-releasing ABC transporter ATP-binding protein LolD [Thiopseudomonas alkaliphila]
NHDCJNKO_00131	CDS	882				protease HtpX [Thiopseudomonas alkaliphila]
NHDCJNKO_00132	CDS	1212				pyridoxal phosphate-dependent aminotransferase [Thiopseudomonas alkaliphila]
NHDCJNKO_00133	CDS	390				peptide-methionine (R)-S-oxide reductase MsrB [Thiopseudomonas alkaliphila]
NHDCJNKO_00134	CDS	912				ATP-binding protein [Thiopseudomonas alkaliphila]
NHDCJNKO_00135	CDS	1257				HlyC/CorC family transporter [Thiopseudomonas alkaliphila]
NHDCJNKO_00136	CDS	801				cytochrome c biogenesis protein CcsA [Thiopseudomonas alkaliphila]
NHDCJNKO_00137	CDS	525				YceD family protein [Thiopseudomonas alkaliphila]
NHDCJNKO_00138	CDS	183				50S ribosomal protein L32 [Thiopseudomonas alkaliphila]
NHDCJNKO_00139	CDS	1014				phosphate acyltransferase PlsX [Thiopseudomonas alkaliphila]
NHDCJNKO_00140	CDS	939				ACP S-malonyltransferase [Thiopseudomonas alkaliphila]
NHDCJNKO_00141	CDS	744				3-oxoacyl-ACP reductase FabG [Thiopseudomonas alkaliphila]
NHDCJNKO_00142	CDS	234				acyl carrier protein [Thiopseudomonas alkaliphila]
NHDCJNKO_00143	CDS	1242				beta-ketoacyl-ACP synthase II [Thiopseudomonas alkaliphila]
NHDCJNKO_00144	CDS	819				aminodeoxychorismate lyase [Thiopseudomonas alkaliphila]
NHDCJNKO_00145	CDS	1074				endolytic transglycosylase MltG [Thiopseudomonas alkaliphila]
NHDCJNKO_00146	CDS	633				dTMP kinase [Thiopseudomonas alkaliphila]
NHDCJNKO_00147	CDS	981				DNA polymerase III subunit delta' [Thiopseudomonas alkaliphila]
NHDCJNKO_00148	CDS	345				PilZ domain-containing protein [Thiopseudomonas alkaliphila]
NHDCJNKO_00149	CDS	783				TatD family hydrolase [Thiopseudomonas alkaliphila]
NHDCJNKO_00150	CDS	3906				ATP-dependent RNA helicase HrpA [Thiopseudomonas alkaliphila]
NHDCJNKO_00151	CDS	1995				U32 family peptidase [Thiopseudomonas alkaliphila]
NHDCJNKO_00152	CDS	648				adenylate kinase [Thiopseudomonas alkaliphila]
NHDCJNKO_00153	CDS	684				tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex dimerization subunit type 1 TsaB [Thiopseudomonas alkaliphila]
NHDCJNKO_00154	CDS	804				class I SAM-dependent methyltransferase [Thiopseudomonas alkaliphila]
NHDCJNKO_00155	CDS	228				hypothetical protein
NHDCJNKO_00156	CDS	2394				type I DNA topoisomerase [Thiopseudomonas alkaliphila]
NHDCJNKO_00157	CDS	246				hypothetical protein [Thiopseudomonas alkaliphila]
NHDCJNKO_00158	CDS	903				pseudouridine synthase [Thiopseudomonas alkaliphila]
NHDCJNKO_00159	CDS	2202				TonB-dependent hemoglobin/transferrin/lactoferrin family receptor [Thiopseudomonas alkaliphila]
NHDCJNKO_00160	CDS	726				energy transducer TonB [Thiopseudomonas alkaliphila]
NHDCJNKO_00161	CDS	1104				hemin-degrading factor [Thiopseudomonas alkaliphila]
NHDCJNKO_00162	CDS	717				MotA/TolQ/ExbB proton channel family protein [Thiopseudomonas alkaliphila]
NHDCJNKO_00163	CDS	411				biopolymer transporter ExbD [Thiopseudomonas alkaliphila]
NHDCJNKO_00164	CDS	867				ABC transporter substrate-binding protein [Thiopseudomonas alkaliphila]
NHDCJNKO_00165	CDS	1035				iron chelate uptake ABC transporter family permease subunit [Thiopseudomonas alkaliphila]
NHDCJNKO_00166	CDS	768				heme ABC transporter ATP-binding protein [Thiopseudomonas alkaliphila]
NHDCJNKO_00167	CDS	927				ChaN family lipoprotein [Thiopseudomonas alkaliphila]
NHDCJNKO_00168	CDS	495				anti-virulence regulator CigR family protein [Thiopseudomonas alkaliphila]
NHDCJNKO_00169	CDS	462				hypothetical protein [Thiopseudomonas alkaliphila]
NHDCJNKO_00170	CDS	1398				argininosuccinate lyase [Thiopseudomonas alkaliphila]
NHDCJNKO_00171	CDS	1152				iron-containing alcohol dehydrogenase [Thiopseudomonas alkaliphila]
NHDCJNKO_00172	CDS	1083				calcium/sodium antiporter [Thiopseudomonas alkaliphila]
NHDCJNKO_00173	CDS	1392				DASS family sodium-coupled anion symporter [Thiopseudomonas alkaliphila]
NHDCJNKO_00174	CDS	1689				DEAD/DEAH box helicase [Thiopseudomonas alkaliphila]
NHDCJNKO_00175	CDS	342				HopJ type III effector protein [Thiopseudomonas alkaliphila]
NHDCJNKO_00176	CDS	195				hypothetical protein
NHDCJNKO_00177	CDS	714				hypothetical protein
NHDCJNKO_00178	CDS	657				phosphoribosylglycinamide formyltransferase [Thiopseudomonas alkaliphila]
NHDCJNKO_00179	CDS	1062				phosphoribosylformylglycinamidine cyclo-ligase [Thiopseudomonas alkaliphila]
NHDCJNKO_00180	CDS	864				alpha/beta fold hydrolase [Thiopseudomonas alkaliphila]
NHDCJNKO_00181	CDS	480				ribonuclease E activity regulator RraA [Thiopseudomonas alkaliphila]
NHDCJNKO_00182	CDS	1008				hypothetical protein [Thiopseudomonas alkaliphila]
NHDCJNKO_00183	CDS	312				hypothetical protein [Thiopseudomonas alkaliphila]
NHDCJNKO_00184	CDS	825				mechanosensitive ion channel [Thiopseudomonas alkaliphila]
NHDCJNKO_00185	CDS	600				RNA polymerase sigma factor SigX [Thiopseudomonas alkaliphila]
NHDCJNKO_00186	CDS	1083				OmpA family protein [Thiopseudomonas alkaliphila]
NHDCJNKO_00187	CDS	2124				YdbH domain-containing protein [Thiopseudomonas alkaliphila]
NHDCJNKO_00188	CDS	195				YnbE family lipoprotein [Thiopseudomonas alkaliphila]
NHDCJNKO_00189	CDS	345				YdbL family protein [Thiopseudomonas alkaliphila]
NHDCJNKO_00190	tRNA	77				tRNA-Pro(ggg)
NHDCJNKO_00191	CDS	738				fumarate/nitrate reduction transcriptional regulator Fnr [Thiopseudomonas alkaliphila]
NHDCJNKO_00192	CDS	393				hypothetical protein [Thiopseudomonas alkaliphila]
NHDCJNKO_00193	CDS	1215				outer membrane beta-barrel protein [Thiopseudomonas alkaliphila]
NHDCJNKO_00194	CDS	564				polysaccharide export protein [Thiopseudomonas alkaliphila]
NHDCJNKO_00195	CDS	2235				polysaccharide biosynthesis tyrosine autokinase [Thiopseudomonas alkaliphila]
NHDCJNKO_00196	CDS	753				capsular biosynthesis protein [Thiopseudomonas alkaliphila]
NHDCJNKO_00197	CDS	750				hypothetical protein [Thiopseudomonas alkaliphila]
NHDCJNKO_00198	CDS	1368				O-antigen ligase family protein [Thiopseudomonas alkaliphila]
NHDCJNKO_00199	CDS	1314				UDP-N-acetyl-D-glucosamine 6-dehydrogenase [Thiopseudomonas alkaliphila]
NHDCJNKO_00200	CDS	951				Gfo/Idh/MocA family oxidoreductase [Thiopseudomonas alkaliphila]
NHDCJNKO_00201	CDS	585				UDP-2-acetamido-3-amino-2,3-dideoxy-D-glucuronate N-acetyltransferase [Thiopseudomonas alkaliphila]
NHDCJNKO_00202	CDS	1080				DegT/DnrJ/EryC1/StrS family aminotransferase [Thiopseudomonas alkaliphila]
NHDCJNKO_00203	CDS	1425				oligosaccharide flippase family protein [Thiopseudomonas alkaliphila]
NHDCJNKO_00204	CDS	1572				asparagine synthetase B family protein [Thiopseudomonas alkaliphila]
NHDCJNKO_00205	CDS	1287				O-antigen ligase family protein [Thiopseudomonas alkaliphila]
NHDCJNKO_00206	CDS	930				hypothetical protein [Thiopseudomonas alkaliphila]
NHDCJNKO_00207	CDS	1098				glycosyltransferase [Thiopseudomonas alkaliphila]
NHDCJNKO_00208	CDS	1062				UDP-N-acetylglucosamine 2-epimerase (non-hydrolyzing) [Thiopseudomonas alkaliphila]
NHDCJNKO_00209	CDS	1236				glycosyltransferase family 4 protein [Thiopseudomonas alkaliphila]
NHDCJNKO_00210	CDS	606				sugar transferase [Thiopseudomonas alkaliphila]
NHDCJNKO_00211	CDS	642				acetyltransferase [Thiopseudomonas alkaliphila]
NHDCJNKO_00212	CDS	468				hypothetical protein [Thiopseudomonas alkaliphila]
NHDCJNKO_00213	CDS	1176				DegT/DnrJ/EryC1/StrS aminotransferase family protein [Thiopseudomonas alkaliphila]
NHDCJNKO_00214	CDS	2001				nucleoside-diphosphate sugar epimerase/dehydratase [Thiopseudomonas alkaliphila]
NHDCJNKO_00215	CDS	144				hypothetical protein [Thiopseudomonas alkaliphila]
NHDCJNKO_00216	CDS	888				type II toxin-antitoxin system RelE/ParE family toxin [Thiopseudomonas alkaliphila]
NHDCJNKO_00217	CDS	1074				hypothetical protein
NHDCJNKO_00218	CDS	1242				hypothetical protein
NHDCJNKO_00219	CDS	558				nitroreductase [Thiopseudomonas alkaliphila]
NHDCJNKO_00220	CDS	1209				nicotinate phosphoribosyltransferase [Thiopseudomonas alkaliphila]
NHDCJNKO_00221	CDS	834				undecaprenyl-diphosphate phosphatase [Thiopseudomonas alkaliphila]
NHDCJNKO_00222	CDS	699				TetR/AcrR family transcriptional regulator [Thiopseudomonas alkaliphila]
NHDCJNKO_00223	CDS	495				L,D-transpeptidase [Thiopseudomonas alkaliphila]
NHDCJNKO_00224	CDS	1047				beta-N-acetylhexosaminidase [Thiopseudomonas alkaliphila]
NHDCJNKO_00225	CDS	738				S-methyl-5'-thioinosine phosphorylase [Thiopseudomonas alkaliphila]
NHDCJNKO_00226	CDS	1179				VWA domain-containing protein [Thiopseudomonas alkaliphila]
NHDCJNKO_00227	CDS	846				MoxR family ATPase [Thiopseudomonas alkaliphila]
NHDCJNKO_00228	CDS	1314				bifunctional DedA family/phosphatase PAP2 family protein [Thiopseudomonas alkaliphila]
NHDCJNKO_00229	CDS	750				DNA-3-methyladenine glycosylase [Thiopseudomonas alkaliphila]
NHDCJNKO_00230	CDS	1278				glutamate-5-semialdehyde dehydrogenase [Thiopseudomonas alkaliphila]
NHDCJNKO_00231	CDS	645				nicotinate-nucleotide adenylyltransferase [Thiopseudomonas alkaliphila]
NHDCJNKO_00232	CDS	363				ribosome silencing factor [Thiopseudomonas alkaliphila]
NHDCJNKO_00233	CDS	468				23S rRNA (pseudouridine(1915)-N(3))-methyltransferase RlmH [Thiopseudomonas alkaliphila]
NHDCJNKO_00234	CDS	1890				penicillin-binding protein 2 [Thiopseudomonas alkaliphila]
NHDCJNKO_00235	CDS	1140				rod shape-determining protein RodA [Thiopseudomonas alkaliphila]
NHDCJNKO_00236	CDS	1017				lytic murein transglycosylase B [Thiopseudomonas alkaliphila]
NHDCJNKO_00237	CDS	993				septal ring lytic transglycosylase RlpA family protein [Thiopseudomonas alkaliphila]
NHDCJNKO_00238	CDS	1161				D-alanyl-D-alanine carboxypeptidase family protein [Thiopseudomonas alkaliphila]
NHDCJNKO_00239	CDS	282				hypothetical protein
NHDCJNKO_00240	CDS	660				lipoyl(octanoyl) transferase LipB [Thiopseudomonas alkaliphila]
NHDCJNKO_00241	CDS	966				lipoyl synthase [Thiopseudomonas alkaliphila]
NHDCJNKO_00242	CDS	609				tRNA-(ms[2]io[6]A)-hydroxylase [Thiopseudomonas alkaliphila]
NHDCJNKO_00243	CDS	693				methyltransferase domain-containing protein [Thiopseudomonas alkaliphila]
NHDCJNKO_00244	CDS	495				STAS domain-containing protein [Thiopseudomonas alkaliphila]
NHDCJNKO_00245	CDS	795				SpoIIE family protein phosphatase [Thiopseudomonas alkaliphila]
NHDCJNKO_00246	CDS	315				PepSY domain-containing protein [Thiopseudomonas alkaliphila]
NHDCJNKO_00247	CDS	270				metal-sensing transcriptional repressor [Thiopseudomonas alkaliphila]
NHDCJNKO_00248	CDS	762				sulfite exporter TauE/SafE family protein [Thiopseudomonas alkaliphila]
NHDCJNKO_00249	CDS	2157				DNA helicase RecQ [Thiopseudomonas alkaliphila]
NHDCJNKO_00250	CDS	387				multidrug efflux SMR transporter [Thiopseudomonas alkaliphila]
NHDCJNKO_00251	CDS	315				SMR family transporter [Thiopseudomonas alkaliphila]
NHDCJNKO_00252	CDS	444				hemerythrin domain-containing protein [Thiopseudomonas alkaliphila]
NHDCJNKO_00253	CDS	657				7-carboxy-7-deazaguanine synthase QueE [Thiopseudomonas alkaliphila]
NHDCJNKO_00254	CDS	444				6-carboxytetrahydropterin synthase QueD [Thiopseudomonas alkaliphila]
NHDCJNKO_00255	CDS	714				7-cyano-7-deazaguanine synthase QueC [Thiopseudomonas alkaliphila]
NHDCJNKO_00256	CDS	888				inositol monophosphatase family protein [Thiopseudomonas alkaliphila]
NHDCJNKO_00257	CDS	198				CsbD family protein [Thiopseudomonas alkaliphila]
NHDCJNKO_00258	CDS	357				BON domain-containing protein [Thiopseudomonas alkaliphila]
NHDCJNKO_00259	CDS	750				glucosamine-6-phosphate deaminase [Thiopseudomonas alkaliphila]
NHDCJNKO_00260	CDS	1395				MATE family efflux transporter [Thiopseudomonas alkaliphila]
NHDCJNKO_00261	CDS	807				16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase RsmA [Thiopseudomonas alkaliphila]
NHDCJNKO_00262	CDS	372				Co2+/Mg2+ efflux protein ApaG [Thiopseudomonas alkaliphila]
NHDCJNKO_00263	CDS	834				symmetrical bis(5'-nucleosyl)-tetraphosphatase [Thiopseudomonas alkaliphila]
NHDCJNKO_00264	CDS	321				thiosulfate sulfurtransferase GlpE [Thiopseudomonas alkaliphila]
NHDCJNKO_00265	CDS	993				HTH-type transcriptional regulator CysB [Thiopseudomonas alkaliphila]
NHDCJNKO_00266	CDS	864				polyamine aminopropyltransferase [Thiopseudomonas alkaliphila]
NHDCJNKO_00267	CDS	222				YgdI/YgdR family lipoprotein [Thiopseudomonas alkaliphila]
NHDCJNKO_00268	CDS	2085				BCCT family transporter [Thiopseudomonas alkaliphila]
NHDCJNKO_00269	CDS	417				DNA polymerase III subunit chi [Thiopseudomonas alkaliphila]
NHDCJNKO_00270	CDS	1482				leucyl aminopeptidase [Thiopseudomonas alkaliphila]
NHDCJNKO_00271	CDS	1077				LPS export ABC transporter permease LptF [Thiopseudomonas alkaliphila]
NHDCJNKO_00272	CDS	1065				LPS export ABC transporter permease LptG [Thiopseudomonas alkaliphila]
NHDCJNKO_00273	CDS	1092				cell division protein ZapE [Thiopseudomonas alkaliphila]
NHDCJNKO_00274	CDS	1434				D-alanyl-D-alanine carboxypeptidase/D-alanyl-D-alanine-endopeptidase [Thiopseudomonas alkaliphila]
NHDCJNKO_00275	CDS	1341				outer membrane protein transport protein [Thiopseudomonas alkaliphila]
