locus_tag	ftype	length_bp	gene	EC_number	COG	product
AAABECEJ_00026	CDS	1182				cupin domain-containing protein [Thiopseudomonas alkaliphila]
AAABECEJ_00027	CDS	1371				adenylosuccinate lyase [Thiopseudomonas alkaliphila]
AAABECEJ_00028	CDS	855				DMT family transporter [Thiopseudomonas alkaliphila]
AAABECEJ_00029	CDS	621				high frequency lysogenization protein HflD [Thiopseudomonas alkaliphila]
AAABECEJ_00030	CDS	1119				tRNA 2-thiouridine(34) synthase MnmA [Thiopseudomonas alkaliphila]
AAABECEJ_00031	CDS	993				sulfate ABC transporter substrate-binding protein [Thiopseudomonas alkaliphila]
AAABECEJ_00032	CDS	1074				3-deoxy-7-phosphoheptulonate synthase [Thiopseudomonas alkaliphila]
AAABECEJ_00033	CDS	2061				catalase [Thiopseudomonas alkaliphila]
AAABECEJ_00034	CDS	588				hypothetical protein [Thiopseudomonas alkaliphila]
AAABECEJ_00035	CDS	795				enoyl-ACP reductase FabI [Thiopseudomonas alkaliphila]
AAABECEJ_00036	CDS	1614				ABC transporter ATP-binding protein [Thiopseudomonas alkaliphila]
AAABECEJ_00037	CDS	1020				ABC transporter permease [Thiopseudomonas alkaliphila]
AAABECEJ_00038	CDS	1089				microcin C ABC transporter permease YejB [Thiopseudomonas alkaliphila]
AAABECEJ_00039	CDS	1833				extracellular solute-binding protein [Thiopseudomonas alkaliphila]
AAABECEJ_00040	CDS	1839				extracellular solute-binding protein [Thiopseudomonas alkaliphila]
AAABECEJ_00041	CDS	1566				LysM peptidoglycan-binding domain-containing protein [Thiopseudomonas alkaliphila]
AAABECEJ_00042	CDS	789				hydroxyacylglutathione hydrolase [Thiopseudomonas alkaliphila]
AAABECEJ_00043	CDS	1116				cell division protein ZapE [Thiopseudomonas alkaliphila]
AAABECEJ_00044	CDS	1356				aminodeoxychorismate synthase component I [Thiopseudomonas alkaliphila]
AAABECEJ_00045	CDS	429				thioesterase family protein [Thiopseudomonas alkaliphila]
AAABECEJ_00046	CDS	918				DMT family transporter [Thiopseudomonas alkaliphila]
AAABECEJ_00047	CDS	1929				ATP-binding cassette domain-containing protein [Thiopseudomonas alkaliphila]
AAABECEJ_00048	CDS	1995				choline BCCT transporter BetT [Thiopseudomonas alkaliphila]
AAABECEJ_00049	CDS	1764				gamma-glutamyltransferase [Thiopseudomonas alkaliphila]
AAABECEJ_00050	CDS	456				universal stress protein [Thiopseudomonas alkaliphila]
AAABECEJ_00051	CDS	2148				fatty acid oxidation complex subunit alpha FadB [Thiopseudomonas alkaliphila]
AAABECEJ_00052	CDS	1176				acetyl-CoA C-acyltransferase FadA [Thiopseudomonas alkaliphila]
AAABECEJ_00053	CDS	414				PA2817 family protein [Thiopseudomonas alkaliphila]
AAABECEJ_00054	tRNA	76				tRNA-Glu(ttc)
AAABECEJ_00055	tRNA	76				tRNA-Gly(gcc)
AAABECEJ_00056	CDS	645				glutathione S-transferase [Thiopseudomonas alkaliphila]
AAABECEJ_00057	CDS	4002				hypothetical protein [Thiopseudomonas alkaliphila]
AAABECEJ_00058	CDS	2136				hypothetical protein [Thiopseudomonas alkaliphila]
AAABECEJ_00059	CDS	153				hypothetical protein [Thiopseudomonas alkaliphila]
AAABECEJ_00060	CDS	432				GFA family protein [Thiopseudomonas alkaliphila]
AAABECEJ_00061	CDS	1335				tRNA (N6-isopentenyl adenosine(37)-C2)-methylthiotransferase MiaB [Thiopseudomonas alkaliphila]
AAABECEJ_00062	CDS	657				50S ribosomal protein L11 methyltransferase [Thiopseudomonas alkaliphila]
AAABECEJ_00063	CDS	465				transcriptional regulator NrdR [Thiopseudomonas alkaliphila]
AAABECEJ_00064	CDS	1104				bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase RibD [Thiopseudomonas alkaliphila]
AAABECEJ_00065	CDS	528				bifunctional adenosylcobinamide kinase/adenosylcobinamide-phosphate guanylyltransferase [Thiopseudomonas alkaliphila]
AAABECEJ_00066	CDS	1122				nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase [Thiopseudomonas alkaliphila]
AAABECEJ_00067	CDS	570				histidine phosphatase family protein [Thiopseudomonas alkaliphila]
AAABECEJ_00068	CDS	741				adenosylcobinamide-GDP ribazoletransferase [Thiopseudomonas alkaliphila]
AAABECEJ_00069	CDS	207				hypothetical protein [Thiopseudomonas alkaliphila]
AAABECEJ_00070	CDS	1881				TonB-dependent receptor [Thiopseudomonas alkaliphila]
AAABECEJ_00071	CDS	480				NYN domain-containing protein [Thiopseudomonas alkaliphila]
AAABECEJ_00072	CDS	705				SPOR domain-containing protein [Thiopseudomonas alkaliphila]
AAABECEJ_00073	CDS	1863				arginine--tRNA ligase [Thiopseudomonas alkaliphila]
AAABECEJ_00074	CDS	2220				primosomal protein N' [Thiopseudomonas alkaliphila]
AAABECEJ_00075	CDS	1302				glutathionylspermidine synthase family protein [Thiopseudomonas alkaliphila]
AAABECEJ_00076	CDS	549				hypothetical protein [Thiopseudomonas alkaliphila]
AAABECEJ_00077	CDS	681				lytic transglycosylase domain-containing protein [Thiopseudomonas alkaliphila]
AAABECEJ_00078	CDS	459				NUDIX hydrolase [Thiopseudomonas alkaliphila]
AAABECEJ_00079	CDS	1254				NADP-dependent isocitrate dehydrogenase [Thiopseudomonas alkaliphila]
AAABECEJ_00080	CDS	567				Smr/MutS family protein [Thiopseudomonas alkaliphila]
AAABECEJ_00081	CDS	1092				chorismate synthase [Thiopseudomonas alkaliphila]
AAABECEJ_00082	CDS	1191				MFS transporter [Thiopseudomonas alkaliphila]
AAABECEJ_00083	CDS	621				methylthioribulose 1-phosphate dehydratase [Thiopseudomonas alkaliphila]
AAABECEJ_00084	CDS	552				acireductone dioxygenase [Thiopseudomonas alkaliphila]
AAABECEJ_00085	CDS	678				acireductone synthase [Thiopseudomonas alkaliphila]
AAABECEJ_00086	CDS	582				Fe-S biogenesis protein NfuA [Thiopseudomonas alkaliphila]
AAABECEJ_00087	CDS	279				integration host factor subunit beta [Thiopseudomonas alkaliphila]
AAABECEJ_00088	CDS	333				LapA family protein [Thiopseudomonas alkaliphila]
AAABECEJ_00089	CDS	825				hypothetical protein [Thiopseudomonas alkaliphila]
AAABECEJ_00090	CDS	579				YecA family protein [Thiopseudomonas alkaliphila]
AAABECEJ_00091	CDS	471				TlpA disulfide reductase family protein [Thiopseudomonas alkaliphila]
AAABECEJ_00092	CDS	354				arsenate reductase (glutaredoxin) [Thiopseudomonas alkaliphila]
AAABECEJ_00093	CDS	597				NAD(P)H:quinone oxidoreductase [Thiopseudomonas alkaliphila]
AAABECEJ_00094	CDS	408				hypothetical protein
AAABECEJ_00095	CDS	948				thioredoxin-disulfide reductase [Thiopseudomonas alkaliphila]
AAABECEJ_00096	CDS	759				sulfate transporter CysZ [Thiopseudomonas alkaliphila]
AAABECEJ_00097	CDS	984				taurine ABC transporter substrate-binding protein [Thiopseudomonas alkaliphila]
AAABECEJ_00098	CDS	774				ATP-binding cassette domain-containing protein [Thiopseudomonas alkaliphila]
AAABECEJ_00099	CDS	837				ABC transporter permease subunit [Thiopseudomonas alkaliphila]
AAABECEJ_00100	CDS	162	tauD_1	1.14.11.17	COG2175	Alpha-ketoglutarate-dependent taurine dioxygenase
AAABECEJ_00101	CDS	645	tauD_2	1.14.11.17	COG2175	Alpha-ketoglutarate-dependent taurine dioxygenase
AAABECEJ_00102	CDS	1932				transglycosylase SLT domain-containing protein [Thiopseudomonas alkaliphila]
AAABECEJ_00103	CDS	1263				hypothetical protein [Thiopseudomonas alkaliphila]
AAABECEJ_00104	CDS	681				sulfite exporter TauE/SafE family protein [Thiopseudomonas alkaliphila]
AAABECEJ_00105	CDS	222				cbb3-type cytochrome oxidase assembly protein CcoS [Thiopseudomonas alkaliphila]
AAABECEJ_00106	CDS	2409				heavy metal translocating P-type ATPase [Thiopseudomonas alkaliphila]
AAABECEJ_00107	CDS	516				FixH family protein [Thiopseudomonas alkaliphila]
AAABECEJ_00108	CDS	1410				cytochrome c oxidase accessory protein CcoG [Thiopseudomonas alkaliphila]
AAABECEJ_00109	CDS	915				cytochrome-c oxidase, cbb3-type subunit III [Thiopseudomonas alkaliphila]
AAABECEJ_00110	CDS	612				cytochrome-c oxidase, cbb3-type subunit II [Thiopseudomonas alkaliphila]
AAABECEJ_00111	CDS	1506				cytochrome-c oxidase, cbb3-type subunit I [Thiopseudomonas alkaliphila]
AAABECEJ_00112	CDS	666				hypothetical protein [Thiopseudomonas alkaliphila]
AAABECEJ_00113	CDS	879				NAD(P)-dependent oxidoreductase [Thiopseudomonas alkaliphila]
AAABECEJ_00114	CDS	252				YkgJ family cysteine cluster protein [Thiopseudomonas alkaliphila]
AAABECEJ_00115	CDS	594				START domain-containing protein [Thiopseudomonas alkaliphila]
AAABECEJ_00116	CDS	1284				citrate synthase [Thiopseudomonas alkaliphila]
AAABECEJ_00117	CDS	414				succinate dehydrogenase, cytochrome b556 subunit [Thiopseudomonas alkaliphila]
AAABECEJ_00118	CDS	369				succinate dehydrogenase, hydrophobic membrane anchor protein [Thiopseudomonas alkaliphila]
AAABECEJ_00119	CDS	1773				succinate dehydrogenase flavoprotein subunit [Thiopseudomonas alkaliphila]
AAABECEJ_00120	CDS	720				succinate dehydrogenase iron-sulfur subunit [Thiopseudomonas alkaliphila]
AAABECEJ_00121	CDS	2838				2-oxoglutarate dehydrogenase E1 component [Thiopseudomonas alkaliphila]
AAABECEJ_00122	CDS	1197				2-oxoglutarate dehydrogenase complex dihydrolipoyllysine-residue succinyltransferase [Thiopseudomonas alkaliphila]
AAABECEJ_00123	CDS	1437				dihydrolipoyl dehydrogenase [Thiopseudomonas alkaliphila]
AAABECEJ_00124	CDS	1170				ADP-forming succinate--CoA ligase subunit beta [Thiopseudomonas alkaliphila]
AAABECEJ_00125	CDS	888				succinate--CoA ligase subunit alpha [Thiopseudomonas alkaliphila]
AAABECEJ_00126	CDS	1317				branched-chain amino acid transport system II carrier protein [Thiopseudomonas alkaliphila]
AAABECEJ_00127	CDS	2535				hypothetical protein
AAABECEJ_00128	CDS	582				TIGR01841 family phasin [Thiopseudomonas alkaliphila]
AAABECEJ_00129	CDS	369				carboxymuconolactone decarboxylase family protein [Thiopseudomonas alkaliphila]
AAABECEJ_00130	CDS	402				MerR family DNA-binding transcriptional regulator [Thiopseudomonas alkaliphila]
AAABECEJ_00131	CDS	630				CoA transferase subunit B [Thiopseudomonas alkaliphila]
AAABECEJ_00132	CDS	696				CoA transferase subunit A [Thiopseudomonas alkaliphila]
AAABECEJ_00133	CDS	906				hydroxymethylglutaryl-CoA lyase [Thiopseudomonas alkaliphila]
AAABECEJ_00134	CDS	1956				acetyl/propionyl/methylcrotonyl-CoA carboxylase subunit alpha [Thiopseudomonas alkaliphila]
AAABECEJ_00135	CDS	795				gamma-carboxygeranoyl-CoA hydratase [Thiopseudomonas alkaliphila]
AAABECEJ_00136	CDS	1608				carboxyl transferase domain-containing protein [Thiopseudomonas alkaliphila]
AAABECEJ_00137	CDS	1164				isovaleryl-CoA dehydrogenase [Thiopseudomonas alkaliphila]
AAABECEJ_00138	CDS	1680				AMP-binding protein [Thiopseudomonas alkaliphila]
AAABECEJ_00139	CDS	585				peroxidase-related enzyme [Thiopseudomonas alkaliphila]
AAABECEJ_00140	CDS	1278				OprD family porin [Thiopseudomonas alkaliphila]
AAABECEJ_00141	CDS	786				ABC transporter ATP-binding protein [Thiopseudomonas alkaliphila]
AAABECEJ_00142	CDS	717				ABC transporter ATP-binding protein [Thiopseudomonas alkaliphila]
AAABECEJ_00143	CDS	1212				ABC transporter substrate-binding protein [Thiopseudomonas alkaliphila]
AAABECEJ_00144	CDS	888				branched-chain amino acid ABC transporter permease [Thiopseudomonas alkaliphila]
AAABECEJ_00145	CDS	1005				branched-chain amino acid ABC transporter permease [Thiopseudomonas alkaliphila]
AAABECEJ_00146	CDS	921				transcriptional regulator MetR [Thiopseudomonas alkaliphila]
AAABECEJ_00147	CDS	591				hypothetical protein [Thiopseudomonas alkaliphila]
AAABECEJ_00148	CDS	321				hypothetical protein [Thiopseudomonas alkaliphila]
AAABECEJ_00149	CDS	429				hypothetical protein [Thiopseudomonas alkaliphila]
AAABECEJ_00150	CDS	798				PhzF family phenazine biosynthesis protein [Thiopseudomonas alkaliphila]
AAABECEJ_00151	CDS	192				YqaE/Pmp3 family membrane protein [Thiopseudomonas alkaliphila]
AAABECEJ_00152	CDS	714				5,6-dimethylbenzimidazole synthase [Thiopseudomonas alkaliphila]
AAABECEJ_00153	CDS	1476				cobyric acid synthase [Thiopseudomonas alkaliphila]
AAABECEJ_00154	CDS	609				cob(I)yrinic acid a,c-diamide adenosyltransferase [Thiopseudomonas alkaliphila]
AAABECEJ_00155	CDS	765				ABC transporter ATP-binding protein [Thiopseudomonas alkaliphila]
AAABECEJ_00156	CDS	960				iron ABC transporter permease [Thiopseudomonas alkaliphila]
AAABECEJ_00157	CDS	927				cobalamin-binding protein [Thiopseudomonas alkaliphila]
AAABECEJ_00158	CDS	1020				threonine-phosphate decarboxylase CobD [Thiopseudomonas alkaliphila]
AAABECEJ_00159	CDS	939				adenosylcobinamide-phosphate synthase CbiB [Thiopseudomonas alkaliphila]
AAABECEJ_00160	CDS	360				hypothetical protein [Thiopseudomonas alkaliphila]
AAABECEJ_00161	CDS	462				GNAT family N-acetyltransferase [Thiopseudomonas alkaliphila]
AAABECEJ_00162	CDS	1383				NAD(P)/FAD-dependent oxidoreductase [Thiopseudomonas alkaliphila]
AAABECEJ_00163	CDS	423				carboxymuconolactone decarboxylase family protein [Thiopseudomonas alkaliphila]
AAABECEJ_00164	CDS	819				GIY-YIG nuclease family protein [Thiopseudomonas alkaliphila]
AAABECEJ_00165	CDS	1431				cardiolipin synthase [Thiopseudomonas alkaliphila]
AAABECEJ_00166	CDS	660				heme-binding beta-barrel domain-containing protein [Thiopseudomonas alkaliphila]
AAABECEJ_00167	CDS	618				hemolysin III family protein [Thiopseudomonas alkaliphila]
AAABECEJ_00168	CDS	963				hypothetical protein
AAABECEJ_00169	CDS	951				hypothetical protein
AAABECEJ_00170	CDS	1209				multidrug effflux MFS transporter [Thiopseudomonas alkaliphila]
AAABECEJ_00171	CDS	1044				putative sulfate exporter family transporter [Thiopseudomonas alkaliphila]
AAABECEJ_00172	CDS	1437				M48 family metalloprotease [Thiopseudomonas alkaliphila]
AAABECEJ_00173	CDS	240				sulfurtransferase TusA family protein [Thiopseudomonas alkaliphila]
AAABECEJ_00174	CDS	477				peroxiredoxin [Thiopseudomonas alkaliphila]
AAABECEJ_00175	CDS	561				glycine cleavage system protein R [Thiopseudomonas alkaliphila]
AAABECEJ_00176	CDS	879				4-hydroxy-tetrahydrodipicolinate synthase [Thiopseudomonas alkaliphila]
AAABECEJ_00177	CDS	1071				outer membrane protein assembly factor BamC [Thiopseudomonas alkaliphila]
AAABECEJ_00178	CDS	876				phosphoribosylaminoimidazolesuccinocarboxamide synthase [Thiopseudomonas alkaliphila]
AAABECEJ_00179	CDS	1404				ATP-dependent RNA helicase RhlB [Thiopseudomonas alkaliphila]
AAABECEJ_00180	CDS	654				alpha/beta fold hydrolase [Thiopseudomonas alkaliphila]
AAABECEJ_00181	CDS	513				asparaginase domain-containing protein [Thiopseudomonas alkaliphila]
AAABECEJ_00182	CDS	363				GIY-YIG nuclease family protein [Thiopseudomonas alkaliphila]
AAABECEJ_00183	CDS	675				OmpA family protein [Thiopseudomonas alkaliphila]
AAABECEJ_00184	CDS	2355				penicillin acylase family protein [Thiopseudomonas alkaliphila]
AAABECEJ_00185	CDS	1152				class I SAM-dependent methyltransferase [Thiopseudomonas alkaliphila]
AAABECEJ_00186	CDS	429				DoxX family protein [Thiopseudomonas alkaliphila]
AAABECEJ_00187	tRNA	87				tRNA-Leu(caa)
AAABECEJ_00188	CDS	1038				tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA [Thiopseudomonas alkaliphila]
AAABECEJ_00189	CDS	1125				tRNA guanosine(34) transglycosylase Tgt [Thiopseudomonas alkaliphila]
AAABECEJ_00190	CDS	333				preprotein translocase subunit YajC [Thiopseudomonas alkaliphila]
AAABECEJ_00191	CDS	1863				protein translocase subunit SecD [Thiopseudomonas alkaliphila]
AAABECEJ_00192	CDS	906				protein translocase subunit SecF [Thiopseudomonas alkaliphila]
AAABECEJ_00193	CDS	435				OsmC family protein [Thiopseudomonas alkaliphila]
AAABECEJ_00194	CDS	3453				PAS domain-containing hybrid sensor histidine kinase/response regulator [Thiopseudomonas alkaliphila]
AAABECEJ_00195	CDS	750				sulfite exporter TauE/SafE family protein [Thiopseudomonas alkaliphila]
AAABECEJ_00196	CDS	1389				class II fumarate hydratase [Thiopseudomonas alkaliphila]
AAABECEJ_00197	CDS	177				hypothetical protein
AAABECEJ_00198	CDS	690				orotidine-5'-phosphate decarboxylase [Thiopseudomonas alkaliphila]
AAABECEJ_00199	CDS	1185				MFS transporter [Thiopseudomonas alkaliphila]
AAABECEJ_00200	CDS	825				tRNA 2-thiocytidine(32) synthetase TtcA [Thiopseudomonas alkaliphila]
AAABECEJ_00201	CDS	1224				aspartate aminotransferase family protein [Thiopseudomonas alkaliphila]
AAABECEJ_00202	CDS	276				hypothetical protein [Thiopseudomonas alkaliphila]
AAABECEJ_00203	CDS	2628				alanine--tRNA ligase [Thiopseudomonas alkaliphila]
AAABECEJ_00204	CDS	1236				aspartate kinase [Thiopseudomonas alkaliphila]
AAABECEJ_00205	CDS	183				carbon storage regulator CsrA [Thiopseudomonas alkaliphila]
AAABECEJ_00206	tRNA	91				tRNA-Ser(gct)
AAABECEJ_00207	tRNA	77				tRNA-Arg(acg)
AAABECEJ_00208	tRNA	77				tRNA-Arg(acg)
AAABECEJ_00209	CDS	1440				magnesium transporter [Thiopseudomonas alkaliphila]
AAABECEJ_00210	CDS	252				OadG family protein [Thiopseudomonas alkaliphila]
AAABECEJ_00211	CDS	1773				sodium-extruding oxaloacetate decarboxylase subunit alpha [Thiopseudomonas alkaliphila]
AAABECEJ_00212	CDS	1137				sodium ion-translocating decarboxylase subunit beta [Thiopseudomonas alkaliphila]
AAABECEJ_00213	CDS	162				hypothetical protein [Thiopseudomonas alkaliphila]
AAABECEJ_00214	CDS	975				cysteine synthase A [Thiopseudomonas alkaliphila]
AAABECEJ_00215	CDS	567				hypothetical protein
AAABECEJ_00216	CDS	2247				DNA internalization-related competence protein ComEC/Rec2 [Thiopseudomonas alkaliphila]
AAABECEJ_00217	CDS	1032				tetraacyldisaccharide 4'-kinase [Thiopseudomonas alkaliphila]
AAABECEJ_00218	CDS	192				Trm112 family protein [Thiopseudomonas alkaliphila]
AAABECEJ_00219	CDS	765				3-deoxy-manno-octulosonate cytidylyltransferase [Thiopseudomonas alkaliphila]
AAABECEJ_00220	CDS	465				low molecular weight protein-tyrosine-phosphatase [Thiopseudomonas alkaliphila]
AAABECEJ_00221	CDS	1041				UDP-N-acetylmuramate dehydrogenase [Thiopseudomonas alkaliphila]
AAABECEJ_00222	CDS	498				tRNA adenosine(34) deaminase TadA [Thiopseudomonas alkaliphila]
AAABECEJ_00223	CDS	483				hypothetical protein [Thiopseudomonas alkaliphila]
AAABECEJ_00224	CDS	1935				hypothetical protein
AAABECEJ_00225	CDS	312				SCP2 sterol-binding domain-containing protein [Thiopseudomonas alkaliphila]
AAABECEJ_00226	CDS	1047				protease SohB [Thiopseudomonas alkaliphila]
AAABECEJ_00227	CDS	993				YhdH/YhfP family quinone oxidoreductase [Thiopseudomonas alkaliphila]
AAABECEJ_00228	CDS	1101				redox-regulated ATPase YchF [Thiopseudomonas alkaliphila]
AAABECEJ_00229	CDS	585				aminoacyl-tRNA hydrolase [Thiopseudomonas alkaliphila]
AAABECEJ_00230	CDS	648				50S ribosomal protein L25/general stress protein Ctc [Thiopseudomonas alkaliphila]
AAABECEJ_00231	CDS	936				ribose-phosphate pyrophosphokinase [Thiopseudomonas alkaliphila]
AAABECEJ_00232	tRNA	75				tRNA-Gln(ttg)
AAABECEJ_00233	CDS	861				4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase [Thiopseudomonas alkaliphila]
AAABECEJ_00234	CDS	612				lipoprotein insertase outer membrane protein LolB [Thiopseudomonas alkaliphila]
AAABECEJ_00235	CDS	1734				tetratricopeptide repeat protein [Thiopseudomonas alkaliphila]
AAABECEJ_00236	CDS	1269				glutamyl-tRNA reductase [Thiopseudomonas alkaliphila]
AAABECEJ_00237	CDS	1083				peptide chain release factor 1 [Thiopseudomonas alkaliphila]
AAABECEJ_00238	CDS	849				peptide chain release factor N(5)-glutamine methyltransferase [Thiopseudomonas alkaliphila]
AAABECEJ_00239	CDS	771				molybdopterin-synthase adenylyltransferase MoeB [Thiopseudomonas alkaliphila]
AAABECEJ_00240	CDS	795				glutamate racemase [Thiopseudomonas alkaliphila]
AAABECEJ_00241	CDS	528				acyloxyacyl hydrolase [Thiopseudomonas alkaliphila]
AAABECEJ_00242	CDS	1371				MFS transporter [Thiopseudomonas alkaliphila]
AAABECEJ_00243	CDS	894				site-specific tyrosine recombinase XerD [Thiopseudomonas alkaliphila]
AAABECEJ_00244	CDS	1305				homoserine dehydrogenase [Thiopseudomonas alkaliphila]
AAABECEJ_00245	CDS	1410				threonine synthase [Thiopseudomonas alkaliphila]
AAABECEJ_00246	CDS	744				hypothetical protein [Thiopseudomonas alkaliphila]
AAABECEJ_00247	tRNA	77				tRNA-Val(gac)
AAABECEJ_00248	CDS	324				hypothetical protein [Thiopseudomonas alkaliphila]
AAABECEJ_00249	CDS	402				SufE family protein [Thiopseudomonas alkaliphila]
AAABECEJ_00250	CDS	1209				cysteine desulfurase [Thiopseudomonas alkaliphila]
AAABECEJ_00251	CDS	942				hypothetical protein [Thiopseudomonas alkaliphila]
AAABECEJ_00252	CDS	351				ArsC family reductase [Thiopseudomonas alkaliphila]
AAABECEJ_00253	CDS	168				hypothetical protein [Thiopseudomonas alkaliphila]
AAABECEJ_00254	CDS	2709				[protein-PII] uridylyltransferase [Thiopseudomonas alkaliphila]
AAABECEJ_00255	CDS	783				type I methionyl aminopeptidase [Thiopseudomonas alkaliphila]
AAABECEJ_00256	CDS	738				30S ribosomal protein S2 [Thiopseudomonas alkaliphila]
AAABECEJ_00257	CDS	870				translation elongation factor Ts [Thiopseudomonas alkaliphila]
AAABECEJ_00258	CDS	744				UMP kinase [Thiopseudomonas alkaliphila]
AAABECEJ_00259	CDS	558				ribosome recycling factor [Thiopseudomonas alkaliphila]
AAABECEJ_00260	CDS	747				isoprenyl transferase [Thiopseudomonas alkaliphila]
AAABECEJ_00261	CDS	816				phosphatidate cytidylyltransferase [Thiopseudomonas alkaliphila]
AAABECEJ_00262	CDS	1230				1-deoxy-D-xylulose-5-phosphate reductoisomerase [Thiopseudomonas alkaliphila]
AAABECEJ_00263	CDS	1341				RIP metalloprotease RseP [Thiopseudomonas alkaliphila]
AAABECEJ_00264	CDS	2343				outer membrane protein assembly factor BamA [Thiopseudomonas alkaliphila]
AAABECEJ_00265	CDS	504				OmpH family outer membrane protein [Thiopseudomonas alkaliphila]
AAABECEJ_00266	CDS	1029				UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase [Thiopseudomonas alkaliphila]
AAABECEJ_00267	CDS	441				3-hydroxyacyl-ACP dehydratase FabZ [Thiopseudomonas alkaliphila]
AAABECEJ_00268	CDS	777				acyl-ACP--UDP-N-acetylglucosamine O-acyltransferase [Thiopseudomonas alkaliphila]
AAABECEJ_00269	CDS	1134				lipid-A-disaccharide synthase [Thiopseudomonas alkaliphila]
AAABECEJ_00270	CDS	600				ribonuclease HII [Thiopseudomonas alkaliphila]
AAABECEJ_00271	CDS	849				S1-like domain-containing RNA-binding protein [Thiopseudomonas alkaliphila]
AAABECEJ_00272	CDS	1164				efflux RND transporter periplasmic adaptor subunit [Thiopseudomonas alkaliphila]
AAABECEJ_00273	CDS	1218				ABC transporter permease [Thiopseudomonas alkaliphila]
AAABECEJ_00274	CDS	714				ABC transporter ATP-binding protein [Thiopseudomonas alkaliphila]
AAABECEJ_00275	CDS	1197				amino acid aminotransferase [Thiopseudomonas alkaliphila]
AAABECEJ_00276	CDS	2022				excinuclease ABC subunit UvrB [Thiopseudomonas alkaliphila]
AAABECEJ_00277	tRNA	88				tRNA-Leu(taa)
AAABECEJ_00278	CDS	348				hypothetical protein
AAABECEJ_00279	CDS	960				zinc-binding alcohol dehydrogenase family protein [Thiopseudomonas alkaliphila]
AAABECEJ_00280	CDS	2787				monovalent cation/H+ antiporter subunit A [Thiopseudomonas alkaliphila]
AAABECEJ_00281	CDS	342				Na+/H+ antiporter subunit C [Thiopseudomonas alkaliphila]
AAABECEJ_00282	CDS	1497				monovalent cation/H+ antiporter subunit D [Thiopseudomonas alkaliphila]
AAABECEJ_00283	CDS	510				Na+/H+ antiporter subunit E [Thiopseudomonas alkaliphila]
AAABECEJ_00284	CDS	270				K+/H+ antiporter subunit F [Thiopseudomonas alkaliphila]
AAABECEJ_00285	CDS	327				Na+/H+ antiporter subunit G [Thiopseudomonas alkaliphila]
AAABECEJ_00286	CDS	900				EamA family transporter RarD [Thiopseudomonas alkaliphila]
